,Crossing
11391,63
11392,13
11393,56
11394,33
11395,56
11396,36
11397,65
11398,66
11399,51
11400,28
11401,44
11402,37
11403,14
11404,51
11405,60
11406,21
11407,58
11408,57
11409,58
11410,14
11411,55
11412,60
11413,50
11414,42
11415,37
11416,63
11417,63
11418,60
11419,48
11420,63
11421,38
11422,58
11423,12
11424,12
11425,59
11426,41
11427,13
11428,67
11429,60
11430,56
11431,63
11432,60
11433,62
11434,59
11435,61
11436,51
11437,66
11438,22
11439,31
11440,48
11441,54
11442,57
11443,65
11444,57
11445,47
11446,28
11447,63
11448,61
11449,58
11450,11
11451,38
11452,64
11453,57
11454,60
11455,60
11456,63
11457,35
11458,61
11459,14
11460,57
11461,51
11462,46
11463,60
11464,60
11465,58
11466,28
11467,60
11468,40
11469,29
11470,45
11471,64
11472,54
11473,44
11474,74
11475,74
11476,68
11477,22
11478,61
11479,20
11480,60
11481,46
11482,48
11483,46
11484,47
11485,62
11486,56
11487,64
11488,55
11489,57
11490,56
11491,60
11492,64
11493,66
11494,23
11495,35
11496,66
11497,39
11498,55
11499,62
11500,59
11501,59
11502,57
11503,55
11504,30
11505,64
11506,28
11507,60
11508,50
11509,59
11510,65
11511,54
11512,34
11513,58
11514,15
11515,59
11516,60
11517,48
11518,56
11519,70
11520,32
11521,42
11522,45
11523,58
11524,53
11525,49
11526,49
11527,26
11528,59
11529,57
11530,58
11531,64
11532,28
11533,57
11534,66
11535,48
11536,14
11537,36
11538,67
11539,54
11540,16
11541,39
11542,29
11543,16
11544,28
11545,42
11546,12
11547,47
11548,66
11549,60
11550,49
11551,10
11552,51
11553,54
11554,61
11555,18
11556,55
11557,45
11558,51
11559,30
11560,31
11561,60
11562,51
11563,61
11564,28
11565,17
11566,62
11567,10
11568,62
11569,42
11570,63
11571,59
11572,33
11573,61
11574,48
11575,59
11576,51
11577,51
11578,63
11579,10
11580,26
11581,15
11582,55
11583,27
11584,44
11585,53
11586,46
11587,25
11588,34
11589,63
11590,72
11591,43
11592,61
11593,60
11594,57
11595,55
11596,27
11597,63
11598,62
11599,62
11600,69
11601,66
11602,53
11603,63
11604,49
11605,64
11606,64
11607,56
11608,34
11609,57
11610,59
11611,48
11612,59
11613,59
11614,26
11615,14
11616,51
11617,64
11618,58
11619,60
11620,15
11621,29
11622,70
11623,59
11624,60
11625,64
11626,11
11627,33
11628,33
11629,25
11630,58
11631,62
11632,32
11633,50
11634,14
11635,61
11636,47
11637,46
11638,38
11639,52
11640,46
11641,45
11642,41
11643,34
11644,64
11645,69
11646,11
11647,45
11648,61
11649,43
11650,48
11651,65
11652,52
11653,32
11654,42
11655,37
11656,40
11657,55
11658,33
11659,67
11660,62
11661,60
11662,61
11663,56
11664,10
11665,75
11666,58
11667,43
11668,57
11669,56
11670,72
11671,40
11672,51
11673,15
11674,65
11675,57
11676,11
11677,24
11678,32
11679,32
11680,18
11681,65
11682,67
11683,45
11684,62
11685,64
11686,35
11687,36
11688,24
11689,46
11690,56
11691,35
11692,59
11693,55
11694,59
11695,67
11696,48
11697,56
11698,51
11699,32
11700,59
11701,29
11702,19
11703,44
11704,28
11705,59
11706,57
11707,61
11708,60
11709,16
11710,67
11711,53
11712,51
11713,12
11714,64
11715,39
11716,63
11717,16
11718,49
11719,62
11720,32
11721,63
11722,14
11723,66
11724,19
11725,32
11726,61
11727,13
11728,37
11729,56
11730,56
11731,29
11732,58
11733,44
11734,31
11735,71
11736,60
11737,65
11738,55
11739,53
11740,62
11741,31
11742,36
11743,44
11744,63
11745,57
11746,42
11747,58
11748,58
11749,42
11750,28
11751,10
11752,15
11753,15
11754,55
11755,47
11756,48
11757,65
11758,58
11759,52
11760,51
11761,33
11762,45
11763,54
11764,35
11765,43
11766,64
11767,64
11768,66
11769,22
11770,58
11771,63
11772,50
11773,32
11774,64
11775,62
11776,39
11777,47
11778,9
11779,24
11780,32
11781,32
11782,58
11783,68
11784,42
11785,57
11786,15
11787,14
11788,37
11789,61
11790,62
11791,65
11792,35
11793,12
11794,62
11795,48
11796,64
11797,49
11798,54
11799,51
11800,54
11801,22
11802,29
11803,57
11804,15
11805,40
11806,62
11807,65
11808,38
11809,59
11810,27
11811,11
11812,62
11813,50
11814,38
11815,22
11816,68
11817,37
11818,57
11819,73
11820,42
11821,65
11822,31
11823,67
11824,39
11825,30
11826,67
11827,50
11828,60
11829,63
11830,55
11831,52
11832,52
11833,41
11834,29
11835,35
11836,59
11837,20
11838,62
11839,46
11840,58
11841,12
11842,60
11843,60
11844,63
11845,42
11846,15
11847,11
11848,60
11849,55
11850,41
11851,50
11852,61
11853,62
11854,50
11855,61
11856,13
11857,31
11858,64
11859,52
11860,54
11861,63
11862,52
11863,41
11864,40
11865,65
11866,54
11867,49
11868,29
11869,41
11870,36
11871,45
11872,54
11873,30
11874,68
11875,59
11876,65
11877,20
11878,46
11879,15
11880,63
11881,34
11882,14
11883,14
11884,43
11885,34
11886,66
11887,33
11888,56
11889,52
11890,58
11891,58
11892,57
11893,44
11894,60
11895,56
11896,12
11897,21
11898,50
11899,55
11900,19
11901,14
11902,68
11903,26
11904,65
11905,55
11906,69
11907,69
11908,55
11909,56
11910,73
11911,14
11912,10
11913,66
11914,60
11915,65
11916,57
11917,64
11918,48
11919,36
11920,32
11921,58
11922,63
11923,60
11924,45
11925,55
11926,56
11927,9
11928,60
11929,57
11930,52
11931,47
11932,45
11933,30
11934,30
11935,58
11936,8
11937,38
11938,45
11939,62
11940,30
11941,41
11942,21
11943,12
11944,59
11945,66
11946,65
11947,53
11948,40
11949,13
11950,50
11951,26
11952,47
11953,20
11954,62
11955,45
11956,24
11957,12
11958,56
11959,49
11960,52
11961,41
11962,54
11963,60
11964,63
11965,46
11966,69
11967,48
11968,60
11969,63
11970,42
11971,38
11972,13
11973,64
11974,36
11975,46
11976,12
11977,52
11978,59
11979,29
11980,70
11981,11
11982,35
11983,23
11984,51
11985,51
11986,39
11987,63
11988,30
11989,63
11990,10
11991,58
11992,53
11993,67
11994,34
11995,55
11996,36
11997,45
11998,69
11999,56
12000,61
12001,13
12002,46
12003,64
12004,62
12005,50
12006,55
12007,53
12008,39
12009,62
12010,57
12011,46
12012,52
12013,49
12014,67
12015,54
12016,61
12017,62
12018,40
12019,48
12020,52
12021,57
12022,61
12023,42
12024,33
12025,24
12026,25
12027,34
12028,60
12029,50
12030,54
12031,14
12032,58
12033,15
12034,66
12035,63
12036,63
12037,14
12038,66
12039,22
12040,19
12041,50
12042,57
12043,58
12044,66
12045,34
12046,46
12047,62
12048,50
12049,39
12050,31
12051,55
12052,66
12053,18
12054,64
12055,25
12056,67
12057,21
12058,12
12059,65
12060,15
12061,54
12062,55
12063,62
12064,54
12065,16
12066,45
12067,19
12068,13
12069,50
12070,55
12071,45
12072,58
12073,56
12074,67
12075,12
12076,49
12077,69
12078,41
12079,17
12080,53
12081,32
12082,48
12083,55
12084,56
12085,54
12086,62
12087,62
12088,35
12089,39
12090,53
12091,52
12092,19
12093,65
12094,61
12095,56
12096,64
12097,43
12098,55
12099,61
12100,59
12101,52
12102,58
12103,62
12104,48
12105,54
12106,20
12107,61
12108,49
12109,68
12110,46
12111,57
12112,49
12113,69
12114,63
12115,67
12116,64
12117,54
12118,60
12119,29
12120,48
12121,62
12122,16
12123,42
12124,49
12125,62
12126,61
12127,37
12128,58
12129,32
12130,14
12131,28
12132,59
12133,50
12134,12
12135,12
12136,61
12137,67
12138,67
12139,21
12140,46
12141,53
12142,45
12143,63
12144,43
12145,59
12146,65
12147,12
12148,62
12149,58
12150,63
12151,57
12152,54
12153,59
12154,53
12155,56
12156,51
12157,60
12158,58
12159,64
12160,60
12161,57
12162,57
12163,50
12164,48
12165,12
12166,58
12167,56
12168,52
12169,48
12170,57
12171,59
12172,44
12173,46
12174,60
12175,62
12176,28
12177,52
12178,52
12179,65
12180,64
12181,43
12182,53
12183,28
12184,59
12185,55
12186,59
12187,65
12188,61
12189,61
12190,15
12191,42
12192,55
12193,41
12194,63
12195,14
12196,46
12197,63
12198,12
12199,32
12200,66
12201,56
12202,61
12203,28
12204,60
12205,11
12206,47
12207,38
12208,56
12209,38
12210,65
12211,30
12212,66
12213,60
12214,20
12215,33
12216,64
12217,58
12218,62
12219,42
12220,14
12221,45
12222,11
12223,31
12224,37
12225,53
12226,52
12227,29
12228,58
12229,15
12230,58
12231,51
12232,47
12233,16
12234,34
12235,58
12236,58
12237,37
12238,62
12239,60
12240,60
12241,11
12242,62
12243,38
12244,63
12245,59
12246,11
12247,31
12248,64
12249,31
12250,65
12251,39
12252,59
12253,71
12254,24
12255,56
12256,50
12257,68
12258,43
12259,65
12260,58
12261,50
12262,32
12263,58
12264,58
12265,61
12266,17
12267,11
12268,61
12269,56
12270,15
12271,66
12272,50
12273,43
12274,52
12275,42
12276,61
12277,65
12278,62
12279,30
12280,28
12281,56
12282,14
12283,45
12284,16
12285,61
12286,53
12287,54
12288,49
12289,53
12290,36
12291,36
12292,45
12293,39
12294,26
12295,46
12296,49
12297,42
12298,55
12299,64
12300,56
12301,31
12302,32
12303,56
12304,52
12305,23
12306,36
12307,57
12308,55
12309,39
12310,56
12311,40
12312,40
12313,28
12314,54
12315,31
12316,53
12317,57
12318,56
12319,52
12320,53
12321,63
12322,61
12323,28
12324,23
12325,63
12326,37
12327,66
12328,60
12329,61
12330,60
12331,15
12332,29
12333,64
12334,36
12335,59
12336,28
12337,13
12338,56
12339,55
12340,36
12341,38
12342,38
12343,37
12344,31
12345,57
12346,62
12347,32
12348,60
12349,63
12350,65
12351,26
12352,38
12353,17
12354,65
12355,68
12356,63
12357,53
12358,62
12359,50
12360,54
12361,26
12362,15
12363,60
12364,54
12365,48
12366,32
12367,58
12368,45
12369,66
12370,56
12371,36
12372,13
12373,44
12374,57
12375,53
12376,63
12377,49
12378,64
12379,52
12380,59
12381,46
12382,55
12383,52
12384,12
12385,54
12386,25
12387,11
12388,49
12389,16
12390,25
12391,62
12392,27
12393,27
12394,59
12395,44
12396,56
12397,61
12398,52
12399,28
12400,60
12401,47
12402,40
12403,37
12404,28
12405,63
12406,72
12407,49
12408,55
12409,53
12410,48
12411,20
12412,61
12413,54
12414,59
12415,59
12416,62
12417,58
12418,48
12419,31
12420,62
12421,48
12422,14
12423,59
12424,65
12425,62
12426,18
12427,42
12428,44
12429,55
12430,11
12431,36
12432,39
12433,48
12434,53
12435,55
12436,54
12437,17
12438,64
12439,58
12440,54
12441,30
12442,68
12443,58
12444,58
12445,57
12446,49
12447,11
12448,46
12449,40
12450,65
12451,54
12452,57
12453,62
12454,56
12455,55
12456,57
12457,54
12458,71
12459,41
12460,39
12461,15
12462,30
12463,58
12464,52
12465,52
12466,59
12467,43
12468,48
12469,57
12470,12
12471,52
12472,55
12473,58
12474,39
12475,58
12476,49
12477,58
12478,49
12479,55
12480,68
12481,18
12482,28
12483,59
12484,51
12485,60
12486,11
12487,52
12488,31
12489,15
12490,53
12491,67
12492,60
12493,54
12494,40
12495,40
12496,54
12497,23
12498,63
12499,51
12500,63
12501,58
12502,62
12503,31
12504,42
12505,53
12506,12
12507,52
12508,38
12509,58
12510,35
12511,54
12512,68
12513,41
12514,16
12515,61
12516,62
12517,10
12518,29
12519,59
12520,62
12521,51
12522,67
12523,64
12524,63
12525,61
12526,38
12527,72
12528,41
12529,56
12530,60
12531,63
12532,60
12533,61
12534,29
12535,22
12536,59
12537,51
12538,25
12539,41
12540,48
12541,18
12542,65
12543,58
12544,57
12545,42
12546,42
12547,30
12548,29
12549,55
12550,62
12551,64
12552,27
12553,60
12554,28
12555,34
12556,48
12557,13
12558,64
12559,48
12560,59
12561,35
12562,29
12563,58
12564,38
12565,63
12566,34
12567,51
12568,62
12569,62
12570,40
12571,62
12572,28
12573,63
12574,56
12575,35
12576,64
12577,56
12578,51
12579,36
12580,59
12581,62
12582,60
12583,20
12584,15
12585,20
12586,32
12587,41
12588,14
12589,14
12590,42
12591,60
12592,32
12593,10
12594,34
12595,67
12596,55
12597,55
12598,68
12599,39
12600,36
12601,29
12602,45
12603,60
12604,54
12605,59
12606,20
12607,40
12608,28
12609,67
12610,58
12611,38
12612,13
12613,61
12614,26
12615,12
12616,28
12617,48
12618,52
12619,14
12620,40
12621,49
12622,56
12623,50
12624,24
12625,59
12626,62
12627,44
12628,56
12629,63
12630,59
12631,52
12632,64
12633,11
12634,34
12635,66
12636,33
12637,19
12638,61
12639,63
12640,55
12641,58
12642,41
12643,26
12644,63
12645,46
12646,13
12647,63
12648,63
12649,58
12650,52
12651,54
12652,52
12653,68
12654,28
12655,60
12656,62
12657,52
12658,60
12659,39
12660,60
12661,21
12662,49
12663,12
12664,19
12665,53
12666,14
12667,62
12668,18
12669,55
12670,58
12671,42
12672,42
12673,48
12674,44
12675,56
12676,27
12677,32
12678,61
12679,37
12680,12
12681,42
12682,52
12683,41
12684,62
12685,36
12686,50
12687,46
12688,41
12689,63
12690,31
12691,15
12692,32
12693,26
12694,58
12695,48
12696,23
12697,49
12698,63
12699,63
12700,41
12701,58
12702,47
12703,29
12704,59
12705,57
12706,56
12707,61
12708,65
12709,7
12710,48
12711,42
12712,53
12713,34
12714,56
12715,57
12716,46
12717,12
12718,37
12719,66
12720,57
12721,36
12722,28
12723,52
12724,55
12725,62
12726,53
12727,66
12728,28
12729,43
12730,54
12731,67
12732,62
12733,58
12734,57
12735,64
12736,33
12737,58
12738,11
12739,10
12740,55
12741,12
12742,61
12743,60
12744,33
12745,49
12746,48
12747,26
12748,22
12749,56
12750,56
12751,17
12752,57
12753,45
12754,42
12755,18
12756,58
12757,60
12758,61
12759,16
12760,53
12761,49
12762,30
12763,54
12764,50
12765,34
12766,51
12767,43
12768,25
12769,61
12770,50
12771,51
12772,65
12773,60
12774,29
12775,58
12776,64
12777,35
12778,14
12779,45
12780,36
12781,63
12782,58
12783,22
12784,36
12785,48
12786,63
12787,58
12788,57
12789,54
12790,58
12791,61
12792,30
12793,38
12794,67
12795,45
12796,64
12797,49
12798,39
12799,52
12800,53
12801,53
12802,52
12803,48
12804,55
12805,40
12806,58
12807,51
12808,65
12809,61
12810,62
12811,42
12812,58
12813,6
12814,49
12815,33
12816,42
12817,62
12818,58
12819,54
12820,52
12821,60
12822,14
12823,53
12824,62
12825,13
12826,61
12827,50
12828,72
12829,11
12830,59
12831,31
12832,67
12833,62
12834,46
12835,48
12836,65
12837,60
12838,63
12839,63
12840,19
12841,32
12842,38
12843,57
12844,33
12845,56
12846,62
12847,17
12848,64
12849,52
12850,54
12851,44
12852,44
12853,41
12854,55
12855,62
12856,54
12857,37
12858,25
12859,50
12860,18
12861,64
12862,32
12863,64
12864,61
12865,65
12866,59
12867,58
12868,63
12869,60
12870,47
12871,42
12872,45
12873,58
12874,14
12875,62
12876,60
12877,17
12878,30
12879,36
12880,65
12881,18
12882,35
12883,57
12884,46
12885,67
12886,64
12887,61
12888,57
12889,61
12890,35
12891,55
12892,54
12893,55
12894,52
12895,63
12896,68
12897,52
12898,59
12899,53
12900,57
12901,62
12902,42
12903,42
12904,33
12905,60
12906,19
12907,62
12908,37
12909,57
12910,65
12911,48
12912,34
12913,64
12914,62
12915,40
12916,12
12917,65
12918,64
12919,59
12920,19
12921,60
12922,31
12923,59
12924,29
12925,68
12926,28
12927,50
12928,49
12929,62
12930,37
12931,63
12932,62
12933,41
12934,62
12935,58
12936,18
12937,34
12938,35
12939,61
12940,12
12941,65
12942,60
12943,58
12944,61
12945,60
12946,58
12947,44
12948,57
12949,53
12950,55
12951,58
12952,28
12953,11
12954,11
12955,58
12956,58
12957,43
12958,20
12959,58
12960,49
12961,36
12962,16
12963,46
12964,62
12965,52
12966,55
12967,66
12968,61
12969,16
12970,42
12971,68
12972,67
12973,42
12974,62
12975,58
12976,15
12977,62
12978,15
12979,59
12980,38
12981,42
12982,21
12983,41
12984,62
12985,11
12986,28
12987,57
12988,47
12989,44
12990,31
12991,57
12992,41
12993,47
12994,64
12995,15
12996,40
12997,54
12998,64
12999,55
13000,30
13001,15
13002,35
13003,27
13004,59
13005,59
13006,13
13007,13
13008,62
13009,65
13010,62
13011,69
13012,46
13013,35
13014,11
13015,47
13016,56
13017,60
13018,65
13019,55
13020,32
13021,63
13022,27
13023,56
13024,38
13025,49
13026,46
13027,41
13028,50
13029,65
13030,13
13031,55
13032,17
13033,49
13034,5
13035,48
13036,65
13037,13
13038,65
13039,62
13040,21
13041,40
13042,53
13043,17
13044,60
13045,61
13046,13
13047,60
13048,59
13049,32
13050,62
13051,21
13052,68
13053,21
13054,35
13055,38
13056,38
13057,49
13058,47
13059,57
13060,53
13061,56
13062,61
13063,49
13064,69
13065,62
13066,44
13067,47
13068,59
13069,50
13070,36
13071,63
13072,55
13073,48
13074,49
13075,62
13076,30
13077,56
13078,60
13079,39
13080,67
13081,17
13082,62
13083,36
13084,44
13085,61
13086,22
13087,40
13088,59
13089,67
13090,56
13091,61
13092,36
13093,47
13094,60
13095,54
13096,51
13097,60
13098,38
13099,11
13100,57
13101,30
13102,39
13103,63
13104,47
13105,66
13106,63
13107,63
13108,13
13109,63
13110,50
13111,11
13112,64
13113,37
13114,52
13115,30
13116,38
13117,11
13118,59
13119,46
13120,58
13121,63
13122,62
13123,62
13124,61
13125,55
13126,38
13127,63
13128,40
13129,63
13130,48
13131,15
13132,62
13133,62
13134,66
13135,45
13136,57
13137,56
13138,34
13139,40
13140,63
13141,21
13142,58
13143,59
13144,52
13145,36
13146,58
13147,60
13148,50
13149,31
13150,28
13151,12
13152,56
13153,49
13154,67
13155,29
13156,38
13157,66
13158,66
13159,60
13160,14
13161,39
13162,58
13163,45
13164,57
13165,64
13166,58
13167,62
13168,68
13169,65
13170,64
13171,60
13172,53
13173,18
13174,57
13175,37
13176,58
13177,56
13178,77
13179,59
13180,62
13181,30
13182,37
13183,53
13184,57
13185,67
13186,66
13187,11
13188,35
13189,57
13190,35
13191,33
13192,49
13193,14
13194,49
13195,55
13196,54
13197,63
13198,49
13199,19
13200,39
13201,66
13202,55
13203,58
13204,38
13205,49
13206,48
13207,33
13208,58
13209,58
13210,53
13211,61
13212,58
13213,14
13214,49
13215,59
13216,60
13217,54
13218,19
13219,68
13220,29
13221,64
13222,57
13223,57
13224,41
13225,28
13226,63
13227,64
13228,44
13229,32
13230,56
13231,47
13232,56
13233,58
13234,17
13235,64
13236,12
13237,48
13238,47
13239,32
13240,63
13241,57
13242,47
13243,58
13244,52
13245,14
13246,59
13247,61
13248,44
13249,11
13250,59
13251,59
13252,30
13253,62
13254,59
13255,63
13256,55
13257,12
13258,28
13259,47
13260,47
13261,20
13262,47
13263,32
13264,21
13265,15
13266,13
13267,32
13268,56
13269,72
13270,10
13271,35
13272,53
13273,57
13274,57
13275,40
13276,60
13277,23
13278,26
13279,45
13280,49
13281,44
13282,58
13283,64
13284,45
13285,66
13286,50
13287,61
13288,57
13289,56
13290,19
13291,27
13292,17
13293,34
13294,35
13295,60
13296,35
13297,60
13298,57
13299,28
13300,53
13301,28
13302,70
13303,30
13304,63
13305,57
13306,46
13307,28
13308,55
13309,34
13310,60
13311,60
13312,53
13313,39
13314,51
13315,59
13316,12
13317,51
13318,51
13319,59
13320,34
13321,62
13322,60
13323,43
13324,58
13325,39
13326,60
13327,31
13328,42
13329,48
13330,60
13331,60
13332,61
13333,56
13334,58
13335,57
13336,23
13337,57
13338,53
13339,24
13340,45
13341,70
13342,65
13343,39
13344,62
13345,65
13346,33
13347,54
13348,55
13349,50
13350,57
13351,58
13352,53
13353,66
13354,52
13355,56
13356,57
13357,54
13358,65
13359,60
13360,25
13361,69
13362,69
13363,42
13364,39
13365,21
13366,34
13367,38
13368,12
13369,12
13370,48
13371,31
13372,64
13373,62
13374,62
13375,57
13376,57
13377,48
13378,46
13379,33
13380,51
13381,42
13382,38
13383,28
13384,54
13385,62
13386,42
13387,30
13388,39
13389,61
13390,63
13391,51
13392,16
13393,60
13394,34
13395,50
13396,33
13397,63
13398,51
13399,53
13400,35
13401,14
13402,42
13403,48
13404,61
13405,58
13406,27
13407,50
13408,53
13409,60
13410,50
13411,56
13412,20
13413,20
13414,65
13415,50
13416,40
13417,14
13418,54
13419,64
13420,54
13421,40
13422,56
13423,60
13424,43
13425,68
13426,52
13427,48
13428,53
13429,63
13430,15
13431,57
13432,40
13433,44
13434,55
13435,52
13436,33
13437,15
13438,64
13439,56
13440,12
13441,15
13442,59
13443,63
13444,18
13445,55
13446,62
13447,58
13448,53
13449,61
13450,54
13451,41
13452,43
13453,52
13454,35
13455,27
13456,55
13457,62
13458,21
13459,61
13460,13
13461,37
13462,55
13463,53
13464,53
13465,52
13466,58
13467,30
13468,58
13469,36
13470,54
13471,57
13472,51
13473,55
13474,15
13475,59
13476,57
13477,61
13478,58
13479,56
13480,28
13481,51
13482,53
13483,63
13484,11
13485,58
13486,28
13487,57
13488,36
13489,53
13490,63
13491,62
13492,63
13493,44
13494,34
13495,14
13496,48
13497,56
13498,22
13499,48
13500,35
13501,52
13502,45
13503,58
13504,42
13505,42
13506,56
13507,51
13508,46
13509,42
13510,63
13511,66
13512,63
13513,52
13514,61
13515,61
13516,58
13517,35
13518,67
13519,62
13520,64
13521,36
13522,65
13523,52
13524,52
13525,64
13526,61
13527,56
13528,34
13529,48
13530,57
13531,58
13532,14
13533,30
13534,59
13535,36
13536,57
13537,33
13538,67
13539,61
13540,57
13541,52
13542,52
13543,52
13544,28
13545,63
13546,46
13547,56
13548,38
13549,60
13550,11
13551,63
13552,31
13553,13
13554,47
13555,47
13556,13
13557,65
13558,60
13559,35
13560,59
13561,56
13562,53
13563,59
13564,30
13565,54
13566,54
13567,36
13568,12
13569,12
13570,13
13571,10
13572,48
13573,43
13574,62
13575,58
13576,51
13577,18
13578,53
13579,54
13580,39
13581,61
13582,56
13583,61
13584,30
13585,35
13586,26
13587,59
13588,36
13589,60
13590,32
13591,15
13592,61
13593,60
13594,25
13595,63
13596,16
13597,70
13598,34
13599,51
13600,52
13601,39
13602,46
13603,27
13604,56
13605,54
13606,47
13607,42
13608,37
13609,53
13610,42
13611,52
13612,14
13613,60
13614,53
13615,51
13616,40
13617,40
13618,14
13619,50
13620,17
13621,55
13622,49
13623,39
13624,62
13625,65
13626,56
13627,63
13628,48
13629,29
13630,22
13631,50
13632,53
13633,63
13634,49
13635,14
13636,60
13637,24
13638,13
13639,58
13640,12
13641,55
13642,53
13643,60
13644,38
13645,53
13646,41
13647,49
13648,26
13649,55
13650,57
13651,51
13652,37
13653,41
13654,41
13655,60
13656,65
13657,50
13658,46
13659,42
13660,16
13661,61
13662,12
13663,29
13664,39
13665,61
13666,43
13667,8
13668,8
13669,54
13670,62
13671,45
13672,62
13673,26
13674,41
13675,58
13676,40
13677,64
13678,16
13679,35
13680,50
13681,59
13682,28
13683,25
13684,57
13685,57
13686,57
13687,45
13688,41
13689,60
13690,55
13691,57
13692,55
13693,57
13694,55
13695,51
13696,13
13697,56
13698,40
13699,13
13700,11
13701,28
13702,60
13703,35
13704,44
13705,50
13706,24
13707,53
13708,43
13709,46
13710,46
13711,59
13712,13
13713,36
13714,65
13715,63
13716,31
13717,62
13718,63
13719,63
13720,10
13721,49
13722,31
13723,32
13724,12
13725,64
13726,62
13727,43
13728,41
13729,57
13730,55
13731,58
13732,18
13733,34
13734,48
13735,28
13736,47
13737,62
13738,24
13739,34
13740,25
13741,14
13742,47
13743,63
13744,56
13745,44
13746,62
13747,34
13748,53
13749,64
13750,60
13751,63
13752,30
13753,55
13754,62
13755,38
13756,61
13757,28
13758,37
13759,59
13760,49
13761,60
13762,49
13763,54
13764,27
13765,44
13766,60
13767,57
13768,26
13769,57
13770,57
13771,64
13772,65
13773,31
13774,35
13775,32
13776,61
13777,55
13778,11
13779,11
13780,27
13781,39
13782,64
13783,45
13784,53
13785,59
13786,58
13787,57
13788,61
13789,47
13790,42
13791,44
13792,59
13793,57
13794,34
13795,59
13796,31
13797,57
13798,60
13799,17
13800,64
13801,54
13802,48
13803,58
13804,53
13805,53
13806,36
13807,56
13808,59
13809,45
13810,71
13811,47
13812,19
13813,46
13814,57
13815,57
13816,66
13817,31
13818,57
13819,48
13820,18
13821,18
13822,50
13823,52
13824,54
13825,54
13826,34
13827,60
13828,49
13829,47
13830,58
13831,54
13832,47
13833,63
13834,64
13835,13
13836,59
13837,11
13838,45
13839,61
13840,13
13841,46
13842,41
13843,30
13844,59
13845,60
13846,36
13847,60
13848,54
13849,55
13850,54
13851,17
13852,45
13853,52
13854,10
13855,54
13856,11
13857,65
13858,65
13859,26
13860,22
13861,15
13862,60
13863,65
13864,58
13865,49
13866,40
13867,58
13868,25
13869,60
13870,38
13871,54
13872,54
13873,17
13874,57
13875,26
13876,61
13877,70
13878,41
13879,49
13880,54
13881,15
13882,60
13883,49
13884,50
13885,56
13886,60
13887,61
13888,48
13889,59
13890,16
13891,63
13892,65
13893,48
13894,44
13895,35
13896,62
13897,55
13898,52
13899,59
13900,53
13901,31
13902,38
13903,57
13904,57
13905,55
13906,43
13907,60
13908,18
13909,64
13910,42
13911,40
13912,55
13913,30
13914,58
13915,18
13916,30
13917,43
13918,25
13919,56
13920,38
13921,57
13922,48
13923,48
13924,57
13925,58
13926,57
13927,54
13928,63
13929,61
13930,20
13931,56
13932,64
13933,17
13934,65
13935,52
13936,55
13937,50
13938,20
13939,61
13940,59
13941,51
13942,61
13943,32
13944,58
13945,42
13946,39
13947,36
13948,57
13949,11
13950,31
13951,25
13952,46
13953,18
13954,13
13955,14
13956,32
13957,15
13958,43
13959,28
13960,58
13961,55
13962,57
13963,50
13964,49
13965,51
13966,60
13967,49
13968,19
13969,37
13970,60
13971,56
13972,41
13973,57
13974,57
13975,59
13976,59
13977,10
13978,17
13979,64
13980,50
13981,10
13982,12
13983,53
13984,33
13985,53
13986,46
13987,39
13988,58
13989,58
13990,60
13991,56
13992,56
13993,30
13994,34
13995,38
13996,37
13997,45
13998,31
13999,59
14000,56
14001,22
14002,57
14003,55
14004,55
14005,54
14006,53
14007,27
14008,34
14009,29
14010,51
14011,55
14012,44
14013,54
14014,57
14015,32
14016,41
14017,25
14018,42
14019,49
14020,58
14021,57
14022,61
14023,64
14024,13
14025,13
14026,34
14027,22
14028,52
14029,33
14030,24
14031,57
14032,55
14033,60
14034,14
14035,54
14036,14
14037,20
14038,24
14039,56
14040,47
14041,10
14042,58
14043,50
14044,18
14045,62
14046,37
14047,39
14048,56
14049,52
14050,43
14051,34
14052,41
14053,49
14054,20
14055,40
14056,58
14057,63
14058,54
14059,53
14060,33
14061,60
14062,24
14063,45
14064,52
14065,31
14066,61
14067,58
14068,44
14069,48
14070,42
14071,54
14072,43
14073,48
14074,57
14075,12
14076,12
14077,57
14078,43
14079,57
14080,57
14081,42
14082,48
14083,38
14084,66
14085,48
14086,57
14087,57
14088,46
14089,15
14090,50
14091,36
14092,43
14093,60
14094,33
14095,46
14096,42
14097,46
14098,15
14099,50
14100,14
14101,52
14102,44
14103,60
14104,59
14105,54
14106,20
14107,47
14108,58
14109,52
14110,66
14111,52
14112,55
14113,38
14114,43
14115,44
14116,48
14117,55
14118,52
14119,48
14120,53
14121,55
14122,42
14123,20
14124,29
14125,36
14126,55
14127,55
14128,61
14129,52
14130,46
14131,53
14132,58
14133,38
14134,42
14135,49
14136,54
14137,29
14138,59
14139,56
14140,54
14141,56
14142,41
14143,45
14144,56
14145,52
14146,46
14147,55
14148,51
14149,40
14150,48
14151,38
14152,60
14153,43
14154,41
14155,52
14156,22
14157,13
14158,30
14159,33
14160,27
14161,54
14162,23
14163,26
14164,26
14165,46
14166,18
14167,48
14168,50
14169,62
14170,61
14171,46
14172,39
14173,42
14174,61
14175,27
14176,56
14177,31
14178,31
14179,59
14180,59
14181,28
14182,21
14183,22
14184,58
14185,46
14186,21
14187,41
14188,51
