,Defending
11395,193
11396,40
11397,83
11398,178
11399,200
11400,187
11401,183
11402,191
11403,54
11404,97
11405,147
11406,183
11407,172
11408,168
11409,129
11410,42
11411,194
11412,59
11413,45
11414,40
11415,49
11416,69
11417,181
11418,158
11419,186
11420,193
11421,178
11422,108
11423,34
11424,34
11425,131
11426,76
11427,37
11428,182
11429,106
11430,166
11431,185
11432,195
11433,120
11434,161
11435,182
11436,183
11437,69
11438,193
11439,67
11440,178
11441,194
11442,151
11443,72
11444,182
11445,163
11446,192
11447,97
11448,40
11449,82
11450,46
11451,187
11452,65
11453,129
11454,158
11455,193
11456,114
11457,199
11458,101
11459,41
11460,180
11461,99
11462,172
11463,181
11464,153
11465,201
11466,190
11467,175
11468,193
11469,85
11470,101
11471,97
11472,148
11473,189
11474,177
11475,177
11476,151
11477,60
11478,53
11479,44
11480,189
11481,148
11482,60
11483,152
11484,53
11485,59
11486,196
11487,189
11488,88
11489,184
11490,150
11491,191
11492,189
11493,185
11494,184
11495,194
11496,178
11497,45
11498,175
11499,83
11500,185
11501,191
11502,184
11503,89
11504,64
11505,47
11506,54
11507,89
11508,179
11509,161
11510,175
11511,125
11512,193
11513,145
11514,39
11515,188
11516,63
11517,175
11518,177
11519,192
11520,53
11521,53
11522,44
11523,184
11524,71
11525,187
11526,187
11527,188
11528,124
11529,200
11530,174
11531,184
11532,197
11533,183
11534,152
11535,67
11536,37
11537,187
11538,179
11539,105
11540,43
11541,59
11542,182
11543,42
11544,188
11545,43
11546,34
11547,40
11548,191
11549,141
11550,213
11551,37
11552,175
11553,185
11554,192
11555,48
11556,188
11557,185
11558,63
11559,195
11560,195
11561,68
11562,178
11563,98
11564,199
11565,46
11566,134
11567,61
11568,186
11569,187
11570,105
11571,199
11572,187
11573,166
11574,188
11575,181
11576,194
11577,194
11578,186
11579,37
11580,57
11581,38
11582,94
11583,185
11584,126
11585,85
11586,191
11587,183
11588,42
11589,192
11590,174
11591,133
11592,60
11593,191
11594,137
11595,145
11596,189
11597,198
11598,93
11599,184
11600,176
11601,149
11602,144
11603,96
11604,119
11605,44
11606,78
11607,101
11608,192
11609,187
11610,188
11611,47
11612,74
11613,188
11614,188
11615,43
11616,195
11617,87
11618,78
11619,183
11620,52
11621,187
11622,173
11623,72
11624,182
11625,129
11626,42
11627,175
11628,175
11629,176
11630,192
11631,50
11632,195
11633,171
11634,34
11635,101
11636,79
11637,108
11638,193
11639,161
11640,100
11641,190
11642,192
11643,188
11644,188
11645,186
11646,29
11647,175
11648,92
11649,50
11650,175
11651,172
11652,221
11653,71
11654,58
11655,210
11656,191
11657,50
11658,197
11659,82
11660,87
11661,196
11662,181
11663,46
11664,48
11665,146
11666,187
11667,170
11668,75
11669,182
11670,86
11671,179
11672,189
11673,44
11674,185
11675,190
11676,31
11677,194
11678,196
11679,196
11680,45
11681,184
11682,177
11683,194
11684,169
11685,175
11686,188
11687,196
11688,197
11689,187
11690,184
11691,199
11692,113
11693,185
11694,196
11695,191
11696,178
11697,120
11698,174
11699,76
11700,199
11701,187
11702,48
11703,162
11704,101
11705,169
11706,87
11707,55
11708,48
11709,36
11710,180
11711,190
11712,189
11713,36
11714,102
11715,48
11716,187
11717,53
11718,86
11719,204
11720,60
11721,53
11722,36
11723,106
11724,35
11725,84
11726,189
11727,39
11728,148
11729,192
11730,192
11731,194
11732,154
11733,104
11734,183
11735,183
11736,193
11737,87
11738,198
11739,56
11740,115
11741,41
11742,195
11743,194
11744,186
11745,177
11746,189
11747,201
11748,185
11749,192
11750,191
11751,28
11752,42
11753,39
11754,93
11755,158
11756,202
11757,95
11758,168
11759,51
11760,99
11761,77
11762,92
11763,154
11764,55
11765,192
11766,182
11767,180
11768,137
11769,189
11770,188
11771,99
11772,48
11773,97
11774,173
11775,177
11776,193
11777,166
11778,41
11779,192
11780,204
11781,204
11782,180
11783,179
11784,185
11785,49
11786,47
11787,30
11788,187
11789,195
11790,78
11791,184
11792,83
11793,28
11794,181
11795,82
11796,172
11797,160
11798,185
11799,100
11800,186
11801,196
11802,185
11803,67
11804,44
11805,194
11806,192
11807,172
11808,93
11809,64
11810,192
11811,53
11812,189
11813,110
11814,80
11815,53
11816,193
11817,43
11818,196
11819,194
11820,60
11821,198
11822,172
11823,192
11824,203
11825,193
11826,72
11827,97
11828,180
11829,178
11830,152
11831,61
11832,61
11833,193
11834,192
11835,191
11836,160
11837,39
11838,97
11839,184
11840,130
11841,36
11842,168
11843,161
11844,194
11845,46
11846,44
11847,55
11848,120
11849,188
11850,189
11851,178
11852,108
11853,185
11854,190
11855,96
11856,56
11857,194
11858,95
11859,35
11860,48
11861,92
11862,78
11863,184
11864,193
11865,174
11866,102
11867,70
11868,184
11869,71
11870,57
11871,180
11872,141
11873,59
11874,123
11875,188
11876,48
11877,50
11878,178
11879,44
11880,189
11881,193
11882,52
11883,52
11884,181
11885,197
11886,102
11887,206
11888,105
11889,185
11890,92
11891,199
11892,74
11893,196
11894,196
11895,203
11896,52
11897,184
11898,49
11899,135
11900,42
11901,43
11902,143
11903,176
11904,192
11905,66
11906,192
11907,189
11908,189
11909,49
11910,178
11911,40
11912,31
11913,184
11914,89
11915,166
11916,182
11917,177
11918,207
11919,184
11920,188
11921,92
11922,164
11923,173
11924,100
11925,172
11926,144
11927,26
11928,181
11929,99
11930,56
11931,197
11932,204
11933,44
11934,44
11935,143
11936,37
11937,56
11938,178
11939,98
11940,39
11941,190
11942,76
11943,36
11944,184
11945,183
11946,191
11947,171
11948,190
11949,43
11950,45
11951,182
11952,65
11953,186
11954,176
11955,198
11956,193
11957,29
11958,128
11959,164
11960,66
11961,185
11962,187
11963,187
11964,52
11965,187
11966,184
11967,180
11968,102
11969,187
11970,185
11971,185
11972,42
11973,182
11974,78
11975,85
11976,36
11977,76
11978,99
11979,198
11980,185
11981,33
11982,202
11983,49
11984,189
11985,189
11986,160
11987,113
11988,193
11989,180
11990,35
11991,150
11992,96
11993,98
11994,192
11995,78
11996,188
11997,192
11998,196
11999,171
12000,176
12001,33
12002,142
12003,140
12004,191
12005,189
12006,188
12007,175
12008,177
12009,87
12010,149
12011,185
12012,64
12013,200
12014,182
12015,138
12016,87
12017,186
12018,46
12019,76
12020,178
12021,56
12022,55
12023,188
12024,186
12025,187
12026,184
12027,60
12028,160
12029,162
12030,72
12031,41
12032,178
12033,182
12034,189
12035,189
12036,189
12037,33
12038,189
12039,193
12040,42
12041,128
12042,185
12043,63
12044,160
12045,196
12046,188
12047,178
12048,49
12049,187
12050,179
12051,76
12052,88
12053,50
12054,85
12055,192
12056,102
12057,193
12058,38
12059,113
12060,50
12061,190
12062,179
12063,75
12064,153
12065,29
12066,42
12067,40
12068,38
12069,54
12070,189
12071,82
12072,187
12073,180
12074,175
12075,34
12076,149
12077,172
12078,202
12079,50
12080,175
12081,188
12082,184
12083,186
12084,181
12085,208
12086,194
12087,194
12088,48
12089,182
12090,101
12091,139
12092,46
12093,194
12094,184
12095,114
12096,187
12097,189
12098,126
12099,83
12100,38
12101,110
12102,194
12103,146
12104,174
12105,186
12106,183
12107,78
12108,68
12109,70
12110,156
12111,94
12112,197
12113,154
12114,69
12115,203
12116,194
12117,155
12118,179
12119,193
12120,98
12121,190
12122,30
12123,173
12124,182
12125,194
12126,196
12127,62
12128,180
12129,190
12130,53
12131,189
12132,187
12133,157
12134,40
12135,37
12136,193
12137,84
12138,84
12139,193
12140,190
12141,110
12142,77
12143,199
12144,182
12145,198
12146,161
12147,39
12148,84
12149,161
12150,181
12151,135
12152,192
12153,144
12154,155
12155,100
12156,191
12157,75
12158,71
12159,180
12160,169
12161,100
12162,193
12163,159
12164,203
12165,42
12166,91
12167,192
12168,130
12169,104
12170,171
12171,194
12172,188
12173,185
12174,122
12175,137
12176,201
12177,71
12178,207
12179,83
12180,149
12181,191
12182,182
12183,181
12184,66
12185,132
12186,91
12187,155
12188,120
12189,120
12190,46
12191,60
12192,121
12193,183
12194,195
12195,44
12196,156
12197,183
12198,43
12199,187
12200,173
12201,179
12202,189
12203,163
12204,156
12205,29
12206,188
12207,57
12208,56
12209,187
12210,200
12211,188
12212,197
12213,188
12214,191
12215,199
12216,71
12217,36
12218,181
12219,188
12220,25
12221,155
12222,38
12223,192
12224,190
12225,115
12226,126
12227,201
12228,176
12229,47
12230,93
12231,169
12232,147
12233,34
12234,187
12235,102
12236,169
12237,55
12238,82
12239,190
12240,190
12241,28
12242,187
12243,184
12244,182
12245,129
12246,30
12247,93
12248,174
12249,195
12250,183
12251,177
12252,165
12253,160
12254,46
12255,126
12256,53
12257,186
12258,112
12259,170
12260,181
12261,190
12262,196
12263,82
12264,108
12265,87
12266,43
12267,32
12268,174
12269,70
12270,51
12271,154
12272,195
12273,47
12274,162
12275,48
12276,111
12277,174
12278,146
12279,183
12280,192
12281,85
12282,29
12283,186
12284,42
12285,187
12286,40
12287,114
12288,128
12289,133
12290,177
12291,177
12292,147
12293,50
12294,76
12295,51
12296,174
12297,50
12298,180
12299,185
12300,183
12301,193
12302,187
12303,177
12304,77
12305,186
12306,59
12307,172
12308,158
12309,191
12310,93
12311,181
12312,61
12313,46
12314,176
12315,179
12316,187
12317,145
12318,192
12319,109
12320,163
12321,191
12322,150
12323,200
12324,187
12325,166
12326,185
12327,182
12328,76
12329,162
12330,157
12331,189
12332,183
12333,193
12334,191
12335,106
12336,185
12337,68
12338,171
12339,179
12340,68
12341,169
12342,169
12343,192
12344,66
12345,183
12346,190
12347,45
12348,167
12349,156
12350,118
12351,197
12352,51
12353,33
12354,184
12355,187
12356,126
12357,99
12358,172
12359,182
12360,176
12361,180
12362,47
12363,85
12364,73
12365,117
12366,45
12367,180
12368,84
12369,135
12370,185
12371,197
12372,40
12373,190
12374,75
12375,186
12376,105
12377,62
12378,138
12379,181
12380,133
12381,173
12382,101
12383,198
12384,47
12385,186
12386,189
12387,45
12388,186
12389,30
12390,189
12391,72
12392,187
12393,187
12394,81
12395,177
12396,149
12397,186
12398,52
12399,193
12400,184
12401,87
12402,181
12403,63
12404,52
12405,177
12406,176
12407,185
12408,178
12409,65
12410,179
12411,190
12412,180
12413,184
12414,145
12415,182
12416,185
12417,64
12418,74
12419,183
12420,186
12421,173
12422,52
12423,91
12424,178
12425,157
12426,40
12427,188
12428,127
12429,201
12430,31
12431,171
12432,180
12433,51
12434,112
12435,96
12436,151
12437,55
12438,186
12439,177
12440,64
12441,49
12442,180
12443,186
12444,186
12445,167
12446,181
12447,43
12448,187
12449,182
12450,139
12451,196
12452,114
12453,62
12454,187
12455,100
12456,102
12457,131
12458,102
12459,78
12460,84
12461,36
12462,191
12463,181
12464,177
12465,185
12466,178
12467,147
12468,60
12469,185
12470,37
12471,150
12472,72
12473,182
12474,183
12475,179
12476,184
12477,134
12478,179
12479,190
12480,94
12481,54
12482,52
12483,180
12484,188
12485,182
12486,46
12487,181
12488,203
12489,42
12490,180
12491,70
12492,176
12493,184
12494,172
12495,172
12496,68
12497,74
12498,190
12499,160
12500,177
12501,199
12502,117
12503,176
12504,86
12505,182
12506,37
12507,179
12508,60
12509,93
12510,53
12511,182
12512,151
12513,170
12514,49
12515,127
12516,92
12517,31
12518,191
12519,169
12520,141
12521,187
12522,171
12523,174
12524,157
12525,183
12526,189
12527,186
12528,65
12529,181
12530,51
12531,188
12532,187
12533,93
12534,187
12535,177
12536,162
12537,81
12538,192
12539,55
12540,174
12541,191
12542,183
12543,146
12544,195
12545,101
12546,101
12547,181
12548,40
12549,187
12550,182
12551,105
12552,177
12553,187
12554,45
12555,192
12556,65
12557,40
12558,87
12559,48
12560,176
12561,183
12562,75
12563,186
12564,46
12565,140
12566,201
12567,122
12568,180
12569,168
12570,189
12571,184
12572,184
12573,182
12574,50
12575,199
12576,182
12577,184
12578,187
12579,202
12580,168
12581,172
12582,41
12583,39
12584,46
12585,58
12586,184
12587,43
12588,46
12589,55
12590,181
12591,66
12592,60
12593,51
12594,32
12595,180
12596,180
12597,180
12598,187
12599,58
12600,186
12601,186
12602,178
12603,184
12604,175
12605,85
12606,47
12607,184
12608,186
12609,164
12610,182
12611,185
12612,28
12613,187
12614,57
12615,54
12616,187
12617,133
12618,174
12619,36
12620,149
12621,85
12622,164
12623,162
12624,181
12625,42
12626,77
12627,193
12628,168
12629,74
12630,93
12631,185
12632,102
12633,32
12634,208
12635,184
12636,182
12637,45
12638,109
12639,195
12640,173
12641,156
12642,50
12643,182
12644,181
12645,52
12646,42
12647,184
12648,184
12649,181
12650,194
12651,83
12652,185
12653,180
12654,178
12655,170
12656,191
12657,183
12658,49
12659,178
12660,184
12661,178
12662,83
12663,45
12664,43
12665,184
12666,36
12667,184
12668,43
12669,183
12670,173
12671,122
12672,169
12673,53
12674,199
12675,183
12676,181
12677,38
12678,133
12679,188
12680,37
12681,189
12682,140
12683,112
12684,69
12685,182
12686,183
12687,51
12688,170
12689,193
12690,188
12691,40
12692,72
12693,67
12694,149
12695,76
12696,198
12697,198
12698,192
12699,192
12700,194
12701,66
12702,173
12703,45
12704,123
12705,181
12706,124
12707,84
12708,177
12709,26
12710,191
12711,181
12712,153
12713,199
12714,192
12715,181
12716,145
12717,44
12718,192
12719,70
12720,187
12721,185
12722,61
12723,145
12724,71
12725,175
12726,147
12727,164
12728,183
12729,181
12730,111
12731,169
12732,94
12733,92
12734,121
12735,185
12736,63
12737,59
12738,32
12739,43
12740,169
12741,37
12742,159
12743,186
12744,187
12745,168
12746,106
12747,186
12748,191
12749,171
12750,171
12751,47
12752,172
12753,184
12754,173
12755,43
12756,88
12757,105
12758,183
12759,47
12760,182
12761,137
12762,193
12763,174
12764,179
12765,181
12766,146
12767,64
12768,201
12769,127
12770,50
12771,101
12772,120
12773,125
12774,178
12775,111
12776,58
12777,183
12778,36
12779,149
12780,44
12781,182
12782,181
12783,182
12784,184
12785,158
12786,92
12787,89
12788,185
12789,128
12790,198
12791,79
12792,77
12793,185
12794,94
12795,180
12796,169
12797,51
12798,180
12799,175
12800,139
12801,139
12802,41
12803,186
12804,189
12805,187
12806,148
12807,169
12808,176
12809,181
12810,79
12811,71
12812,193
12813,33
12814,195
12815,175
12816,182
12817,62
12818,194
12819,158
12820,194
12821,94
12822,43
12823,189
12824,197
12825,73
12826,180
12827,159
12828,184
12829,31
12830,171
12831,71
12832,46
12833,166
12834,73
12835,168
12836,166
12837,84
12838,127
12839,148
12840,189
12841,184
12842,43
12843,148
12844,193
12845,195
12846,186
12847,48
12848,154
12849,179
12850,70
12851,186
12852,186
12853,76
12854,103
12855,75
12856,183
12857,186
12858,187
12859,169
12860,189
12861,175
12862,70
12863,102
12864,80
12865,121
12866,147
12867,177
12868,176
12869,146
12870,178
12871,146
12872,54
12873,54
12874,28
12875,106
12876,48
12877,44
12878,198
12879,37
12880,62
12881,38
12882,48
12883,201
12884,184
12885,183
12886,190
12887,113
12888,118
12889,171
12890,44
12891,92
12892,189
12893,177
12894,59
12895,201
12896,171
12897,151
12898,189
12899,179
12900,105
12901,182
12902,46
12903,46
12904,189
12905,119
12906,196
12907,95
12908,189
12909,182
12910,172
12911,178
12912,66
12913,172
12914,190
12915,93
12916,57
12917,79
12918,179
12919,187
12920,53
12921,133
12922,188
12923,188
12924,56
12925,173
12926,52
12927,197
12928,70
12929,175
12930,191
12931,158
12932,196
12933,185
12934,181
12935,76
12936,41
12937,58
12938,197
12939,63
12940,38
12941,80
12942,116
12943,173
12944,94
12945,185
12946,144
12947,55
12948,147
12949,179
12950,138
12951,77
12952,195
12953,38
12954,38
12955,38
12956,182
12957,192
12958,37
12959,155
12960,135
12961,183
12962,50
12963,120
12964,191
12965,204
12966,164
12967,181
12968,101
12969,47
12970,163
12971,187
12972,167
12973,83
12974,181
12975,132
12976,47
12977,192
12978,49
12979,160
12980,180
12981,179
12982,188
12983,55
12984,44
12985,32
12986,175
12987,154
12988,51
12989,184
12990,44
12991,174
12992,184
12993,185
12994,72
12995,42
12996,176
12997,180
12998,108
12999,181
13000,60
13001,34
13002,141
13003,202
13004,147
13005,147
13006,52
13007,36
13008,36
13009,202
13010,44
13011,130
13012,64
13013,182
13014,36
13015,186
13016,73
13017,181
13018,169
13019,179
13020,70
13021,145
13022,88
13023,178
13024,177
13025,179
13026,177
13027,62
13028,187
13029,177
13030,40
13031,78
13032,51
13033,197
13034,52
13035,180
13036,165
13037,35
13038,100
13039,177
13040,188
13041,66
13042,195
13043,48
13044,188
13045,190
13046,37
13047,184
13048,104
13049,59
13050,132
13051,190
13052,143
13053,184
13054,192
13055,189
13056,189
13057,196
13058,190
13059,66
13060,84
13061,147
13062,183
13063,142
13064,169
13065,188
13066,195
13067,43
13068,147
13069,188
13070,197
13071,178
13072,152
13073,195
13074,192
13075,177
13076,176
13077,189
13078,143
13079,54
13080,154
13081,39
13082,168
13083,51
13084,90
13085,180
13086,186
13087,176
13088,167
13089,122
13090,69
13091,134
13092,200
13093,166
13094,182
13095,99
13096,180
13097,188
13098,110
13099,53
13100,71
13101,207
13102,55
13103,182
13104,65
13105,173
13106,91
13107,91
13108,35
13109,57
13110,146
13111,33
13112,69
13113,47
13114,185
13115,53
13116,47
13117,30
13118,168
13119,156
13120,193
13121,166
13122,101
13123,162
13124,47
13125,193
13126,65
13127,138
13128,180
13129,176
13130,138
13131,41
13132,183
13133,181
13134,47
13135,177
13136,185
13137,115
13138,66
13139,185
13140,156
13141,187
13142,168
13143,147
13144,186
13145,39
13146,182
13147,116
13148,195
13149,206
13150,182
13151,32
13152,117
13153,46
13154,81
13155,173
13156,190
13157,188
13158,188
13159,184
13160,47
13161,185
13162,104
13163,125
13164,168
13165,109
13166,128
13167,187
13168,190
13169,150
13170,83
13171,178
13172,187
13173,23
13174,179
13175,59
13176,177
13177,88
13178,156
13179,127
13180,178
13181,81
13182,89
13183,143
13184,121
13185,176
13186,72
13187,33
13188,175
13189,175
13190,53
13191,184
13192,81
13193,35
13194,185
13195,103
13196,84
13197,183
13198,179
13199,41
13200,55
13201,188
13202,102
13203,179
13204,57
13205,179
13206,46
13207,191
13208,158
13209,158
13210,170
13211,176
13212,203
13213,50
13214,182
13215,178
13216,166
13217,123
13218,41
13219,97
13220,187
13221,96
13222,176
13223,186
13224,194
13225,143
13226,90
13227,163
13228,41
13229,188
13230,96
13231,175
13232,118
13233,174
13234,38
13235,189
13236,33
13237,80
13238,185
13239,182
13240,137
13241,49
13242,177
13243,93
13244,92
13245,39
13246,178
13247,140
13248,51
13249,29
13250,184
13251,137
13252,70
13253,89
13254,167
13255,177
13256,186
13257,32
13258,80
13259,179
13260,179
13261,53
13262,184
13263,80
13264,199
13265,36
13266,50
13267,61
13268,190
13269,182
13270,45
13271,156
13272,166
13273,179
13274,190
13275,199
13276,186
13277,180
13278,181
13279,178
13280,181
13281,45
13282,127
13283,100
13284,156
13285,173
13286,205
13287,175
13288,147
13289,69
13290,45
13291,185
13292,50
13293,185
13294,180
13295,189
13296,59
13297,119
13298,181
13299,182
13300,178
13301,37
13302,180
13303,192
13304,195
13305,168
13306,185
13307,185
13308,185
13309,55
13310,60
13311,60
13312,92
13313,181
13314,63
13315,106
13316,42
13317,55
13318,178
13319,181
13320,44
13321,176
13322,180
13323,129
13324,179
13325,69
13326,162
13327,41
13328,43
13329,189
13330,42
13331,117
13332,84
13333,186
13334,71
13335,183
13336,181
13337,136
13338,93
13339,175
13340,202
13341,175
13342,198
13343,171
13344,164
13345,177
13346,196
13347,94
13348,99
13349,154
13350,176
13351,159
13352,140
13353,192
13354,167
13355,53
13356,80
13357,161
13358,182
13359,180
13360,47
13361,113
13362,113
13363,57
13364,184
13365,180
13366,46
13367,177
13368,28
13369,49
13370,178
13371,164
13372,134
13373,74
13374,173
13375,164
13376,197
13377,172
13378,159
13379,176
13380,93
13381,177
13382,183
13383,184
13384,199
13385,179
13386,51
13387,191
13388,125
13389,119
13390,154
13391,112
13392,47
13393,181
13394,54
13395,50
13396,194
13397,105
13398,63
13399,76
13400,107
13401,34
13402,54
13403,65
13404,162
13405,68
13406,186
13407,151
13408,155
13409,157
13410,178
13411,160
13412,42
13413,42
13414,171
13415,181
13416,65
13417,38
13418,186
13419,128
13420,89
13421,53
13422,123
13423,177
13424,177
13425,138
13426,179
13427,108
13428,111
13429,179
13430,34
13431,198
13432,60
13433,180
13434,204
13435,72
13436,46
13437,60
13438,183
13439,106
13440,53
13441,44
13442,67
13443,100
13444,54
13445,182
13446,188
13447,139
13448,179
13449,52
13450,180
13451,174
13452,197
13453,176
13454,156
13455,200
13456,192
13457,104
13458,175
13459,184
13460,44
13461,178
13462,48
13463,59
13464,59
13465,65
13466,125
13467,79
13468,188
13469,66
13470,70
13471,178
13472,198
13473,146
13474,57
13475,138
13476,150
13477,174
13478,169
13479,181
13480,184
13481,118
13482,64
13483,105
13484,37
13485,45
13486,178
13487,176
13488,187
13489,184
13490,160
13491,131
13492,100
13493,169
13494,187
13495,39
13496,152
13497,91
13498,178
13499,164
13500,184
13501,54
13502,179
13503,182
13504,164
13505,158
13506,166
13507,43
13508,143
13509,50
13510,48
13511,66
13512,69
13513,112
13514,189
13515,189
13516,178
13517,45
13518,175
13519,134
13520,179
13521,182
13522,167
13523,93
13524,131
13525,120
13526,174
13527,190
13528,39
13529,150
13530,168
13531,74
13532,53
13533,80
13534,181
13535,171
13536,106
13537,64
13538,116
13539,141
13540,190
13541,84
13542,63
13543,185
13544,182
13545,85
13546,184
13547,138
13548,185
13549,89
13550,51
13551,189
13552,48
13553,37
13554,155
13555,56
13556,54
13557,134
13558,163
13559,197
13560,163
13561,94
13562,185
13563,180
13564,193
13565,187
13566,187
13567,191
13568,34
13569,40
13570,39
13571,32
13572,168
13573,67
13574,103
13575,71
13576,170
13577,56
13578,156
13579,184
13580,46
13581,146
13582,50
13583,188
13584,44
13585,184
13586,181
13587,155
13588,78
13589,132
13590,186
13591,43
13592,180
13593,179
13594,181
13595,89
13596,30
13597,176
13598,178
13599,113
13600,188
13601,186
13602,180
13603,177
13604,98
13605,48
13606,164
13607,181
13608,186
13609,178
13610,40
13611,179
13612,38
13613,174
13614,95
13615,174
13616,195
13617,195
13618,27
13619,53
13620,39
13621,188
13622,121
13623,62
13624,175
13625,182
13626,112
13627,178
13628,157
13629,183
13630,186
13631,202
13632,139
13633,171
13634,172
13635,46
13636,183
13637,86
13638,32
13639,169
13640,32
13641,91
13642,146
13643,180
13644,67
13645,157
13646,172
13647,103
13648,185
13649,75
13650,176
13651,89
13652,40
13653,186
13654,60
13655,141
13656,181
13657,181
13658,188
13659,126
13660,45
13661,178
13662,42
13663,192
13664,61
13665,79
13666,188
13667,28
13668,28
13669,64
13670,177
13671,178
13672,86
13673,184
13674,163
13675,181
13676,153
13677,77
13678,43
13679,45
13680,161
13681,176
13682,178
13683,181
13684,128
13685,141
13686,185
13687,177
13688,87
13689,119
13690,78
13691,152
13692,189
13693,183
13694,120
13695,173
13696,34
13697,102
13698,150
13699,44
13700,42
13701,178
13702,187
13703,50
13704,54
13705,182
13706,193
13707,38
13708,62
13709,145
13710,186
13711,149
13712,26
13713,57
13714,174
13715,108
13716,54
13717,58
13718,185
13719,185
13720,29
13721,147
13722,188
13723,42
13724,32
13725,95
13726,64
13727,65
13728,174
13729,163
13730,150
13731,85
13732,52
13733,59
13734,152
13735,182
13736,169
13737,199
13738,196
13739,182
13740,182
13741,31
13742,138
13743,182
13744,189
13745,63
13746,104
13747,69
13748,156
13749,186
13750,114
13751,90
13752,54
13753,113
13754,158
13755,47
13756,190
13757,52
13758,56
13759,174
13760,131
13761,116
13762,95
13763,47
13764,182
13765,169
13766,125
13767,62
13768,181
13769,186
13770,186
13771,184
13772,116
13773,190
13774,207
13775,38
13776,184
13777,188
13778,29
13779,45
13780,186
13781,58
13782,182
13783,188
13784,193
13785,124
13786,90
13787,190
13788,172
13789,85
13790,177
13791,139
13792,155
13793,177
13794,197
13795,66
13796,181
13797,171
13798,167
13799,37
13800,187
13801,102
13802,175
13803,181
13804,176
13805,142
13806,194
13807,174
13808,187
13809,183
13810,185
13811,149
13812,174
13813,153
13814,52
13815,156
13816,180
13817,54
13818,83
13819,170
13820,43
13821,43
13822,200
13823,174
13824,82
13825,112
13826,191
13827,183
13828,184
13829,190
13830,136
13831,112
13832,179
13833,108
13834,180
13835,49
13836,151
13837,51
13838,69
13839,91
13840,47
13841,134
13842,178
13843,176
13844,61
13845,139
13846,51
13847,179
13848,160
13849,111
13850,91
13851,52
13852,180
13853,146
13854,34
13855,193
13856,44
13857,189
13858,137
13859,176
13860,200
13861,54
13862,89
13863,153
13864,89
13865,174
13866,49
13867,97
13868,69
13869,134
13870,185
13871,182
13872,182
13873,46
13874,170
13875,58
13876,103
13877,175
13878,60
13879,187
13880,154
13881,42
13882,156
13883,71
13884,179
13885,181
13886,66
13887,188
13888,182
13889,181
13890,47
13891,77
13892,187
13893,112
13894,183
13895,45
13896,74
13897,134
13898,126
13899,67
13900,89
13901,188
13902,182
13903,170
13904,185
13905,183
13906,173
13907,80
13908,46
13909,164
13910,186
13911,98
13912,191
13913,46
13914,181
13915,40
13916,193
13917,158
13918,40
13919,188
13920,182
13921,57
13922,189
13923,189
13924,148
13925,104
13926,187
13927,101
13928,187
13929,183
13930,54
13931,171
13932,174
13933,54
13934,156
13935,42
13936,120
13937,85
13938,48
13939,203
13940,68
13941,129
13942,94
13943,183
13944,103
13945,173
13946,182
13947,48
13948,185
13949,30
13950,38
13951,186
13952,177
13953,65
13954,45
13955,53
13956,53
13957,49
13958,149
13959,62
13960,195
13961,88
13962,112
13963,196
13964,172
13965,187
13966,151
13967,175
13968,52
13969,189
13970,165
13971,177
13972,185
13973,44
13974,44
13975,167
13976,186
13977,38
13978,51
13979,163
13980,205
13981,31
13982,38
13983,174
13984,192
13985,207
13986,192
13987,84
13988,173
13989,194
13990,192
13991,186
13992,193
13993,45
13994,51
13995,144
13996,198
13997,87
13998,53
13999,175
14000,99
14001,185
14002,114
14003,191
14004,178
14005,49
14006,88
14007,188
14008,61
14009,64
14010,99
14011,65
14012,112
14013,165
14014,174
14015,188
14016,167
14017,56
14018,57
14019,186
14020,141
14021,99
14022,159
14023,179
14024,49
14025,49
14026,184
14027,174
14028,176
14029,189
14030,170
14031,192
14032,128
14033,192
14034,48
14035,72
14036,31
14037,47
14038,181
14039,175
14040,183
14041,36
14042,175
14043,82
14044,42
14045,175
14046,189
14047,174
14048,142
14049,46
14050,55
14051,92
14052,49
14053,175
14054,49
14055,179
14056,128
14057,177
14058,167
14059,83
14060,42
14061,76
14062,180
14063,183
14064,86
14065,83
14066,84
14067,82
14068,172
14069,180
14070,108
14071,84
14072,151
14073,49
14074,73
14075,31
14076,31
14077,180
14078,163
14079,189
14080,184
14081,59
14082,173
14083,151
14084,145
14085,174
14086,147
14087,186
14088,175
14089,46
14090,167
14091,184
14092,166
14093,80
14094,51
14095,176
14096,185
14097,153
14098,45
14099,104
14100,33
14101,194
14102,192
14103,180
14104,193
14105,108
14106,48
14107,158
14108,169
14109,166
14110,179
14111,177
14112,141
14113,158
14114,182
14115,173
14116,130
14117,184
14118,148
14119,61
14120,147
14121,107
14122,179
14123,57
14124,100
14125,57
14126,103
14127,103
14128,185
14129,102
14130,73
14131,108
14132,105
14133,183
14134,160
14135,85
14136,182
14137,201
14138,175
14139,193
14140,164
14141,179
14142,184
14143,192
14144,76
14145,50
14146,43
14147,81
14148,132
14149,46
14150,182
14151,60
14152,177
14153,38
14154,49
14155,132
14156,196
14157,32
14158,77
14159,170
14160,170
14161,169
14162,55
14163,173
14164,183
14165,133
14166,58
14167,103
14168,175
14169,137
14170,88
14171,181
14172,68
14173,186
14174,98
14175,184
14176,197
14177,174
14178,174
14179,175
14180,154
14181,181
14182,175
14183,186
14184,171
14185,51
14186,47
14187,86
14188,78
14189,130
14190,183
14191,34
14192,51
14193,54
