,NAME,AGE,RATING,WAGE,POTENTIAL,VALUE,TOTAL
496,Pedro León,30,80,$32K,80,$15.7M,1959
497,C. Bravo,34,80,$109K,80,$6.7M,1451
498,S. Mignolet,29,80,$102K,80,$11.2M,1268
499,S. Romero,30,80,$109K,80,$10.6M,1251
500,V. Moses,26,80,$129K,81,$15.7M,2127
501,A. Begović,30,80,$66K,80,$10.6M,1225
502,D. Valeri,31,80,$14K,80,$14.6M,2000
503,Raúl García,30,80,$36K,80,$15.7M,2145
504,E. Lamela,25,80,$108K,81,$19.6M,2049
505,C. Vela,28,80,$0,80,$0,1944
506,Renato Augusto,29,80,$0,80,$0,2055
507,Jardel,31,80,$18K,80,$11.2M,1660
508,S. Sirigu,30,80,$46K,80,$10.6M,1196
509,G. Castro,30,80,$74K,80,$15.1M,2134
510,G. Castro,30,80,$74K,80,$15.1M,2134
511,G. Cabral,31,80,$33K,80,$11.2M,1687
512,S. Radu,30,80,$61K,80,$12.3M,1972
513,L. Fabiański,32,80,$68K,80,$9.5M,1207
514,L. Diarra,32,80,$90K,80,$9.5M,1987
515,L. Baines,32,80,$123K,80,$9M,2187
516,F. Quagliarella,34,80,$57K,80,$9M,1906
517,B. Gomis,31,80,$86K,80,$15.1M,1901
518,Dante,33,80,$44K,80,$6.7M,1835
519,S. Kalou,31,80,$43K,80,$14.6M,1921
520,B. Costil,29,80,$47K,80,$11.2M,1162
521,A. Granqvist,32,80,$55K,80,$9.5M,1798
522,H. Herrera,27,80,$21K,80,$16.8M,2074
523,I. Akinfeev,31,80,$47K,80,$10.1M,1207
524,I. Denisov,33,80,$55K,80,$6.7M,2047
525,Santi Cazorla,32,80,$134K,80,$12.3M,2009
526,F. Belluschi,33,80,$33K,80,$10.1M,2102
527,G. Rodríguez,33,80,$30K,80,$6.7M,1848
528,A. Mirante,33,80,$54K,80,$8.4M,1194
529,Kaká,35,80,$0,80,$0,1832
530,J. Milner,31,80,$134K,80,$14M,2138
531,A. Hutchinson,34,80,$63K,80,$5M,2062
532,B. Schweinsteiger,32,80,$14K,80,$12.3M,2107
533,Moyá,33,80,$31K,80,$8.4M,1179
534,S. Lichtsteiner,33,80,$118K,80,$6.2M,2046
535,W. Rooney,31,80,$14K,80,$14M,2119
536,Fernando Torres,33,80,$12K,80,$10.6M,1862
537,S. Sorrentino,38,80,$13K,80,$1.1M,1164
538,Y. Touré,34,80,$151K,80,$7.8M,2077
539,M. de Ligt,17,79,$10K,90,$18.5M,1886
540,Raphinha,20,79,$14K,86,$20.2M,1998
541,Oyarzabal,20,79,$36K,86,$20.2M,1833
542,A. Lunev,25,79,$57K,81,$11.8M,1214
543,C. Pulisic,18,79,$48K,89,$20.7M,1913
544,M. Marega,26,79,$23K,79,$15.7M,1876
545,A. Golovin,21,79,$50K,85,$19M,2094
546,M. Campaña,28,79,$26K,81,$11.8M,1236
547,F. Andone,24,79,$34K,83,$18.5M,1987
548,K. Toko-Ekambi,24,79,$36K,80,$17.4M,1856
549,F. Cervi,23,79,$19K,85,$19.6M,1941
550,H. Lozano,21,79,$22K,85,$19.6M,1964
551,L. Hernández,21,79,$48K,89,$20.2M,1779
552,M. Caldara,23,79,$98K,87,$17.9M,1618
553,M. Vecino,25,79,$72K,82,$15.1M,2006
554,A. Sanabria,21,79,$31K,87,$21.3M,1873
555,Diego Carlos,24,79,$29K,82,$15.1M,1825
556,M. Dahoud,21,79,$58K,87,$20.7M,1976
557,I. Slimani,29,79,$103K,79,$14M,1945
558,Rafa,24,79,$19K,82,$17.9M,1857
559,Morales,29,79,$37K,79,$14M,2008
560,M. Politano,23,79,$70K,84,$19M,1824
561,M. Politano,23,79,$70K,84,$19M,1824
562,Y. Tielemans,20,79,$39K,89,$22.4M,2096
563,A. Robertson,23,79,$102K,84,$15.7M,1987
564,D. Zappacosta,25,79,$123K,83,$15.1M,2085
565,D. Benedetto,27,79,$39K,79,$15.1M,1917
566,I. Marcone,27,79,$25K,82,$14M,1916
567,N. Bentaleb,22,79,$47K,84,$18.5M,2062
568,S. Kritsyuk,26,79,$45K,82,$12.3M,1186
569,Rony Lopes,21,79,$39K,82,$17.9M,1858
570,T. Strakosha,22,79,$41K,89,$17.4M,1123
571,M. Meyer,21,79,$42K,85,$19M,2008
572,Gayà,22,79,$35K,84,$15.7M,2068
573,N. Tagliafico,24,79,$16K,82,$14.6M,2019
574,João Cancelo,23,79,$35K,86,$16.8M,2116
575,Óliver Torres,22,79,$19K,84,$18.5M,1977
576,Andreas Pereira,21,79,$118K,86,$20.2M,2065
577,A. Januzaj,22,79,$36K,85,$19.6M,1822
578,B. Traoré,21,79,$73K,85,$19.6M,1980
579,J. Martínez,24,79,$14K,82,$17.9M,1900
580,M. Ginter,23,79,$40K,82,$15.1M,1938
581,M. Arnold,23,79,$71K,84,$18.5M,2066
582,O. Shatov,26,79,$83K,79,$15.1M,2005
583,S. Gnabry,21,79,$101K,85,$19.6M,2000
584,D. Baselli,25,79,$60K,82,$17.4M,2092
585,A. Milik,23,79,$79K,86,$20.2M,1912
586,B. Mendy,22,79,$118K,87,$17.4M,1958
587,Zé Luís,26,79,$90K,80,$16.8M,1872
588,V. Germain,27,79,$47K,79,$15.1M,1990
589,H. Maguire,24,79,$72K,83,$15.7M,1834
590,Álvaro,27,79,$42K,80,$13.4M,1768
591,J. Tarkowski,24,79,$61K,82,$15.1M,1869
592,Sergi Darder,23,79,$73K,85,$19M,1951
593,Fernando,25,79,$72K,84,$15.7M,2074
594,D. Demme,25,79,$71K,81,$14.6M,1981
595,L. Kurzawa,24,79,$77K,82,$14.6M,2118
596,G. Ramírez,26,79,$52K,80,$16.8M,1964
597,David López,27,79,$38K,79,$11.8M,1929
598,C. Tătăruşanu,31,79,$27K,79,$8.4M,1212
599,V. Darida,26,79,$43K,80,$16.2M,2098
600,M. Badelj,28,79,$79K,79,$11.2M,2017
601,D. Sidibé,24,79,$39K,81,$14M,2082
602,Y. Konoplyanka,27,79,$59K,79,$14.6M,1942
603,L. Digne,23,79,$140K,84,$15.7M,2052
604,Paco Alcácer,23,79,$168K,85,$19.6M,1859
605,E. Çolak,26,79,$36K,80,$16.8M,1954
606,Campaña,24,79,$31K,82,$17.4M,2077
607,Nolito,30,79,$29K,79,$13.4M,1983
608,D. Tadić,28,79,$110K,79,$14M,1950
609,Danilo,25,79,$129K,81,$14M,2134
610,D. Vida,28,79,$66K,79,$11.2M,1812
611,G. Krychowiak,27,79,$90K,80,$13.4M,1961
612,G. Krychowiak,27,79,$90K,80,$13.4M,1961
613,E. Pérez,31,79,$33K,79,$12.3M,2150
614,Sergi Enrich,27,79,$35K,79,$15.1M,1919
615,G. Pezzella,26,79,$33K,81,$14M,1679
616,G. Burgstaller,28,79,$61K,79,$14.6M,1905
617,Jaume Costa,29,79,$44K,79,$10.6M,2031
618,Herrerín,29,79,$28K,79,$9.5M,1212
619,A. Schürrle,26,79,$74K,79,$15.1M,2036
620,R. Pereyra,26,79,$77K,80,$16.8M,2063
621,Escudero,27,79,$24K,79,$11.8M,2051
622,Y. Mallı,25,79,$78K,81,$17.4M,1917
623,J. Kucka,30,79,$47K,79,$12.9M,2168
624,M. Antonio,27,79,$134K,79,$15.1M,2068
625,M. Hitz,29,79,$30K,79,$9.5M,1195
626,Muniain,24,79,$34K,82,$17.9M,1943
627,Iturraspe,28,79,$37K,79,$14M,1942
628,B. Hübner,27,79,$47K,79,$11.8M,1659
629,Souza,28,79,$85K,79,$11.2M,2057
630,Daniel Carriço,28,79,$25K,79,$11.2M,1909
631,G. Bou,27,79,$38K,79,$15.1M,1915
632,M. Schmelzer,29,79,$71K,79,$10.6M,1987
633,V. Babacan,28,79,$31K,80,$11.2M,1228
634,S. Lulić,31,79,$67K,79,$12.3M,2132
635,C. Noboa,32,79,$83K,79,$10.6M,2167
636,I. Smolnikov,28,79,$79K,79,$11.2M,2040
637,Y. M'Vila,27,79,$47K,82,$14M,2035
638,K. Asamoah,28,79,$123K,79,$11.2M,2178
639,K. Honda,31,79,$46K,79,$12.3M,2036
640,S. Ulreich,28,79,$91K,79,$10.1M,1115
641,C. Stuani,30,79,$40K,79,$13.4M,1980
642,M. Fabián,27,79,$43K,79,$14.6M,2018
643,R. Zieler,28,79,$30K,80,$11.2M,1153
644,D. Welbeck,26,79,$146K,80,$16.8M,1971
645,N. Kalinić,29,79,$94K,79,$14M,1864
646,Mikel San José,28,79,$37K,79,$14M,1931
647,P. Gulácsi,27,79,$60K,80,$11.2M,1190
648,Mariano,31,79,$72K,79,$9M,2100
649,S. Feghouli,27,79,$79K,79,$14.6M,1920
650,Fernando,29,79,$76K,79,$11.2M,1935
651,C. Benteke,26,79,$84K,80,$16.8M,1842
652,S. Wagner,29,79,$134K,79,$14M,1732
653,G. Mercado,30,79,$24K,79,$10.6M,1945
654,F. Delph,27,79,$134K,79,$11.8M,2138
655,N. Amrabat,30,79,$77K,79,$13.4M,2080
656,Antunes,30,79,$33K,79,$10.1M,2139
657,J. Lens,29,79,$72K,79,$14M,1984
658,J. Hernández,29,79,$140K,79,$14M,1880
659,S. Tasci,30,79,$75K,79,$10.6M,1802
660,M. Fellaini,29,79,$157K,79,$13.4M,2033
661,Z. Junuzović,29,79,$44K,79,$13.4M,2193
662,H. Moreno,29,79,$40K,79,$11.2M,1874
663,H. Moreno,29,79,$40K,79,$11.2M,1874
664,C. Ansaldi,30,79,$76K,79,$10.1M,2051
665,D. Zurutuza,30,79,$42K,79,$12.9M,2014
666,K. Mirallas,29,79,$1K,79,$14M,2029
667,Fábio Coentrão,29,79,$168K,79,$10.6M,2091
668,S. Defour,29,79,$81K,79,$13.4M,2144
669,N. Şahin,28,79,$71K,79,$11.2M,2067
670,R. Bertrand,27,79,$96K,79,$11.8M,2019
671,J. Evans,29,79,$87K,79,$11.2M,1706
672,A. Masiello,31,79,$38K,79,$9.5M,1749
673,V. Denisov,30,79,$55K,79,$10.1M,1976
674,T. Walcott,28,79,$140K,79,$14M,1948
675,G. Rossi,30,79,$51K,79,$13.4M,1877
676,K. El Ahmadi,32,79,$26K,79,$10.6M,2040
677,H. Ben Arfa,30,79,$99K,79,$13.4M,1907
678,D. Abraham,30,79,$39K,79,$10.6M,1880
679,Jurado,31,79,$42K,79,$12.3M,1893
680,J. Farfán,32,79,$61K,79,$11.2M,2005
681,A. Young,31,79,$134K,79,$9M,2136
682,V. Berezutskiy,35,79,$42K,79,$3.3M,1720
683,A. Samedov,32,79,$83K,79,$11.2M,2043
684,Javi Fuego,33,79,$42K,79,$5.6M,1973
685,Negredo,31,79,$75K,79,$12.9M,1920
686,A. Pyatov,33,79,$1K,79,$7.3M,1199
687,W. Caballero,35,79,$66K,79,$3.3M,1230
688,D. Baier,33,79,$35K,79,$5.6M,1976
689,B. Yılmaz,31,79,$52K,79,$12.9M,1921
690,R. Adler,32,79,$31K,79,$7.8M,1167
691,C. Carrasso,35,79,$38K,79,$3.3M,1161
692,C. Kameni,33,79,$66K,79,$7.3M,1231
693,P. Jagielka,34,79,$123K,79,$4.3M,1912
694,E. Adebayor,33,79,$43K,79,$9M,1844
695,Joaquín,35,79,$27K,79,$6.2M,1909
696,E. Belözoğlu,36,79,$29K,79,$4.5M,2062
697,M. Gómez,20,78,$26K,84,$16.2M,1777
698,David Neres,20,78,$15K,86,$17.4M,1868
699,Carlos Soler,20,78,$29K,87,$17.9M,2050
700,Odriozola,21,78,$24K,87,$15.7M,1976
701,A. Harit,20,78,$39K,86,$17.4M,1851
702,L. Pellegrini,21,78,$54K,84,$15.7M,2026
703,Yeray,22,78,$23K,84,$13.4M,1856
704,Soares,26,78,$19K,79,$14M,1927
705,L. Tousart,20,78,$48K,85,$14M,1972
706,A. Onana,21,78,$9K,85,$12.3M,1354
707,Pablo Fornals,21,78,$30K,86,$17.4M,2024
708,M. Díaz,31,78,$14K,78,$7.3M,1137
709,Marcos Llorente,22,78,$118K,86,$14.6M,1859
710,N. Amiri,20,78,$33K,85,$16.2M,1963
711,Vallejo,20,78,$101K,87,$15.7M,1742
712,N. Radoja,24,78,$26K,83,$15.1M,1856
713,Diogo Jota,20,78,$51K,86,$17.4M,2030
714,Diogo Jota,20,78,$51K,86,$17.4M,2030
715,Rúben Neves,20,78,$44K,86,$15.1M,2098
716,L. Torreira,21,78,$34K,85,$16.2M,2053
717,V. Rongier,22,78,$27K,84,$15.7M,2030
718,O. Al Soma,28,78,$55K,78,$11.8M,1955
719,Dani Ceballos,20,78,$118K,88,$18.5M,1981
720,V. Lindelöf,22,78,$96K,85,$14M,1899
721,A. Živković,20,78,$13K,86,$17.4M,1869
722,E. Valencia,27,78,$79K,78,$12.3M,2003
723,J. Izquierdo,24,78,$51K,80,$14.6M,1854
724,G. Escalante,24,78,$21K,85,$14M,2023
725,G. Simeone,21,78,$60K,85,$16.8M,1886
726,Bastos,25,78,$48K,83,$12.9M,1714
727,M. Philipp,23,78,$59K,83,$15.7M,1896
728,K. Tete,21,78,$48K,83,$12.9M,1896
729,Capa,25,78,$23K,80,$11.8M,2076
730,M. Sportiello,25,78,$24K,81,$10.1M,1234
731,A. Jahanbakhsh,23,78,$15K,80,$14.6M,1970
732,N. Maksimović,25,78,$60K,81,$12.3M,1586
733,L. Alario,24,78,$55K,81,$15.1M,1837
734,D. Zapata,26,78,$75K,79,$14M,1744
735,E. Rigoni,24,78,$60K,81,$14.6M,1970
736,J. Gbamin,21,78,$25K,84,$13.4M,1994
737,F. Armani,30,78,$20K,78,$7.3M,1180
738,A. Selikhov,23,78,$42K,83,$11.2M,1217
739,D. Laxalt,24,78,$34K,81,$14.6M,1974
740,R. Zobnin,23,78,$54K,85,$14M,2042
741,D. Rolán,24,78,$48K,81,$15.1M,1935
742,N. Stark,22,78,$28K,85,$14M,1881
743,W. Cyprien,22,78,$35K,85,$16.2M,2150
744,Diego Llorente,23,78,$27K,84,$13.4M,1777
745,A. Hurtado,30,78,$70K,78,$11.2M,2015
746,P. Max,23,78,$25K,81,$12.3M,1990
747,R. Gagliardini,23,78,$27K,85,$14M,1991
748,V. Grifo,24,78,$37K,80,$14.6M,1907
749,D. Berardi,22,78,$58K,83,$15.7M,1954
750,M. Halstenberg,25,78,$59K,79,$11.2M,2041
751,Jonny,23,78,$23K,83,$12.9M,1917
752,A. Szymanowski,28,78,$32K,78,$11.8M,1920
753,G. Mendes Rodrigues,26,78,$66K,78,$12.3M,1987
754,Pacheco,25,78,$22K,82,$10.6M,1223
755,Tiago Volpi,26,78,$12K,80,$9.5M,1376
756,N. Aké,22,78,$58K,85,$14M,1935
757,F. Kostić,24,78,$37K,81,$14.6M,1934
758,Matheus,24,78,$10K,83,$11.2M,1196
759,G. Pizarro,27,78,$20K,79,$11.2M,2004
760,L. Vietto,23,78,$56K,84,$16.2M,1952
761,M. Weiser,23,78,$28K,83,$12.9M,2073
762,L. Milivojević,26,78,$59K,81,$12.3M,2028
763,L. Shaw,21,78,$85K,83,$12.9M,2024
764,Z. Feddal,27,78,$27K,78,$9.5M,1758
765,Z. Feddal,27,78,$27K,78,$9.5M,1758
766,S. Haller,23,78,$34K,83,$15.7M,1816
767,L. Castro,28,78,$24K,78,$11.8M,2061
768,K. Rekik,22,78,$28K,82,$12.9M,1763
769,T. Inui,29,78,$28K,78,$11.2M,1914
770,Portu,25,78,$32K,81,$14.6M,2084
771,E. Sala,26,78,$34K,79,$14M,1938
772,Mário Rui,26,78,$63K,79,$11.2M,2054
773,K. Zouma,22,78,$90K,85,$14M,1866
774,S. Arias,25,78,$18K,80,$11.8M,1965
775,B. Reynet,26,78,$19K,80,$9.5M,1131
776,T. Vaclík,28,78,$36K,79,$9.5M,1210
777,Eric Botteghin,29,78,$20K,78,$9M,1579
778,N. Pope,25,78,$45K,81,$10.1M,1205
779,Joãozinho,28,78,$53K,78,$11.8M,2068
780,P. Kadeřábek,25,78,$37K,81,$11.8M,1947
781,J. Lascelles,23,78,$60K,83,$13.4M,1612
782,M. Elyounoussi,22,78,$40K,84,$15.7M,1964
783,L. Bittencourt,23,78,$37K,82,$15.1M,2018
784,J. Gouweleeuw,25,78,$28K,80,$11.8M,1920
785,C. Piccini,24,78,$16K,81,$12.3M,1869
786,J. Veretout,24,78,$60K,83,$15.1M,2089
787,A. Mandi,25,78,$26K,83,$12.9M,1938
788,Ismaily,27,78,$1K,78,$9.5M,2032
789,Cédric,25,78,$76K,80,$11.8M,2096
790,A. Marchesín,29,78,$50K,79,$9M,1270
791,R. Saponara,25,78,$6K,80,$14M,1855
792,Juan Jesus,26,78,$63K,78,$10.1M,1749
793,N. Chadli,27,78,$76K,78,$12.3M,2006
794,Cristian Tello,25,78,$29K,79,$14M,1887
795,S. Berghuis,25,78,$22K,79,$14M,1926
796,H. Vanaken,24,78,$26K,81,$14.6M,1908
797,M. Lowton,28,78,$62K,78,$9M,2062
798,J. Guidetti,25,78,$31K,80,$14.6M,1902
799,Oriol Romeu,25,78,$76K,80,$11.8M,1828
800,M. Ryan,25,78,$41K,81,$10.1M,1341
801,M. Gabbiadini,25,78,$92K,80,$14.6M,1873
802,B. Natcho,29,78,$56K,78,$11.2M,2081
803,K. Mbodji,27,78,$27K,79,$11.2M,1847
804,B. Stambouli,26,78,$41K,80,$11.8M,1924
805,R. Funes Mori,26,78,$70K,79,$14M,2020
806,F. Lejeune,26,78,$70K,80,$11.8M,1825
807,A. Finnbogason,28,78,$36K,78,$11.8M,1864
808,T. Cairney,26,78,$56K,79,$13.4M,2017
809,A. Mooy,26,78,$59K,79,$13.4M,2060
810,A. Townsend,25,78,$62K,79,$14M,1925
811,Adrián,30,78,$75K,78,$7.3M,1243
812,W. Khazri,26,78,$17K,78,$12.9M,1972
813,Montoya,26,78,$34K,79,$11.2M,2046
814,André Almeida,26,78,$15K,79,$11.2M,1992
815,H. Pérez,28,78,$36K,78,$11.8M,1905
816,H. Pérez,28,78,$36K,78,$11.8M,1905
817,R. Soriano,26,78,$39K,78,$12.3M,2098
818,T. Delaney,25,78,$34K,81,$14.6M,2134
819,H. Badstuber,28,78,$31K,78,$9.5M,1836
820,M. Plattenhardt,25,78,$31K,80,$11.8M,2069
821,F. Orellana,31,78,$27K,78,$10.1M,1900
822,J. Guðmundsson,26,78,$65K,78,$12.3M,2060
823,C. Borges,29,78,$29K,78,$9M,2070
824,P. Groß,26,78,$59K,80,$14M,2086
825,E. Mangala,26,78,$112K,80,$11.8M,1793
826,Etxeita,29,78,$29K,78,$9M,1634
827,Canales,26,78,$35K,79,$13.4M,1779
828,Balenziaga,29,78,$29K,78,$9M,1940
829,W. Bony,28,78,$86K,78,$11.8M,1870
830,L. de Jong,26,78,$23K,79,$14M,1876
831,Rafael,26,78,$64K,78,$10.1M,2102
832,J. Baumgartlinger,29,78,$55K,78,$9M,1944
833,Victor Sánchez,29,78,$33K,78,$9M,2065
834,B. Oczipka,28,78,$43K,78,$9M,2018
835,E. Berisha,28,78,$27K,78,$8.4M,1081
836,Jonathas,28,78,$55K,78,$11.8M,1798
837,J. Shelvey,25,78,$73K,80,$14M,2046
838,A. Dragović,26,78,$53K,78,$10.1M,1894
839,Miguel Lopes,30,78,$23K,78,$8.4M,1989
840,L. Acosta,29,78,$26K,78,$11.2M,1920
841,J. McCarthy,26,78,$99K,79,$11.2M,2017
842,P. Mamaev,28,78,$57K,78,$11.8M,2061
843,Ganso,27,78,$22K,78,$12.3M,1834
844,Rafael Tolói,26,78,$32K,80,$11.8M,1850
845,I. Radovanović,28,78,$22K,78,$9.5M,1951
846,E. Hernández,29,78,$40K,78,$11.2M,1959
847,J. Allen,27,78,$76K,78,$11.8M,2062
848,R. Alessandrini,28,78,$13K,78,$11.8M,2000
849,M. Lang,26,78,$42K,79,$11.2M,2016
850,K. Papadopoulos,25,78,$37K,80,$11.8M,1726
851,M. Darmian,27,78,$112K,78,$9.5M,1984
852,L. Pratto,29,78,$31K,78,$11.8M,1936
853,R. Thomas,29,78,$30K,78,$9M,1632
854,M. Carcela-González,28,78,$16K,78,$11.8M,1881
855,N. Müller,29,78,$44K,78,$11.2M,1978
856,A. Ogbonna,29,78,$97K,78,$9M,1728
857,Roberto,31,78,$26K,78,$7.3M,1286
858,N. Petersen,28,78,$36K,78,$11.8M,1784
859,E. Choupo-Moting,28,78,$80K,78,$11.8M,1906
860,N. Subotić,28,78,$41K,78,$9.5M,1716
861,Yuri Berchiche,27,78,$75K,78,$9.5M,2041
862,K. Mitroglou,29,78,$41K,78,$11.8M,1761
863,R. Rosales,28,78,$29K,78,$9M,2036
864,B. Dzsudzsák,30,78,$0,78,$0,1931
865,M. Pereira,33,78,$16K,78,$4.5M,2057
866,M. Cáceres,30,78,$51K,78,$8.4M,1928
867,M. Cáceres,30,78,$51K,78,$8.4M,1928
868,M. Suchý,29,78,$44K,78,$9M,1823
869,Luiz Adriano,30,78,$75K,78,$11.2M,1854
870,Guilherme,31,78,$37K,78,$7.3M,1188
871,D. Da Silva,29,78,$30K,78,$9M,1646
872,S. Kjær,28,78,$21K,79,$10.6M,1834
873,L. Rémy,30,78,$29K,78,$11.2M,1888
874,R. Vormer,29,78,$31K,78,$11.2M,2132
875,M. Layún,29,78,$17K,78,$9M,2120
876,T. Mangani,30,78,$31K,78,$10.6M,2087
877,Granero,29,78,$36K,78,$11.2M,2008
878,C. Zapata,30,78,$90K,78,$8.4M,1612
879,F. Johnson,29,78,$44K,78,$11.2M,2052
880,N. Guzmán,31,78,$54K,78,$7.3M,1321
881,A. Ayew,27,78,$83K,78,$12.3M,2089
882,D. Ospina,28,78,$85K,78,$8.4M,1154
883,V. Odjidja-Ofoe,28,78,$1K,78,$11.8M,2055
884,M. Fernández,31,78,$19K,78,$10.1M,2022
885,Adrián,29,78,$20K,78,$11.8M,1839
886,J. Tomkins,28,78,$62K,79,$10.6M,1650
887,Coke,30,78,$41K,78,$8.4M,2022
888,M. Sow,31,78,$27K,78,$10.6M,1994
889,E. Elia,30,78,$33K,78,$11.2M,1907
890,José Fonte,33,78,$0,78,$0,1627
891,Gervinho,30,78,$0,78,$0,1862
892,J. Cork,28,78,$67K,78,$11.8M,2064
893,R. Shawcross,29,78,$73K,78,$9M,1651
894,Rafinha,31,78,$88K,78,$7.8M,1980
895,S. Bocchetti,30,78,$63K,78,$8.4M,1785
896,I. Abate,30,78,$90K,78,$8.4M,1979
897,Y. Cabaye,31,78,$65K,78,$10.1M,2112
898,D. Basta,32,78,$51K,78,$6.2M,2077
899,F. Gago,31,78,$28K,78,$7.8M,1996
900,N. Pareja,33,78,$20K,78,$4.7M,1908
901,Adriano,32,78,$53K,78,$6.2M,2155
902,Charles,33,78,$29K,78,$7.3M,1861
903,Sergio,30,78,$22K,78,$7.3M,1189
904,B. Sagna,34,78,$33K,78,$3.3M,1999
905,B. Foster,34,78,$56K,78,$4.7M,1234
906,V. Ibišević,32,78,$39K,78,$9.5M,1879
907,Javi García,30,78,$27K,78,$8.4M,1983
908,R. Montolivo,32,78,$90K,78,$6.7M,2022
909,C. Gentner,31,78,$32K,78,$10.1M,2021
910,T. Vermaelen,31,78,$134K,78,$7.8M,1933
911,R. Babel,30,78,$58K,78,$11.2M,1945
912,P. Batalla,33,78,$25K,78,$7.3M,2017
913,R. Palacio,35,78,$50K,78,$5.3M,2020
914,P. Skjelbred,30,78,$32K,78,$8.4M,1956
915,J. Sand,36,78,$4K,78,$4.2M,1843
916,J. Hart,30,78,$91K,78,$7.3M,1249
917,L. Podolski,32,78,$11K,78,$9M,2046
918,Gervinho,30,78,$0,78,$0,1862
919,J. Shelvey,25,78,$73K,80,$14M,2046
920,R. Vormer,29,78,$31K,78,$11.2M,2132
921,G. Simeone,21,78,$60K,85,$16.8M,1886
922,T. Mangani,30,78,$31K,78,$10.6M,2087
923,N. Stark,22,78,$28K,85,$14M,1881
924,Jonathas,28,78,$55K,78,$11.8M,1798
925,Rafael,26,78,$64K,78,$10.1M,2102
926,Adriano,32,78,$53K,78,$6.2M,2155
927,L. Podolski,32,78,$11K,78,$9M,2046
928,Reyes,33,78,$16K,78,$7.3M,1892
929,D. Berardi,22,78,$58K,83,$15.7M,1954
930,B. Natcho,29,78,$56K,78,$11.2M,2081
931,Adrián,29,78,$20K,78,$11.8M,1839
932,R. Funes Mori,26,78,$70K,79,$14M,2020
933,M. Weiser,23,78,$28K,83,$12.9M,2073
934,G. Escalante,24,78,$21K,85,$14M,2023
935,R. Alessandrini,28,78,$13K,78,$11.8M,2000
936,J. Ward-Prowse,22,77,$76K,82,$13.4M,2066
937,M. Harnik,30,77,$53K,77,$9.5M,1965
938,B. Moukandjo,28,77,$0,77,$0,1893
939,Juanmi,24,77,$33K,82,$13.4M,1849
940,K. Gibbs,27,77,$70K,77,$8.4M,1983
941,F. Fernández,28,77,$73K,77,$7.8M,1586
942,L. Kalinić,27,77,$21K,79,$7.8M,1125
943,N. Blandi,27,77,$30K,77,$10.6M,1850
944,Aarón Martín,20,77,$24K,85,$12.3M,1833
945,M. Krohn-Dehli,34,77,$30K,77,$5M,2039
946,L. López,27,77,$15K,77,$8.4M,1758
947,A. Lafont,18,77,$11K,89,$12.9M,1174
948,Ricardo Horta,22,77,$14K,84,$14M,1868
949,S. Doumbia,29,77,$24K,77,$10.1M,1967
950,Caiuby,28,77,$34K,77,$10.1M,1930
951,D. Reyes,24,77,$14K,82,$11.2M,1784
952,Bernat,24,77,$76K,80,$10.6M,2054
953,K. Havertz,18,77,$33K,88,$15.7M,1814
954,M. Gregoritsch,23,77,$28K,81,$12.9M,1901
955,T. Vilhena,22,77,$18K,81,$12.9M,2114
956,G. Hoarau,33,77,$33K,77,$6.2M,1801
957,S. Langkamp,29,77,$34K,77,$7.8M,1528
958,Sergio García,34,77,$38K,77,$5.2M,1888
959,A. Talavera,34,77,$18K,77,$4M,1289
960,M. Nakamba,23,77,$23K,83,$11.8M,1912
961,J. Hendrix,22,77,$17K,83,$11.8M,1970
962,L. Dendoncker,22,77,$23K,83,$11.8M,2067
963,Luís Hernández,28,77,$29K,78,$9M,1917
964,S. Rode,26,77,$56K,78,$9.5M,2006
965,Raphaelito Anjos,29,77,$20K,77,$6.7M,1155
966,A. Barnes,27,77,$70K,77,$10.6M,1947
967,M. Lestienne,25,77,$29K,79,$12.3M,1905
968,L. Pavoletti,28,77,$78K,77,$10.1M,1697
969,L. Pavoletti,28,77,$78K,77,$10.1M,1697
970,F. Kessié,20,77,$27K,86,$15.1M,2109
971,Marcelo,27,77,$13K,77,$8.4M,1636
972,A. Halilović,21,77,$33K,84,$14M,1806
973,F. Chiesa,19,77,$45K,86,$15.1M,1860
974,A. Marušić,24,77,$48K,80,$12.9M,2072
975,Sidney Pessinho,25,77,$27K,77,$9M,2009
976,A. Potuk,26,77,$74K,78,$11.8M,1972
977,J. Correa,22,77,$19K,84,$14M,1837
978,M. Díaz,30,77,$29K,77,$9M,2072
979,A. Carrillo,26,77,$16K,78,$11.8M,1919
980,G. Conti,22,77,$14K,85,$12.9M,1668
981,B. Pavard,21,77,$22K,84,$12.3M,1875
982,M. Andreolli,31,77,$56K,77,$6.7M,1512
983,J. Bruma,25,77,$59K,81,$10.6M,1842
984,Bruno,27,77,$27K,79,$9.5M,1529
985,F. Bartels,30,77,$39K,77,$9.5M,1935
986,R. Jiménez,26,77,$18K,78,$11.8M,1954
987,Jozabed,26,77,$30K,78,$11.8M,1963
988,P. Pérez,31,77,$30K,77,$8.4M,2036
989,Gazzolisco,29,77,$36K,77,$7.3M,2128
990,Ronaldo Esler,29,77,$24K,77,$7.3M,1973
991,Vicente Gómez,28,77,$28K,77,$10.1M,1849
992,M. Niang,22,77,$94K,83,$13.4M,1837
993,O. Wendt,31,77,$39K,77,$6.7M,2062
994,D. Pabón,29,77,$73K,77,$9.5M,2066
995,T. Ndombele,20,77,$20K,87,$15.7M,2074
