,Composure
11395,53
11396,46
11397,55
11398,57
11399,51
11400,60
11401,64
11402,64
11403,31
11404,53
11405,56
11406,59
11407,62
11408,55
11409,65
11410,34
11411,59
11412,58
11413,56
11414,60
11415,49
11416,53
11417,55
11418,57
11419,65
11420,53
11421,48
11422,62
11423,44
11424,44
11425,60
11426,51
11427,27
11428,55
11429,58
11430,57
11431,49
11432,55
11433,60
11434,59
11435,56
11436,55
11437,57
11438,46
11439,60
11440,66
11441,55
11442,43
11443,52
11444,58
11445,61
11446,57
11447,54
11448,52
11449,67
11450,51
11451,55
11452,54
11453,61
11454,54
11455,53
11456,67
11457,61
11458,53
11459,49
11460,57
11461,63
11462,65
11463,57
11464,65
11465,58
11466,44
11467,58
11468,42
11469,69
11470,52
11471,59
11472,54
11473,65
11474,55
11475,55
11476,57
11477,57
11478,59
11479,46
11480,45
11481,56
11482,55
11483,48
11484,71
11485,54
11486,48
11487,65
11488,54
11489,64
11490,65
11491,62
11492,45
11493,60
11494,49
11495,53
11496,55
11497,54
11498,63
11499,64
11500,55
11501,55
11502,57
11503,54
11504,59
11505,61
11506,62
11507,62
11508,48
11509,62
11510,62
11511,56
11512,43
11513,70
11514,40
11515,56
11516,50
11517,44
11518,64
11519,55
11520,50
11521,55
11522,57
11523,56
11524,61
11525,58
11526,58
11527,43
11528,60
11529,62
11530,74
11531,55
11532,50
11533,58
11534,55
11535,60
11536,38
11537,59
11538,56
11539,53
11540,28
11541,52
11542,54
11543,22
11544,55
11545,55
11546,33
11547,59
11548,47
11549,55
11550,57
11551,41
11552,59
11553,57
11554,47
11555,28
11556,60
11557,59
11558,59
11559,46
11560,54
11561,49
11562,57
11563,48
11564,58
11565,44
11566,65
11567,34
11568,60
11569,54
11570,61
11571,56
11572,44
11573,57
11574,61
11575,67
11576,51
11577,51
11578,61
11579,24
11580,44
11581,36
11582,55
11583,45
11584,49
11585,59
11586,56
11587,43
11588,55
11589,52
11590,43
11591,65
11592,66
11593,63
11594,61
11595,64
11596,70
11597,52
11598,58
11599,72
11600,50
11601,59
11602,67
11603,61
11604,52
11605,53
11606,56
11607,54
11608,59
11609,58
11610,63
11611,58
11612,53
11613,50
11614,61
11615,20
11616,42
11617,54
11618,50
11619,54
11620,22
11621,57
11622,57
11623,54
11624,54
11625,64
11626,35
11627,64
11628,64
11629,60
11630,67
11631,61
11632,49
11633,62
11634,30
11635,66
11636,69
11637,61
11638,55
11639,64
11640,58
11641,57
11642,62
11643,55
11644,68
11645,57
11646,29
11647,55
11648,55
11649,59
11650,56
11651,64
11652,56
11653,60
11654,45
11655,55
11656,54
11657,60
11658,48
11659,59
11660,54
11661,55
11662,61
11663,60
11664,21
11665,42
11666,56
11667,56
11668,61
11669,56
11670,66
11671,67
11672,57
11673,32
11674,35
11675,56
11676,21
11677,60
11678,37
11679,37
11680,22
11681,59
11682,57
11683,48
11684,62
11685,57
11686,44
11687,58
11688,42
11689,41
11690,66
11691,55
11692,68
11693,59
11694,61
11695,52
11696,54
11697,57
11698,70
11699,48
11700,59
11701,65
11702,28
11703,60
11704,63
11705,61
11706,60
11707,63
11708,61
11709,29
11710,65
11711,63
11712,50
11713,31
11714,68
11715,61
11716,68
11717,23
11718,63
11719,58
11720,54
11721,51
11722,58
11723,57
11724,52
11725,58
11726,64
11727,13
11728,64
11729,59
11730,59
11731,58
11732,63
11733,58
11734,55
11735,53
11736,53
11737,61
11738,49
11739,55
11740,58
11741,59
11742,58
11743,42
11744,59
11745,51
11746,56
11747,63
11748,68
11749,66
11750,64
11751,22
11752,33
11753,37
11754,56
11755,60
11756,55
11757,53
11758,66
11759,62
11760,60
11761,63
11762,66
11763,57
11764,55
11765,59
11766,46
11767,58
11768,47
11769,52
11770,56
11771,55
11772,53
11773,57
11774,50
11775,65
11776,59
11777,65
11778,12
11779,55
11780,59
11781,59
11782,62
11783,68
11784,43
11785,45
11786,32
11787,26
11788,65
11789,56
11790,49
11791,49
11792,57
11793,34
11794,58
11795,58
11796,59
11797,66
11798,59
11799,60
11800,53
11801,50
11802,62
11803,56
11804,67
11805,63
11806,60
11807,60
11808,68
11809,63
11810,37
11811,34
11812,45
11813,61
11814,62
11815,59
11816,61
11817,61
11818,68
11819,59
11820,57
11821,63
11822,57
11823,60
11824,62
11825,70
11826,66
11827,65
11828,62
11829,64
11830,67
11831,48
11832,48
11833,52
11834,65
11835,47
11836,70
11837,47
11838,54
11839,58
11840,65
11841,48
11842,70
11843,59
11844,64
11845,52
11846,59
11847,26
11848,65
11849,58
11850,55
11851,62
11852,62
11853,64
11854,55
11855,57
11856,30
11857,57
11858,63
11859,56
11860,58
11861,48
11862,60
11863,58
11864,45
11865,54
11866,46
11867,59
11868,60
11869,62
11870,61
11871,65
11872,39
11873,44
11874,69
11875,59
11876,51
11877,31
11878,65
11879,30
11880,66
11881,55
11882,54
11883,54
11884,67
11885,60
11886,56
11887,52
11888,60
11889,67
11890,64
11891,66
11892,61
11893,39
11894,55
11895,48
11896,31
11897,64
11898,58
11899,65
11900,25
11901,32
11902,43
11903,43
11904,70
11905,55
11906,55
11907,47
11908,56
11909,58
11910,64
11911,49
11912,32
11913,68
11914,50
11915,45
11916,65
11917,60
11918,62
11919,59
11920,48
11921,61
11922,54
11923,67
11924,72
11925,56
11926,70
11927,43
11928,56
11929,63
11930,62
11931,57
11932,60
11933,54
11934,54
11935,64
11936,50
11937,56
11938,53
11939,61
11940,63
11941,54
11942,54
11943,47
11944,63
11945,52
11946,60
11947,63
11948,49
11949,26
11950,47
11951,49
11952,59
11953,52
11954,62
11955,64
11956,44
11957,36
11958,54
11959,61
11960,62
11961,63
11962,55
11963,59
11964,55
11965,59
11966,50
11967,60
11968,50
11969,63
11970,58
11971,58
11972,21
11973,46
11974,55
11975,58
11976,39
11977,70
11978,54
11979,54
11980,62
11981,22
11982,54
11983,47
11984,68
11985,68
11986,69
11987,66
11988,53
11989,58
11990,14
11991,65
11992,60
11993,57
11994,55
11995,53
11996,61
11997,62
11998,53
11999,67
12000,67
12001,33
12002,51
12003,67
12004,59
12005,56
12006,52
12007,54
12008,62
12009,45
12010,66
12011,58
12012,58
12013,54
12014,52
12015,53
12016,53
12017,57
12018,60
12019,63
12020,60
12021,55
12022,60
12023,45
12024,60
12025,66
12026,63
12027,66
12028,59
12029,61
12030,64
12031,24
12032,50
12033,55
12034,64
12035,44
12036,44
12037,54
12038,44
12039,55
12040,54
12041,57
12042,64
12043,65
12044,60
12045,46
12046,58
12047,56
12048,56
12049,62
12050,45
12051,59
12052,54
12053,26
12054,56
12055,34
12056,67
12057,64
12058,57
12059,53
12060,30
12061,57
12062,48
12063,64
12064,57
12065,25
12066,48
12067,46
12068,24
12069,63
12070,57
12071,46
12072,44
12073,61
12074,54
12075,29
12076,55
12077,59
12078,55
12079,27
12080,73
12081,47
12082,65
12083,52
12084,50
12085,52
12086,58
12087,58
12088,57
12089,50
12090,65
12091,55
12092,56
12093,59
12094,60
12095,60
12096,59
12097,36
12098,65
12099,59
12100,60
12101,68
12102,62
12103,63
12104,54
12105,45
12106,54
12107,63
12108,44
12109,50
12110,63
12111,66
12112,65
12113,57
12114,46
12115,65
12116,58
12117,43
12118,60
12119,54
12120,59
12121,63
12122,31
12123,49
12124,60
12125,62
12126,63
12127,57
12128,61
12129,55
12130,34
12131,51
12132,52
12133,66
12134,33
12135,21
12136,59
12137,55
12138,55
12139,59
12140,53
12141,56
12142,55
12143,60
12144,49
12145,69
12146,40
12147,27
12148,64
12149,59
12150,62
12151,62
12152,58
12153,58
12154,70
12155,45
12156,65
12157,66
12158,60
12159,57
12160,65
12161,63
12162,47
12163,50
12164,59
12165,21
12166,56
12167,57
12168,64
12169,54
12170,58
12171,55
12172,55
12173,50
12174,55
12175,52
12176,39
12177,57
12178,55
12179,48
12180,60
12181,68
12182,57
12183,61
12184,53
12185,66
12186,58
12187,46
12188,60
12189,60
12190,54
12191,55
12192,37
12193,67
12194,45
12195,55
12196,50
12197,57
12198,26
12199,47
12200,56
12201,60
12202,58
12203,55
12204,67
12205,25
12206,57
12207,47
12208,61
12209,65
12210,49
12211,60
12212,37
12213,54
12214,67
12215,53
12216,60
12217,60
12218,55
12219,50
12220,61
12221,60
12222,45
12223,38
12224,53
12225,59
12226,64
12227,44
12228,60
12229,40
12230,60
12231,66
12232,58
12233,37
12234,57
12235,49
12236,64
12237,57
12238,66
12239,43
12240,43
12241,50
12242,54
12243,52
12244,53
12245,48
12246,38
12247,51
12248,66
12249,48
12250,64
12251,58
12252,55
12253,47
12254,36
12255,59
12256,55
12257,58
12258,52
12259,58
12260,55
12261,50
12262,56
12263,52
12264,55
12265,51
12266,56
12267,32
12268,61
12269,61
12270,23
12271,45
12272,59
12273,54
12274,50
12275,52
12276,60
12277,62
12278,61
12279,63
12280,64
12281,60
12282,31
12283,50
12284,24
12285,56
12286,46
12287,57
12288,64
12289,71
12290,58
12291,58
12292,46
12293,60
12294,53
12295,59
12296,45
12297,48
12298,57
12299,42
12300,59
12301,54
12302,61
12303,56
12304,57
12305,49
12306,53
12307,55
12308,56
12309,49
12310,53
12311,52
12312,56
12313,54
12314,53
12315,44
12316,55
12317,64
12318,52
12319,60
12320,65
12321,53
12322,65
12323,52
12324,42
12325,61
12326,49
12327,68
12328,55
12329,69
12330,52
12331,45
12332,64
12333,60
12334,65
12335,59
12336,47
12337,22
12338,56
12339,49
12340,59
12341,56
12342,56
12343,52
12344,60
12345,59
12346,63
12347,53
12348,60
12349,61
12350,59
12351,58
12352,58
12353,31
12354,61
12355,53
12356,61
12357,58
12358,66
12359,62
12360,62
12361,47
12362,50
12363,60
12364,58
12365,61
12366,69
12367,64
12368,55
12369,56
12370,53
12371,58
12372,20
12373,60
12374,57
12375,55
12376,51
12377,66
12378,60
12379,51
12380,57
12381,70
12382,60
12383,55
12384,22
12385,60
12386,51
12387,35
12388,64
12389,36
12390,61
12391,52
12392,42
12393,42
12394,47
12395,53
12396,63
12397,63
12398,61
12399,41
12400,44
12401,58
12402,39
12403,45
12404,54
12405,55
12406,50
12407,51
12408,63
12409,49
12410,60
12411,50
12412,61
12413,52
12414,60
12415,59
12416,55
12417,46
12418,65
12419,41
12420,42
12421,62
12422,39
12423,67
12424,62
12425,57
12426,47
12427,39
12428,59
12429,50
12430,27
12431,60
12432,63
12433,51
12434,63
12435,41
12436,51
12437,29
12438,55
12439,57
12440,54
12441,37
12442,65
12443,57
12444,57
12445,66
12446,58
12447,36
12448,54
12449,49
12450,59
12451,54
12452,69
12453,58
12454,59
12455,58
12456,58
12457,58
12458,57
12459,58
12460,60
12461,33
12462,51
12463,54
12464,50
12465,63
12466,60
12467,50
12468,56
12469,60
12470,25
12471,65
12472,55
12473,58
12474,59
12475,57
12476,58
12477,57
12478,55
12479,62
12480,58
12481,28
12482,49
12483,54
12484,50
12485,58
12486,29
12487,48
12488,43
12489,23
12490,62
12491,56
12492,67
12493,55
12494,57
12495,57
12496,63
12497,25
12498,55
12499,56
12500,50
12501,56
12502,50
12503,56
12504,67
12505,58
12506,56
12507,62
12508,54
12509,59
12510,42
12511,65
12512,61
12513,66
12514,29
12515,58
12516,56
12517,31
12518,57
12519,57
12520,57
12521,52
12522,66
12523,59
12524,58
12525,58
12526,45
12527,70
12528,39
12529,60
12530,62
12531,57
12532,50
12533,62
12534,60
12535,49
12536,59
12537,47
12538,47
12539,50
12540,59
12541,41
12542,63
12543,45
12544,52
12545,58
12546,58
12547,57
12548,54
12549,59
12550,37
12551,62
12552,54
12553,60
12554,55
12555,49
12556,56
12557,57
12558,58
12559,57
12560,52
12561,56
12562,71
12563,69
12564,55
12565,59
12566,59
12567,52
12568,49
12569,64
12570,42
12571,62
12572,53
12573,66
12574,56
12575,60
12576,52
12577,52
12578,61
12579,52
12580,58
12581,69
12582,45
12583,25
12584,30
12585,56
12586,45
12587,52
12588,42
12589,27
12590,60
12591,58
12592,50
12593,38
12594,55
12595,47
12596,55
12597,55
12598,47
12599,55
12600,53
12601,60
12602,65
12603,55
12604,41
12605,62
12606,28
12607,51
12608,45
12609,61
12610,56
12611,58
12612,35
12613,39
12614,57
12615,33
12616,48
12617,59
12618,61
12619,26
12620,59
12621,61
12622,65
12623,54
12624,44
12625,61
12626,65
12627,55
12628,73
12629,68
12630,60
12631,53
12632,57
12633,34
12634,48
12635,38
12636,67
12637,45
12638,61
12639,45
12640,58
12641,56
12642,54
12643,57
12644,55
12645,58
12646,23
12647,57
12648,57
12649,60
12650,52
12651,63
12652,55
12653,58
12654,58
12655,54
12656,52
12657,51
12658,48
12659,60
12660,61
12661,68
12662,49
12663,29
12664,27
12665,67
12666,12
12667,65
12668,28
12669,57
12670,52
12671,57
12672,61
12673,61
12674,53
12675,67
12676,50
12677,44
12678,55
12679,56
12680,39
12681,59
12682,68
12683,52
12684,42
12685,53
12686,33
12687,57
12688,56
12689,55
12690,49
12691,31
12692,66
12693,54
12694,57
12695,49
12696,58
12697,41
12698,51
12699,51
12700,56
12701,51
12702,58
12703,44
12704,64
12705,52
12706,42
12707,55
12708,58
12709,51
12710,39
12711,55
12712,56
12713,54
12714,55
12715,57
12716,55
12717,54
12718,65
12719,56
12720,58
12721,39
12722,53
12723,50
12724,56
12725,55
12726,63
12727,63
12728,56
12729,53
12730,64
12731,66
12732,60
12733,59
12734,53
12735,65
12736,54
12737,54
12738,34
12739,22
12740,55
12741,35
12742,65
12743,56
12744,50
12745,62
12746,58
12747,55
12748,62
12749,55
12750,55
12751,46
12752,53
12753,58
12754,54
12755,26
12756,54
12757,54
12758,56
12759,28
12760,55
12761,70
12762,53
12763,59
12764,59
12765,53
12766,52
12767,62
12768,50
12769,58
12770,59
12771,64
12772,58
12773,52
12774,47
12775,49
12776,50
12777,58
12778,35
12779,50
12780,53
12781,67
12782,54
12783,38
12784,55
12785,64
12786,48
12787,52
12788,59
12789,63
12790,42
12791,56
12792,64
12793,56
12794,51
12795,67
12796,51
12797,57
12798,65
12799,71
12800,62
12801,62
12802,59
12803,57
12804,57
12805,62
12806,63
12807,63
12808,55
12809,67
12810,56
12811,54
12812,58
12813,26
12814,53
12815,59
12816,56
12817,56
12818,59
12819,55
12820,55
12821,58
12822,55
12823,56
12824,54
12825,24
12826,60
12827,56
12828,40
12829,39
12830,63
12831,52
12832,55
12833,64
12834,55
12835,62
12836,70
12837,64
12838,55
12839,73
12840,58
12841,54
12842,64
12843,71
12844,51
12845,67
12846,44
12847,32
12848,66
12849,52
12850,54
12851,52
12852,52
12853,64
12854,65
12855,49
12856,62
12857,59
12858,52
12859,61
12860,40
12861,68
12862,61
12863,56
12864,48
12865,55
12866,57
12867,56
12868,56
12869,60
12870,60
12871,59
12872,59
12873,38
12874,21
12875,50
12876,48
12877,32
12878,55
12879,55
12880,56
12881,31
12882,58
12883,52
12884,59
12885,62
12886,32
12887,60
12888,56
12889,60
12890,59
12891,62
12892,63
12893,59
12894,55
12895,53
12896,52
12897,69
12898,60
12899,54
12900,55
12901,58
12902,58
12903,58
12904,45
12905,62
12906,48
12907,55
12908,46
12909,52
12910,54
12911,59
12912,45
12913,63
12914,60
12915,36
12916,27
12917,48
12918,60
12919,38
12920,24
12921,47
12922,45
12923,60
12924,58
12925,53
12926,63
12927,40
12928,60
12929,55
12930,57
12931,65
12932,35
12933,62
12934,57
12935,60
12936,21
12937,60
12938,43
12939,55
12940,45
12941,61
12942,64
12943,66
12944,60
12945,59
12946,67
12947,59
12948,52
12949,51
12950,60
12951,54
12952,57
12953,33
12954,33
12955,55
12956,66
12957,55
12958,24
12959,55
12960,58
12961,64
12962,28
12963,66
12964,53
12965,56
12966,60
12967,52
12968,68
12969,29
12970,55
12971,53
12972,65
12973,59
12974,52
12975,68
12976,32
12977,65
12978,25
12979,59
12980,38
12981,55
12982,54
12983,57
12984,53
12985,33
12986,62
12987,63
12988,60
12989,36
12990,54
12991,62
12992,65
12993,55
12994,65
12995,16
12996,59
12997,31
12998,59
12999,54
13000,60
13001,40
13002,63
13003,51
13004,63
13005,63
13006,27
13007,23
13008,58
13009,45
13010,54
13011,62
13012,46
13013,53
13014,34
13015,44
13016,49
13017,54
13018,56
13019,53
13020,64
13021,62
13022,61
13023,59
13024,61
13025,60
13026,61
13027,60
13028,65
13029,59
13030,35
13031,62
13032,22
13033,47
13034,26
13035,70
13036,57
13037,33
13038,59
13039,61
13040,54
13041,58
13042,59
13043,33
13044,53
13045,58
13046,16
13047,56
13048,52
13049,60
13050,51
13051,54
13052,59
13053,48
13054,57
13055,57
13056,57
13057,70
13058,43
13059,55
13060,58
13061,56
13062,65
13063,60
13064,45
13065,55
13066,47
13067,53
13068,55
13069,63
13070,48
13071,50
13072,63
13073,58
13074,62
13075,60
13076,54
13077,52
13078,62
13079,50
13080,58
13081,23
13082,55
13083,53
13084,53
13085,57
13086,52
13087,46
13088,60
13089,66
13090,60
13091,65
13092,51
13093,56
13094,51
13095,59
13096,65
13097,53
13098,54
13099,29
13100,58
13101,40
13102,47
13103,56
13104,69
13105,59
13106,49
13107,49
13108,40
13109,53
13110,64
13111,32
13112,59
13113,57
13114,40
13115,33
13116,56
13117,30
13118,53
13119,58
13120,62
13121,70
13122,51
13123,64
13124,52
13125,63
13126,56
13127,47
13128,60
13129,60
13130,60
13131,59
13132,57
13133,56
13134,56
13135,55
13136,59
13137,40
13138,52
13139,57
13140,60
13141,58
13142,55
13143,65
13144,60
13145,49
13146,56
13147,52
13148,55
13149,35
13150,55
13151,36
13152,55
13153,42
13154,52
13155,46
13156,51
13157,54
13158,54
13159,50
13160,35
13161,50
13162,56
13163,64
13164,58
13165,60
13166,60
13167,61
13168,48
13169,62
13170,50
13171,35
13172,62
13173,40
13174,58
13175,48
13176,59
13177,61
13178,37
13179,60
13180,64
13181,60
13182,51
13183,59
13184,53
13185,54
13186,56
13187,36
13188,47
13189,65
13190,50
13191,61
13192,52
13193,30
13194,56
13195,56
13196,54
13197,51
13198,59
13199,61
13200,52
13201,58
13202,53
13203,58
13204,59
13205,55
13206,62
13207,56
13208,72
13209,72
13210,58
13211,63
13212,56
13213,17
13214,58
13215,60
13216,68
13217,55
13218,25
13219,53
13220,59
13221,65
13222,51
13223,43
13224,66
13225,67
13226,56
13227,66
13228,54
13229,45
13230,62
13231,58
13232,59
13233,56
13234,37
13235,59
13236,28
13237,58
13238,66
13239,55
13240,53
13241,46
13242,38
13243,57
13244,52
13245,26
13246,30
13247,61
13248,40
13249,38
13250,56
13251,57
13252,52
13253,65
13254,54
13255,45
13256,53
13257,40
13258,51
13259,56
13260,56
13261,32
13262,58
13263,58
13264,53
13265,33
13266,23
13267,47
13268,50
13269,38
13270,22
13271,66
13272,66
13273,57
13274,65
13275,45
13276,58
13277,45
13278,56
13279,53
13280,52
13281,43
13282,62
13283,53
13284,60
13285,60
13286,54
13287,53
13288,57
13289,47
13290,39
13291,45
13292,33
13293,55
13294,56
13295,42
13296,58
13297,61
13298,61
13299,54
13300,52
13301,41
13302,53
13303,48
13304,39
13305,44
13306,53
13307,62
13308,63
13309,55
13310,58
13311,58
13312,44
13313,61
13314,42
13315,67
13316,52
13317,60
13318,60
13319,56
13320,62
13321,58
13322,52
13323,65
13324,38
13325,65
13326,66
13327,56
13328,34
13329,54
13330,63
13331,45
13332,53
13333,47
13334,64
13335,59
13336,46
13337,58
13338,60
13339,45
13340,57
13341,58
13342,53
13343,38
13344,57
13345,75
13346,52
13347,55
13348,50
13349,61
13350,61
13351,58
13352,53
13353,41
13354,63
13355,38
13356,52
13357,67
13358,58
13359,49
13360,61
13361,53
13362,53
13363,58
13364,52
13365,46
13366,48
13367,49
13368,30
13369,27
13370,62
13371,42
13372,52
13373,57
13374,43
13375,56
13376,37
13377,48
13378,50
13379,59
13380,55
13381,61
13382,60
13383,44
13384,59
13385,53
13386,53
13387,56
13388,58
13389,59
13390,62
13391,59
13392,31
13393,57
13394,53
13395,50
13396,47
13397,58
13398,56
13399,62
13400,62
13401,35
13402,53
13403,50
13404,52
13405,57
13406,35
13407,58
13408,67
13409,60
13410,55
13411,42
13412,28
13413,28
13414,60
13415,39
13416,52
13417,31
13418,58
13419,63
13420,50
13421,53
13422,57
13423,60
13424,58
13425,58
13426,49
13427,65
13428,55
13429,46
13430,28
13431,39
13432,56
13433,53
13434,39
13435,56
13436,65
13437,27
13438,52
13439,50
13440,33
13441,25
13442,57
13443,52
13444,30
13445,67
13446,67
13447,65
13448,57
13449,52
13450,41
13451,54
13452,57
13453,53
13454,54
13455,49
13456,58
13457,54
13458,55
13459,54
13460,28
13461,45
13462,49
13463,52
13464,52
13465,57
13466,62
13467,56
13468,53
13469,54
13470,55
13471,53
13472,52
13473,65
13474,26
13475,48
13476,66
13477,42
13478,46
13479,42
13480,52
13481,58
13482,58
13483,62
13484,51
13485,42
13486,62
13487,46
13488,63
13489,51
13490,74
13491,52
13492,50
13493,65
13494,52
13495,31
13496,48
13497,57
13498,52
13499,56
13500,57
13501,58
13502,59
13503,58
13504,42
13505,56
13506,54
13507,58
13508,58
13509,48
13510,55
13511,57
13512,44
13513,52
13514,55
13515,55
13516,48
13517,53
13518,55
13519,51
13520,65
13521,43
13522,38
13523,57
13524,63
13525,63
13526,56
13527,59
13528,50
13529,60
13530,59
13531,68
13532,44
13533,55
13534,57
13535,63
13536,49
13537,63
13538,52
13539,48
13540,61
13541,57
13542,52
13543,54
13544,57
13545,53
13546,68
13547,62
13548,47
13549,51
13550,37
13551,62
13552,48
13553,37
13554,62
13555,56
13556,31
13557,60
13558,58
13559,51
13560,39
13561,56
13562,52
13563,44
13564,54
13565,50
13566,50
13567,55
13568,29
13569,25
13570,40
13571,37
13572,46
13573,44
13574,52
13575,64
13576,42
13577,29
13578,66
13579,61
13580,53
13581,59
13582,55
13583,50
13584,53
13585,52
13586,65
13587,65
13588,52
13589,54
13590,52
13591,32
13592,56
13593,54
13594,54
13595,42
13596,23
13597,62
13598,56
13599,45
13600,61
13601,43
13602,50
13603,55
13604,54
13605,48
13606,64
13607,45
13608,47
13609,50
13610,60
13611,62
13612,22
13613,48
13614,50
13615,61
13616,47
13617,47
13618,31
13619,58
13620,62
13621,53
13622,58
13623,48
13624,51
13625,46
13626,52
13627,52
13628,57
13629,56
13630,46
13631,62
13632,63
13633,62
13634,65
13635,25
13636,53
13637,60
13638,21
13639,46
13640,31
13641,50
13642,62
13643,59
13644,57
13645,61
13646,61
13647,54
13648,57
13649,51
13650,52
13651,54
13652,55
13653,56
13654,61
13655,62
13656,60
13657,35
13658,56
13659,57
13660,57
13661,56
13662,32
13663,63
13664,56
13665,49
13666,39
13667,31
13668,31
13669,64
13670,55
13671,62
13672,56
13673,40
13674,56
13675,61
13676,54
13677,52
13678,46
13679,47
13680,66
13681,55
13682,57
13683,40
13684,58
13685,62
13686,39
13687,55
13688,61
13689,55
13690,46
13691,62
13692,56
13693,58
13694,58
13695,59
13696,38
13697,54
13698,52
13699,56
13700,54
13701,53
13702,52
13703,53
13704,62
13705,58
13706,56
13707,56
13708,52
13709,55
13710,53
13711,64
13712,37
13713,46
13714,57
13715,68
13716,60
13717,49
13718,48
13719,48
13720,24
13721,74
13722,54
13723,47
13724,13
13725,57
13726,52
13727,52
13728,55
13729,44
13730,63
13731,66
13732,31
13733,46
13734,60
13735,55
13736,58
13737,57
13738,62
13739,51
13740,47
13741,21
13742,59
13743,62
13744,46
13745,56
13746,65
13747,49
13748,52
13749,55
13750,58
13751,57
13752,45
13753,55
13754,54
13755,45
13756,51
13757,44
13758,52
13759,59
13760,62
13761,53
13762,64
13763,45
13764,40
13765,58
13766,63
13767,50
13768,52
13769,65
13770,65
13771,67
13772,60
13773,56
13774,47
13775,48
13776,50
13777,63
13778,46
13779,27
13780,51
13781,52
13782,43
13783,49
13784,34
13785,64
13786,48
13787,35
13788,47
13789,47
13790,67
13791,56
13792,57
13793,51
13794,43
13795,58
13796,52
13797,57
13798,45
13799,43
13800,51
13801,61
13802,52
13803,49
13804,42
13805,62
13806,42
13807,65
13808,51
13809,54
13810,57
13811,62
13812,48
13813,54
13814,57
13815,58
13816,55
13817,46
13818,49
13819,63
13820,58
13821,58
13822,38
13823,58
13824,59
13825,51
13826,59
13827,52
13828,56
13829,45
13830,60
13831,64
13832,62
13833,45
13834,60
13835,33
13836,68
13837,31
13838,56
13839,57
13840,56
13841,49
13842,52
13843,52
13844,49
13845,64
13846,53
13847,66
13848,59
13849,66
13850,57
13851,25
13852,54
13853,62
13854,34
13855,40
13856,35
13857,51
13858,64
13859,55
13860,50
13861,26
13862,60
13863,50
13864,61
13865,61
13866,59
13867,64
13868,51
13869,56
13870,43
13871,42
13872,42
13873,33
13874,58
13875,43
13876,52
13877,58
13878,61
13879,41
13880,65
13881,44
13882,58
13883,56
13884,49
13885,60
13886,54
13887,51
13888,65
13889,54
13890,18
13891,46
13892,61
13893,40
13894,51
13895,51
13896,47
13897,68
13898,43
13899,50
13900,55
13901,53
13902,47
13903,58
13904,50
13905,60
13906,55
13907,57
13908,30
13909,47
13910,53
13911,62
13912,58
13913,58
13914,56
13915,29
13916,44
13917,58
13918,22
13919,58
13920,41
13921,55
13922,46
13923,46
13924,66
13925,59
13926,53
13927,47
13928,44
13929,50
13930,22
13931,58
13932,56
13933,26
13934,55
13935,56
13936,58
13937,61
13938,33
13939,49
13940,53
13941,67
13942,49
13943,41
13944,50
13945,52
13946,56
13947,50
13948,37
13949,32
13950,59
13951,44
13952,55
13953,28
13954,32
13955,32
13956,55
13957,68
13958,53
13959,49
13960,32
13961,51
13962,50
13963,52
13964,53
13965,68
13966,67
13967,60
13968,26
13969,54
13970,59
13971,45
13972,44
13973,63
13974,63
13975,45
13976,58
13977,24
13978,32
13979,49
13980,44
13981,37
13982,33
13983,58
13984,64
13985,63
13986,60
13987,54
13988,50
13989,50
13990,54
13991,63
13992,53
13993,43
13994,50
13995,62
13996,39
13997,60
13998,60
13999,59
14000,49
14001,39
14002,59
14003,50
14004,54
14005,52
14006,55
14007,45
14008,55
14009,60
14010,54
14011,54
14012,43
14013,54
14014,56
14015,63
14016,43
14017,52
14018,56
14019,43
14020,63
14021,54
14022,53
14023,62
14024,55
14025,55
14026,55
14027,59
14028,49
14029,40
14030,69
14031,54
14032,53
14033,58
14034,25
14035,53
14036,28
14037,25
14038,55
14039,48
14040,39
14041,21
14042,50
14043,53
14044,25
14045,54
14046,47
14047,62
14048,58
14049,55
14050,50
14051,62
14052,48
14053,62
14054,28
14055,60
14056,64
14057,50
14058,58
14059,55
14060,52
14061,49
14062,45
14063,51
14064,52
14065,56
14066,56
14067,50
14068,61
14069,66
14070,53
14071,49
14072,60
14073,56
14074,53
14075,24
14076,24
14077,56
14078,68
14079,40
14080,49
14081,59
14082,50
14083,59
14084,56
14085,53
14086,66
14087,56
14088,53
14089,44
14090,63
14091,47
14092,48
14093,52
14094,46
14095,52
14096,57
14097,56
14098,56
14099,55
14100,27
14101,34
14102,60
14103,33
14104,37
14105,58
14106,33
14107,47
14108,41
14109,56
14110,50
14111,64
14112,61
14113,42
14114,59
14115,55
14116,58
14117,53
14118,61
14119,56
14120,61
14121,56
14122,63
14123,24
14124,49
14125,46
14126,47
14127,47
14128,54
14129,57
14130,49
14131,67
14132,57
14133,40
14134,41
14135,40
14136,52
14137,54
14138,51
14139,59
14140,60
14141,61
14142,58
14143,37
14144,60
14145,46
14146,63
14147,50
14148,60
14149,59
14150,33
14151,52
14152,65
14153,30
14154,49
14155,52
14156,39
14157,25
14158,53
14159,63
14160,49
14161,39
14162,48
14163,51
14164,45
14165,56
14166,26
14167,50
14168,35
14169,56
14170,59
14171,58
14172,51
14173,37
14174,56
14175,58
14176,50
14177,55
14178,55
14179,50
14180,65
14181,47
14182,51
14183,49
14184,50
14185,48
14186,30
14187,44
14188,57
14189,55
14190,54
14191,35
14192,57
14193,38
