,Balance
11395,61
11396,67
11397,61
11398,78
11399,71
11400,66
11401,53
11402,31
11403,37
11404,92
11405,80
11406,36
11407,70
11408,74
11409,82
11410,32
11411,57
11412,78
11413,87
11414,82
11415,71
11416,58
11417,66
11418,80
11419,76
11420,72
11421,62
11422,76
11423,52
11424,52
11425,76
11426,61
11427,52
11428,64
11429,70
11430,71
11431,80
11432,76
11433,77
11434,82
11435,51
11436,76
11437,83
11438,48
11439,77
11440,61
11441,47
11442,83
11443,75
11444,78
11445,65
11446,51
11447,76
11448,69
11449,80
11450,30
11451,72
11452,79
11453,83
11454,91
11455,72
11456,81
11457,60
11458,91
11459,33
11460,58
11461,74
11462,66
11463,77
11464,56
11465,60
11466,64
11467,80
11468,69
11469,37
11470,63
11471,87
11472,82
11473,50
11474,85
11475,85
11476,73
11477,45
11478,80
11479,51
11480,67
11481,83
11482,48
11483,61
11484,30
11485,71
11486,75
11487,70
11488,72
11489,63
11490,48
11491,68
11492,37
11493,75
11494,33
11495,34
11496,69
11497,70
11498,50
11499,64
11500,66
11501,66
11502,73
11503,75
11504,69
11505,71
11506,59
11507,65
11508,59
11509,62
11510,77
11511,85
11512,48
11513,53
11514,34
11515,69
11516,76
11517,64
11518,69
11519,81
11520,61
11521,65
11522,84
11523,81
11524,82
11525,71
11526,71
11527,33
11528,74
11529,55
11530,78
11531,74
11532,65
11533,84
11534,65
11535,67
11536,42
11537,63
11538,65
11539,82
11540,39
11541,78
11542,34
11543,65
11544,59
11545,66
11546,42
11547,86
11548,55
11549,65
11550,65
11551,51
11552,32
11553,54
11554,73
11555,50
11556,59
11557,38
11558,45
11559,42
11560,64
11561,83
11562,65
11563,65
11564,50
11565,57
11566,58
11567,58
11568,70
11569,66
11570,70
11571,71
11572,64
11573,76
11574,63
11575,73
11576,79
11577,79
11578,67
11579,43
11580,68
11581,50
11582,65
11583,62
11584,75
11585,43
11586,57
11587,31
11588,74
11589,66
11590,70
11591,30
11592,58
11593,70
11594,78
11595,68
11596,48
11597,62
11598,64
11599,74
11600,66
11601,68
11602,72
11603,40
11604,72
11605,56
11606,71
11607,60
11608,63
11609,51
11610,70
11611,78
11612,81
11613,78
11614,69
11615,60
11616,71
11617,72
11618,61
11619,69
11620,39
11621,53
11622,72
11623,74
11624,62
11625,60
11626,40
11627,32
11628,32
11629,44
11630,76
11631,74
11632,59
11633,63
11634,30
11635,75
11636,72
11637,75
11638,67
11639,60
11640,75
11641,56
11642,68
11643,59
11644,60
11645,66
11646,22
11647,59
11648,81
11649,76
11650,34
11651,70
11652,44
11653,53
11654,71
11655,62
11656,57
11657,93
11658,70
11659,74
11660,83
11661,64
11662,78
11663,71
11664,36
11665,79
11666,82
11667,70
11668,74
11669,69
11670,91
11671,51
11672,72
11673,35
11674,67
11675,75
11676,26
11677,56
11678,65
11679,65
11680,56
11681,67
11682,49
11683,65
11684,68
11685,79
11686,68
11687,55
11688,60
11689,55
11690,61
11691,47
11692,71
11693,77
11694,60
11695,71
11696,38
11697,65
11698,59
11699,49
11700,66
11701,52
11702,50
11703,68
11704,34
11705,80
11706,74
11707,90
11708,76
11709,42
11710,64
11711,74
11712,65
11713,32
11714,58
11715,52
11716,67
11717,60
11718,73
11719,56
11720,34
11721,80
11722,50
11723,74
11724,44
11725,69
11726,69
11727,55
11728,73
11729,69
11730,69
11731,54
11732,55
11733,72
11734,56
11735,78
11736,75
11737,69
11738,56
11739,71
11740,66
11741,52
11742,42
11743,59
11744,61
11745,79
11746,63
11747,69
11748,74
11749,62
11750,42
11751,24
11752,44
11753,52
11754,76
11755,72
11756,57
11757,66
11758,71
11759,60
11760,53
11761,54
11762,65
11763,80
11764,70
11765,56
11766,80
11767,67
11768,56
11769,56
11770,68
11771,79
11772,69
11773,74
11774,34
11775,84
11776,68
11777,75
11778,53
11779,48
11780,57
11781,57
11782,62
11783,64
11784,53
11785,79
11786,58
11787,41
11788,56
11789,63
11790,55
11791,43
11792,56
11793,45
11794,75
11795,69
11796,55
11797,60
11798,66
11799,81
11800,67
11801,66
11802,54
11803,77
11804,67
11805,40
11806,64
11807,73
11808,67
11809,86
11810,61
11811,32
11812,66
11813,74
11814,60
11815,38
11816,67
11817,70
11818,72
11819,73
11820,40
11821,61
11822,45
11823,68
11824,67
11825,52
11826,73
11827,62
11828,70
11829,77
11830,72
11831,66
11832,66
11833,59
11834,51
11835,48
11836,69
11837,52
11838,65
11839,65
11840,65
11841,32
11842,70
11843,71
11844,72
11845,72
11846,62
11847,34
11848,83
11849,65
11850,59
11851,69
11852,68
11853,57
11854,54
11855,65
11856,55
11857,54
11858,71
11859,59
11860,73
11861,77
11862,74
11863,64
11864,72
11865,76
11866,70
11867,81
11868,60
11869,52
11870,68
11871,51
11872,73
11873,60
11874,70
11875,69
11876,73
11877,48
11878,86
11879,60
11880,80
11881,48
11882,42
11883,42
11884,56
11885,35
11886,64
11887,52
11888,81
11889,58
11890,65
11891,64
11892,59
11893,58
11894,50
11895,55
11896,54
11897,69
11898,62
11899,94
11900,56
11901,27
11902,74
11903,67
11904,56
11905,59
11906,62
11907,72
11908,75
11909,73
11910,82
11911,45
11912,24
11913,72
11914,85
11915,67
11916,63
11917,80
11918,66
11919,51
11920,40
11921,59
11922,73
11923,68
11924,75
11925,78
11926,92
11927,28
11928,55
11929,91
11930,60
11931,54
11932,43
11933,66
11934,66
11935,77
11936,32
11937,52
11938,76
11939,88
11940,58
11941,51
11942,58
11943,31
11944,69
11945,75
11946,69
11947,73
11948,75
11949,31
11950,72
11951,37
11952,48
11953,50
11954,72
11955,74
11956,68
11957,49
11958,82
11959,70
11960,77
11961,57
11962,64
11963,69
11964,83
11965,70
11966,73
11967,74
11968,72
11969,61
11970,70
11971,56
11972,45
11973,80
11974,43
11975,79
11976,30
11977,60
11978,65
11979,56
11980,63
11981,27
11982,50
11983,51
11984,72
11985,72
11986,63
11987,74
11988,56
11989,38
11990,60
11991,72
11992,64
11993,72
11994,70
11995,68
11996,64
11997,60
11998,50
11999,70
12000,72
12001,43
12002,74
12003,74
12004,56
12005,66
12006,72
12007,50
12008,52
12009,64
12010,74
12011,71
12012,39
12013,62
12014,69
12015,90
12016,65
12017,75
12018,55
12019,58
12020,63
12021,89
12022,90
12023,57
12024,54
12025,58
12026,34
12027,41
12028,63
12029,72
12030,68
12031,56
12032,66
12033,31
12034,71
12035,61
12036,61
12037,38
12038,63
12039,52
12040,44
12041,69
12042,64
12043,69
12044,57
12045,49
12046,40
12047,65
12048,70
12049,59
12050,66
12051,44
12052,77
12053,54
12054,73
12055,63
12056,74
12057,49
12058,65
12059,80
12060,56
12061,79
12062,53
12063,87
12064,78
12065,28
12066,85
12067,28
12068,50
12069,65
12070,78
12071,57
12072,61
12073,68
12074,70
12075,29
12076,70
12077,74
12078,58
12079,51
12080,70
12081,34
12082,66
12083,86
12084,65
12085,72
12086,56
12087,56
12088,61
12089,40
12090,64
12091,79
12092,53
12093,71
12094,60
12095,62
12096,58
12097,61
12098,71
12099,74
12100,73
12101,84
12102,62
12103,63
12104,68
12105,55
12106,57
12107,74
12108,67
12109,72
12110,52
12111,62
12112,77
12113,73
12114,75
12115,79
12116,72
12117,70
12118,76
12119,56
12120,57
12121,67
12122,53
12123,42
12124,62
12125,81
12126,74
12127,78
12128,72
12129,50
12130,69
12131,64
12132,67
12133,79
12134,34
12135,33
12136,65
12137,69
12138,69
12139,54
12140,57
12141,84
12142,78
12143,62
12144,51
12145,65
12146,77
12147,36
12148,67
12149,79
12150,81
12151,44
12152,62
12153,68
12154,71
12155,52
12156,54
12157,69
12158,62
12159,72
12160,75
12161,53
12162,69
12163,55
12164,61
12165,24
12166,73
12167,74
12168,71
12169,77
12170,89
12171,78
12172,54
12173,65
12174,83
12175,69
12176,68
12177,71
12178,64
12179,87
12180,82
12181,70
12182,65
12183,61
12184,66
12185,76
12186,66
12187,72
12188,86
12189,86
12190,60
12191,73
12192,72
12193,42
12194,67
12195,53
12196,63
12197,65
12198,36
12199,46
12200,84
12201,60
12202,63
12203,47
12204,71
12205,24
12206,53
12207,54
12208,67
12209,48
12210,64
12211,45
12212,70
12213,72
12214,33
12215,68
12216,79
12217,88
12218,58
12219,70
12220,61
12221,69
12222,48
12223,54
12224,32
12225,70
12226,83
12227,32
12228,69
12229,58
12230,77
12231,56
12232,84
12233,42
12234,39
12235,55
12236,75
12237,53
12238,62
12239,66
12240,66
12241,22
12242,61
12243,52
12244,58
12245,72
12246,43
12247,52
12248,64
12249,54
12250,63
12251,58
12252,61
12253,75
12254,45
12255,68
12256,83
12257,67
12258,67
12259,77
12260,78
12261,46
12262,62
12263,70
12264,69
12265,72
12266,45
12267,21
12268,72
12269,87
12270,48
12271,67
12272,78
12273,87
12274,73
12275,62
12276,67
12277,74
12278,58
12279,52
12280,54
12281,77
12282,41
12283,52
12284,45
12285,56
12286,62
12287,77
12288,75
12289,69
12290,63
12291,63
12292,70
12293,62
12294,57
12295,85
12296,82
12297,68
12298,62
12299,82
12300,60
12301,56
12302,62
12303,77
12304,72
12305,50
12306,63
12307,67
12308,91
12309,44
12310,64
12311,38
12312,69
12313,60
12314,80
12315,25
12316,40
12317,68
12318,74
12319,86
12320,60
12321,62
12322,67
12323,58
12324,64
12325,61
12326,49
12327,68
12328,62
12329,71
12330,67
12331,41
12332,54
12333,77
12334,56
12335,79
12336,38
12337,40
12338,68
12339,47
12340,55
12341,79
12342,79
12343,63
12344,90
12345,63
12346,67
12347,53
12348,65
12349,57
12350,72
12351,56
12352,80
12353,56
12354,67
12355,70
12356,79
12357,70
12358,71
12359,43
12360,66
12361,34
12362,55
12363,83
12364,84
12365,46
12366,78
12367,73
12368,68
12369,60
12370,63
12371,54
12372,47
12373,66
12374,68
12375,75
12376,70
12377,52
12378,67
12379,82
12380,68
12381,60
12382,75
12383,73
12384,54
12385,73
12386,50
12387,53
12388,59
12389,27
12390,51
12391,71
12392,49
12393,49
12394,69
12395,72
12396,70
12397,78
12398,53
12399,52
12400,66
12401,61
12402,60
12403,58
12404,50
12405,77
12406,27
12407,68
12408,74
12409,65
12410,60
12411,37
12412,71
12413,61
12414,54
12415,71
12416,79
12417,77
12418,69
12419,63
12420,81
12421,68
12422,45
12423,71
12424,73
12425,74
12426,30
12427,87
12428,78
12429,81
12430,53
12431,58
12432,68
12433,55
12434,76
12435,78
12436,68
12437,37
12438,79
12439,51
12440,90
12441,37
12442,46
12443,71
12444,71
12445,75
12446,68
12447,42
12448,56
12449,71
12450,77
12451,66
12452,63
12453,90
12454,66
12455,69
12456,74
12457,64
12458,70
12459,58
12460,44
12461,58
12462,49
12463,78
12464,73
12465,62
12466,87
12467,77
12468,59
12469,60
12470,36
12471,58
12472,77
12473,65
12474,58
12475,64
12476,57
12477,78
12478,76
12479,74
12480,74
12481,31
12482,36
12483,69
12484,59
12485,73
12486,50
12487,74
12488,43
12489,20
12490,67
12491,84
12492,69
12493,77
12494,51
12495,51
12496,53
12497,64
12498,62
12499,59
12500,79
12501,59
12502,79
12503,40
12504,75
12505,72
12506,65
12507,83
12508,63
12509,84
12510,56
12511,60
12512,59
12513,53
12514,23
12515,81
12516,75
12517,26
12518,52
12519,62
12520,83
12521,47
12522,74
12523,73
12524,62
12525,60
12526,56
12527,69
12528,49
12529,74
12530,73
12531,74
12532,70
12533,52
12534,55
12535,54
12536,73
12537,79
12538,67
12539,71
12540,68
12541,30
12542,66
12543,74
12544,37
12545,35
12546,35
12547,57
12548,66
12549,60
12550,54
12551,64
12552,39
12553,82
12554,68
12555,44
12556,63
12557,40
12558,64
12559,65
12560,73
12561,51
12562,56
12563,55
12564,64
12565,82
12566,45
12567,68
12568,69
12569,52
12570,51
12571,55
12572,52
12573,81
12574,76
12575,47
12576,67
12577,72
12578,74
12579,77
12580,77
12581,76
12582,73
12583,47
12584,59
12585,55
12586,52
12587,60
12588,43
12589,47
12590,52
12591,59
12592,51
12593,35
12594,58
12595,67
12596,55
12597,55
12598,74
12599,87
12600,59
12601,53
12602,58
12603,58
12604,69
12605,76
12606,40
12607,66
12608,52
12609,77
12610,62
12611,69
12612,27
12613,65
12614,43
12615,48
12616,62
12617,76
12618,62
12619,47
12620,67
12621,76
12622,64
12623,67
12624,36
12625,84
12626,55
12627,45
12628,55
12629,70
12630,66
12631,68
12632,75
12633,31
12634,51
12635,71
12636,54
12637,38
12638,52
12639,78
12640,82
12641,82
12642,76
12643,58
12644,63
12645,58
12646,45
12647,76
12648,76
12649,71
12650,52
12651,64
12652,72
12653,68
12654,50
12655,48
12656,69
12657,61
12658,64
12659,29
12660,63
12661,58
12662,57
12663,32
12664,66
12665,67
12666,26
12667,74
12668,52
12669,66
12670,67
12671,87
12672,63
12673,61
12674,65
12675,63
12676,43
12677,64
12678,65
12679,61
12680,44
12681,60
12682,75
12683,72
12684,86
12685,54
12686,51
12687,93
12688,62
12689,56
12690,59
12691,46
12692,68
12693,56
12694,83
12695,73
12696,47
12697,68
12698,66
12699,66
12700,63
12701,77
12702,79
12703,70
12704,79
12705,78
12706,76
12707,63
12708,70
12709,39
12710,49
12711,51
12712,64
12713,48
12714,83
12715,68
12716,65
12717,39
12718,62
12719,78
12720,81
12721,34
12722,64
12723,92
12724,71
12725,77
12726,66
12727,79
12728,53
12729,65
12730,64
12731,65
12732,71
12733,52
12734,56
12735,86
12736,71
12737,38
12738,27
12739,30
12740,60
12741,58
12742,80
12743,89
12744,54
12745,87
12746,82
12747,45
12748,50
12749,69
12750,69
12751,50
12752,76
12753,72
12754,72
12755,44
12756,79
12757,74
12758,59
12759,35
12760,69
12761,73
12762,46
12763,55
12764,60
12765,63
12766,55
12767,70
12768,64
12769,79
12770,66
12771,80
12772,67
12773,79
12774,48
12775,53
12776,81
12777,72
12778,38
12779,67
12780,82
12781,72
12782,59
12783,46
12784,70
12785,84
12786,73
12787,90
12788,85
12789,61
12790,67
12791,68
12792,48
12793,56
12794,80
12795,64
12796,69
12797,69
12798,72
12799,73
12800,57
12801,57
12802,63
12803,54
12804,73
12805,57
12806,68
12807,72
12808,58
12809,75
12810,68
12811,85
12812,59
12813,33
12814,67
12815,70
12816,65
12817,88
12818,69
12819,58
12820,54
12821,60
12822,45
12823,59
12824,69
12825,41
12826,70
12827,71
12828,70
12829,32
12830,83
12831,61
12832,67
12833,68
12834,89
12835,66
12836,58
12837,65
12838,78
12839,78
12840,33
12841,49
12842,60
12843,73
12844,61
12845,77
12846,64
12847,53
12848,75
12849,61
12850,71
12851,55
12852,55
12853,37
12854,76
12855,62
12856,75
12857,64
12858,48
12859,83
12860,63
12861,51
12862,43
12863,58
12864,77
12865,74
12866,80
12867,70
12868,74
12869,73
12870,73
12871,60
12872,74
12873,65
12874,47
12875,78
12876,78
12877,53
12878,71
12879,65
12880,84
12881,37
12882,70
12883,62
12884,60
12885,89
12886,73
12887,68
12888,91
12889,64
12890,36
12891,85
12892,66
12893,81
12894,64
12895,79
12896,72
12897,57
12898,62
12899,87
12900,91
12901,49
12902,50
12903,50
12904,55
12905,81
12906,31
12907,81
12908,53
12909,51
12910,71
12911,66
12912,57
12913,75
12914,74
12915,35
12916,36
12917,68
12918,65
12919,74
12920,51
12921,71
12922,49
12923,55
12924,63
12925,76
12926,66
12927,45
12928,52
12929,76
12930,61
12931,69
12932,67
12933,52
12934,80
12935,79
12936,58
12937,89
12938,64
12939,71
12940,50
12941,70
12942,75
12943,65
12944,67
12945,59
12946,62
12947,63
12948,61
12949,72
12950,72
12951,77
12952,56
12953,33
12954,33
12955,56
12956,62
12957,60
12958,55
12959,70
12960,93
12961,40
12962,55
12963,81
12964,76
12965,66
12966,66
12967,70
12968,70
12969,35
12970,68
12971,70
12972,73
12973,47
12974,59
12975,66
12976,44
12977,74
12978,41
12979,72
12980,65
12981,79
12982,46
12983,70
12984,68
12985,30
12986,46
12987,55
12988,57
12989,60
12990,65
12991,66
12992,60
12993,72
12994,75
12995,32
12996,58
12997,50
12998,82
12999,78
13000,67
13001,31
13002,63
13003,75
13004,62
13005,62
13006,45
13007,45
13008,60
13009,60
13010,90
13011,74
13012,75
13013,31
13014,61
13015,39
13016,78
13017,65
13018,56
13019,69
13020,58
13021,75
13022,57
13023,64
13024,62
13025,64
13026,71
13027,61
13028,68
13029,77
13030,45
13031,75
13032,40
13033,66
13034,51
13035,77
13036,66
13037,40
13038,63
13039,63
13040,56
13041,62
13042,65
13043,45
13044,77
13045,66
13046,31
13047,67
13048,78
13049,65
13050,73
13051,51
13052,61
13053,65
13054,73
13055,52
13056,52
13057,75
13058,75
13059,73
13060,63
13061,64
13062,50
13063,62
13064,66
13065,75
13066,63
13067,47
13068,73
13069,66
13070,83
13071,57
13072,85
13073,71
13074,67
13075,74
13076,62
13077,61
13078,74
13079,67
13080,84
13081,54
13082,75
13083,61
13084,57
13085,59
13086,37
13087,65
13088,73
13089,67
13090,72
13091,80
13092,68
13093,63
13094,69
13095,78
13096,65
13097,60
13098,76
13099,65
13100,72
13101,77
13102,84
13103,68
13104,79
13105,65
13106,71
13107,71
13108,46
13109,55
13110,87
13111,56
13112,59
13113,65
13114,64
13115,41
13116,58
13117,48
13118,85
13119,55
13120,71
13121,70
13122,80
13123,68
13124,65
13125,64
13126,66
13127,64
13128,58
13129,54
13130,74
13131,54
13132,76
13133,57
13134,48
13135,55
13136,52
13137,60
13138,65
13139,51
13140,67
13141,71
13142,90
13143,70
13144,47
13145,74
13146,64
13147,73
13148,79
13149,51
13150,60
13151,38
13152,70
13153,66
13154,60
13155,28
13156,79
13157,62
13158,62
13159,68
13160,42
13161,67
13162,74
13163,74
13164,44
13165,81
13166,69
13167,81
13168,78
13169,72
13170,66
13171,71
13172,73
13173,45
13174,68
13175,71
13176,65
13177,73
13178,64
13179,74
13180,65
13181,62
13182,69
13183,68
13184,64
13185,72
13186,68
13187,45
13188,31
13189,87
13190,61
13191,38
13192,67
13193,48
13194,59
13195,86
13196,67
13197,70
13198,65
13199,48
13200,55
13201,81
13202,87
13203,70
13204,62
13205,46
13206,60
13207,48
13208,39
13209,39
13210,37
13211,66
13212,70
13213,22
13214,70
13215,59
13216,73
13217,82
13218,22
13219,71
13220,59
13221,67
13222,79
13223,53
13224,75
13225,75
13226,81
13227,63
13228,64
13229,68
13230,66
13231,73
13232,90
13233,66
13234,35
13235,68
13236,36
13237,57
13238,63
13239,51
13240,45
13241,60
13242,58
13243,74
13244,82
13245,56
13246,64
13247,63
13248,53
13249,44
13250,62
13251,61
13252,52
13253,60
13254,62
13255,84
13256,76
13257,26
13258,52
13259,62
13260,62
13261,54
13262,73
13263,64
13264,65
13265,55
13266,53
13267,69
13268,68
13269,79
13270,48
13271,76
13272,75
13273,64
13274,72
13275,53
13276,74
13277,69
13278,43
13279,58
13280,54
13281,71
13282,73
13283,65
13284,68
13285,77
13286,84
13287,76
13288,50
13289,75
13290,53
13291,62
13292,39
13293,69
13294,58
13295,76
13296,63
13297,80
13298,78
13299,30
13300,66
13301,69
13302,77
13303,60
13304,59
13305,61
13306,50
13307,59
13308,77
13309,72
13310,80
13311,80
13312,74
13313,72
13314,67
13315,74
13316,53
13317,72
13318,58
13319,61
13320,75
13321,40
13322,79
13323,52
13324,80
13325,58
13326,73
13327,66
13328,57
13329,57
13330,66
13331,69
13332,76
13333,57
13334,74
13335,68
13336,60
13337,68
13338,73
13339,47
13340,53
13341,44
13342,59
13343,65
13344,72
13345,71
13346,64
13347,72
13348,85
13349,67
13350,66
13351,70
13352,84
13353,69
13354,78
13355,71
13356,67
13357,64
13358,78
13359,67
13360,73
13361,73
13362,73
13363,78
13364,52
13365,36
13366,73
13367,47
13368,23
13369,44
13370,57
13371,35
13372,73
13373,84
13374,60
13375,82
13376,65
13377,57
13378,67
13379,34
13380,73
13381,63
13382,66
13383,42
13384,67
13385,74
13386,72
13387,72
13388,62
13389,79
13390,78
13391,64
13392,60
13393,57
13394,58
13395,66
13396,58
13397,61
13398,57
13399,50
13400,57
13401,44
13402,65
13403,68
13404,69
13405,51
13406,63
13407,74
13408,72
13409,73
13410,74
13411,75
13412,47
13413,47
13414,78
13415,58
13416,50
13417,28
13418,82
13419,68
13420,76
13421,67
13422,86
13423,68
13424,64
13425,70
13426,85
13427,47
13428,83
13429,60
13430,36
13431,66
13432,64
13433,69
13434,66
13435,51
13436,53
13437,62
13438,62
13439,81
13440,40
13441,27
13442,50
13443,88
13444,43
13445,66
13446,69
13447,71
13448,64
13449,74
13450,45
13451,83
13452,62
13453,62
13454,68
13455,65
13456,71
13457,88
13458,58
13459,63
13460,61
13461,69
13462,72
13463,73
13464,73
13465,68
13466,76
13467,50
13468,74
13469,52
13470,63
13471,66
13472,67
13473,64
13474,39
13475,70
13476,71
13477,77
13478,69
13479,75
13480,51
13481,78
13482,48
13483,68
13484,45
13485,68
13486,45
13487,75
13488,69
13489,69
13490,56
13491,86
13492,78
13493,52
13494,67
13495,52
13496,75
13497,68
13498,28
13499,77
13500,66
13501,64
13502,72
13503,65
13504,62
13505,68
13506,73
13507,70
13508,59
13509,75
13510,68
13511,75
13512,91
13513,76
13514,60
13515,60
13516,56
13517,64
13518,65
13519,71
13520,69
13521,58
13522,82
13523,69
13524,71
13525,72
13526,75
13527,78
13528,76
13529,70
13530,73
13531,40
13532,38
13533,48
13534,47
13535,70
13536,74
13537,71
13538,79
13539,65
13540,69
13541,73
13542,64
13543,68
13544,45
13545,63
13546,55
13547,80
13548,58
13549,78
13550,45
13551,89
13552,68
13553,47
13554,65
13555,55
13556,40
13557,79
13558,77
13559,81
13560,77
13561,76
13562,67
13563,78
13564,65
13565,48
13566,48
13567,72
13568,46
13569,22
13570,49
13571,48
13572,66
13573,72
13574,85
13575,83
13576,65
13577,57
13578,80
13579,77
13580,73
13581,80
13582,66
13583,68
13584,55
13585,61
13586,59
13587,60
13588,70
13589,75
13590,62
13591,38
13592,70
13593,76
13594,34
13595,57
13596,60
13597,66
13598,34
13599,61
13600,68
13601,56
13602,55
13603,46
13604,81
13605,94
13606,42
13607,74
13608,70
13609,65
13610,65
13611,59
13612,44
13613,69
13614,68
13615,67
13616,61
13617,61
13618,29
13619,87
13620,39
13621,54
13622,64
13623,76
13624,61
13625,73
13626,69
13627,63
13628,68
13629,49
13630,58
13631,70
13632,79
13633,76
13634,67
13635,62
13636,60
13637,54
13638,29
13639,66
13640,28
13641,67
13642,60
13643,56
13644,61
13645,61
13646,73
13647,70
13648,56
13649,83
13650,68
13651,64
13652,62
13653,49
13654,58
13655,68
13656,72
13657,64
13658,68
13659,88
13660,42
13661,70
13662,40
13663,65
13664,69
13665,73
13666,57
13667,21
13668,21
13669,70
13670,71
13671,30
13672,82
13673,55
13674,70
13675,74
13676,67
13677,79
13678,60
13679,77
13680,60
13681,76
13682,58
13683,50
13684,64
13685,60
13686,69
13687,68
13688,64
13689,65
13690,74
13691,75
13692,72
13693,57
13694,81
13695,59
13696,52
13697,78
13698,82
13699,53
13700,35
13701,43
13702,65
13703,60
13704,63
13705,66
13706,51
13707,76
13708,64
13709,63
13710,64
13711,69
13712,29
13713,62
13714,57
13715,76
13716,65
13717,70
13718,73
13719,73
13720,42
13721,70
13722,68
13723,57
13724,37
13725,85
13726,69
13727,77
13728,66
13729,79
13730,78
13731,73
13732,66
13733,66
13734,71
13735,55
13736,67
13737,75
13738,38
13739,69
13740,35
13741,53
13742,60
13743,76
13744,63
13745,78
13746,91
13747,65
13748,78
13749,50
13750,72
13751,74
13752,61
13753,86
13754,67
13755,77
13756,81
13757,58
13758,64
13759,61
13760,70
13761,90
13762,71
13763,69
13764,42
13765,64
13766,80
13767,59
13768,49
13769,67
13770,67
13771,64
13772,83
13773,75
13774,61
13775,70
13776,70
13777,68
13778,36
13779,49
13780,48
13781,74
13782,59
13783,49
13784,69
13785,68
13786,81
13787,74
13788,63
13789,68
13790,70
13791,65
13792,59
13793,69
13794,45
13795,53
13796,61
13797,67
13798,70
13799,43
13800,65
13801,69
13802,65
13803,67
13804,69
13805,73
13806,49
13807,64
13808,69
13809,51
13810,48
13811,77
13812,53
13813,80
13814,77
13815,75
13816,67
13817,53
13818,81
13819,70
13820,55
13821,55
13822,60
13823,69
13824,85
13825,72
13826,58
13827,61
13828,57
13829,57
13830,80
13831,63
13832,66
13833,67
13834,78
13835,49
13836,77
13837,43
13838,80
13839,73
13840,39
13841,77
13842,68
13843,49
13844,69
13845,61
13846,60
13847,69
13848,56
13849,72
13850,78
13851,46
13852,69
13853,68
13854,28
13855,65
13856,52
13857,67
13858,62
13859,46
13860,61
13861,44
13862,66
13863,57
13864,84
13865,54
13866,52
13867,59
13868,77
13869,79
13870,62
13871,65
13872,65
13873,21
13874,72
13875,54
13876,81
13877,44
13878,63
13879,66
13880,79
13881,52
13882,73
13883,84
13884,76
13885,62
13886,75
13887,62
13888,82
13889,73
13890,34
13891,66
13892,51
13893,72
13894,78
13895,52
13896,69
13897,91
13898,77
13899,67
13900,46
13901,43
13902,71
13903,72
13904,67
13905,62
13906,73
13907,64
13908,50
13909,69
13910,54
13911,67
13912,68
13913,50
13914,70
13915,22
13916,50
13917,70
13918,45
13919,58
13920,55
13921,78
13922,63
13923,63
13924,65
13925,54
13926,71
13927,66
13928,62
13929,76
13930,56
13931,67
13932,80
13933,54
13934,63
13935,71
13936,65
13937,90
13938,40
13939,68
13940,68
13941,60
13942,83
13943,61
13944,75
13945,72
13946,63
13947,53
13948,66
13949,34
13950,58
13951,64
13952,60
13953,65
13954,46
13955,42
13956,60
13957,24
13958,70
13959,57
13960,61
13961,81
13962,81
13963,66
13964,56
13965,62
13966,55
13967,62
13968,22
13969,63
13970,65
13971,63
13972,76
13973,78
13974,78
13975,68
13976,55
13977,51
13978,53
13979,67
13980,74
13981,47
13982,40
13983,67
13984,56
13985,70
13986,60
13987,46
13988,54
13989,55
13990,50
13991,66
13992,72
13993,41
13994,67
13995,62
13996,64
13997,67
13998,63
13999,69
14000,68
14001,38
14002,48
14003,57
14004,53
14005,66
14006,80
14007,46
14008,70
14009,74
14010,66
14011,68
14012,76
14013,48
14014,69
14015,52
14016,72
14017,54
14018,60
14019,60
14020,79
14021,72
14022,56
14023,72
14024,53
14025,53
14026,51
14027,36
14028,78
14029,61
14030,58
14031,64
14032,66
14033,66
14034,33
14035,75
14036,45
14037,60
14038,53
14039,78
14040,78
14041,42
14042,52
14043,75
14044,41
14045,65
14046,71
14047,61
14048,84
14049,74
14050,80
14051,55
14052,70
14053,61
14054,63
14055,86
14056,71
14057,82
14058,51
14059,76
14060,64
14061,81
14062,64
14063,50
14064,74
14065,58
14066,64
14067,70
14068,68
14069,58
14070,83
14071,76
14072,65
14073,57
14074,77
14075,45
14076,45
14077,73
14078,72
14079,78
14080,70
14081,57
14082,50
14083,75
14084,68
14085,63
14086,60
14087,64
14088,56
14089,28
14090,66
14091,71
14092,48
14093,69
14094,57
14095,62
14096,62
14097,86
14098,41
14099,71
14100,27
14101,72
14102,60
14103,82
14104,89
14105,73
14106,45
14107,73
14108,73
14109,81
14110,63
14111,56
14112,41
14113,70
14114,53
14115,72
14116,80
14117,38
14118,70
14119,68
14120,70
14121,72
14122,69
14123,38
14124,49
14125,72
14126,65
14127,65
14128,61
14129,86
14130,65
14131,54
14132,90
14133,54
14134,67
14135,73
14136,63
14137,64
14138,61
14139,50
14140,58
14141,82
14142,77
14143,65
14144,76
14145,90
14146,63
14147,76
14148,66
14149,70
14150,65
14151,57
14152,62
14153,58
14154,78
14155,77
14156,80
14157,35
14158,66
14159,47
14160,63
14161,65
14162,51
14163,38
14164,53
14165,83
14166,65
14167,65
14168,54
14169,72
14170,79
14171,65
14172,78
14173,58
14174,50
14175,50
14176,61
14177,33
14178,33
14179,57
14180,63
14181,67
14182,29
14183,67
14184,80
14185,74
14186,51
14187,84
14188,56
14189,77
14190,72
14191,43
14192,46
14193,37
