,Aggression
11391,64
11392,20
11393,41
11394,76
11395,67
11396,33
11397,27
11398,29
11399,61
11400,78
11401,65
11402,68
11403,32
11404,69
11405,57
11406,72
11407,60
11408,50
11409,55
11410,14
11411,60
11412,58
11413,32
11414,52
11415,31
11416,32
11417,73
11418,60
11419,64
11420,62
11421,60
11422,40
11423,32
11424,32
11425,59
11426,60
11427,21
11428,58
11429,70
11430,58
11431,65
11432,60
11433,47
11434,31
11435,63
11436,70
11437,32
11438,59
11439,71
11440,69
11441,61
11442,62
11443,45
11444,47
11445,44
11446,66
11447,37
11448,59
11449,39
11450,36
11451,56
11452,45
11453,55
11454,65
11455,55
11456,38
11457,70
11458,49
11459,17
11460,65
11461,55
11462,66
11463,64
11464,57
11465,58
11466,68
11467,29
11468,77
11469,53
11470,68
11471,37
11472,54
11473,69
11474,46
11475,46
11476,56
11477,66
11478,63
11479,26
11480,62
11481,48
11482,70
11483,69
11484,68
11485,23
11486,72
11487,63
11488,48
11489,63
11490,72
11491,67
11492,62
11493,71
11494,56
11495,53
11496,63
11497,34
11498,76
11499,39
11500,64
11501,71
11502,65
11503,42
11504,29
11505,33
11506,53
11507,43
11508,54
11509,60
11510,47
11511,49
11512,49
11513,63
11514,36
11515,69
11516,40
11517,56
11518,77
11519,52
11520,29
11521,48
11522,33
11523,47
11524,49
11525,69
11526,69
11527,65
11528,75
11529,59
11530,74
11531,71
11532,63
11533,55
11534,48
11535,52
11536,19
11537,54
11538,71
11539,43
11540,17
11541,36
11542,73
11543,16
11544,69
11545,29
11546,25
11547,36
11548,68
11549,65
11550,65
11551,27
11552,77
11553,59
11554,68
11555,19
11556,70
11557,81
11558,36
11559,58
11560,62
11561,33
11562,60
11563,64
11564,55
11565,20
11566,59
11567,26
11568,59
11569,58
11570,49
11571,57
11572,68
11573,68
11574,63
11575,64
11576,72
11577,72
11578,62
11579,21
11580,51
11581,35
11582,45
11583,62
11584,41
11585,39
11586,61
11587,65
11588,33
11589,48
11590,63
11591,88
11592,57
11593,67
11594,60
11595,68
11596,61
11597,60
11598,59
11599,66
11600,65
11601,69
11602,49
11603,52
11604,53
11605,40
11606,31
11607,47
11608,60
11609,81
11610,53
11611,34
11612,38
11613,55
11614,63
11615,21
11616,79
11617,36
11618,35
11619,62
11620,24
11621,69
11622,42
11623,57
11624,59
11625,58
11626,35
11627,76
11628,76
11629,81
11630,57
11631,42
11632,66
11633,62
11634,30
11635,74
11636,37
11637,78
11638,59
11639,66
11640,49
11641,67
11642,48
11643,62
11644,74
11645,61
11646,26
11647,71
11648,68
11649,41
11650,74
11651,61
11652,32
11653,30
11654,45
11655,73
11656,64
11657,27
11658,55
11659,75
11660,30
11661,74
11662,63
11663,53
11664,12
11665,54
11666,74
11667,46
11668,32
11669,72
11670,31
11671,62
11672,70
11673,40
11674,56
11675,78
11676,19
11677,55
11678,59
11679,59
11680,24
11681,60
11682,51
11683,73
11684,85
11685,52
11686,61
11687,49
11688,60
11689,73
11690,75
11691,64
11692,46
11693,62
11694,65
11695,58
11696,68
11697,40
11698,70
11699,54
11700,46
11701,59
11702,20
11703,61
11704,60
11705,66
11706,51
11707,36
11708,59
11709,31
11710,65
11711,39
11712,63
11713,17
11714,72
11715,42
11716,74
11717,25
11718,60
11719,65
11720,60
11721,39
11722,26
11723,58
11724,27
11725,67
11726,61
11727,16
11728,59
11729,64
11730,64
11731,62
11732,68
11733,74
11734,68
11735,49
11736,58
11737,50
11738,60
11739,35
11740,50
11741,39
11742,63
11743,68
11744,66
11745,67
11746,66
11747,75
11748,64
11749,73
11750,56
11751,22
11752,28
11753,32
11754,52
11755,79
11756,70
11757,28
11758,81
11759,48
11760,44
11761,70
11762,53
11763,30
11764,72
11765,68
11766,56
11767,59
11768,46
11769,66
11770,71
11771,41
11772,38
11773,55
11774,79
11775,67
11776,59
11777,45
11778,20
11779,61
11780,63
11781,63
11782,80
11783,56
11784,64
11785,33
11786,23
11787,19
11788,63
11789,64
11790,33
11791,69
11792,46
11793,23
11794,59
11795,58
11796,60
11797,70
11798,65
11799,35
11800,59
11801,66
11802,71
11803,29
11804,40
11805,51
11806,64
11807,59
11808,72
11809,29
11810,65
11811,26
11812,64
11813,50
11814,72
11815,47
11816,62
11817,55
11818,65
11819,47
11820,30
11821,78
11822,72
11823,74
11824,53
11825,52
11826,66
11827,72
11828,66
11829,52
11830,49
11831,46
11832,46
11833,70
11834,60
11835,77
11836,52
11837,37
11838,29
11839,65
11840,70
11841,13
11842,75
11843,55
11844,49
11845,32
11846,32
11847,18
11848,75
11849,90
11850,65
11851,68
11852,39
11853,50
11854,59
11855,43
11856,24
11857,61
11858,82
11859,31
11860,49
11861,65
11862,31
11863,70
11864,70
11865,65
11866,56
11867,57
11868,67
11869,44
11870,57
11871,70
11872,34
11873,33
11874,45
11875,57
11876,28
11877,26
11878,78
11879,29
11880,77
11881,60
11882,36
11883,36
11884,74
11885,62
11886,45
11887,52
11888,38
11889,71
11890,70
11891,73
11892,49
11893,67
11894,81
11895,56
11896,17
11897,63
11898,38
11899,42
11900,20
11901,24
11902,63
11903,75
11904,75
11905,36
11906,62
11907,59
11908,53
11909,27
11910,54
11911,28
11912,27
11913,67
11914,44
11915,55
11916,67
11917,63
11918,61
11919,62
11920,72
11921,48
11922,61
11923,65
11924,37
11925,72
11926,65
11927,36
11928,57
11929,40
11930,33
11931,84
11932,61
11933,30
11934,30
11935,68
11936,39
11937,35
11938,68
11939,42
11940,51
11941,71
11942,41
11943,44
11944,72
11945,59
11946,69
11947,65
11948,67
11949,27
11950,58
11951,77
11952,51
11953,70
11954,49
11955,64
11956,64
11957,16
11958,59
11959,63
11960,53
11961,67
11962,70
11963,68
11964,30
11965,73
11966,63
11967,53
11968,49
11969,62
11970,62
11971,78
11972,18
11973,69
11974,47
11975,26
11976,43
11977,66
11978,43
11979,56
11980,69
11981,21
11982,69
11983,29
11984,59
11985,59
11986,76
11987,46
11988,70
11989,70
11990,16
11991,65
11992,49
11993,42
11994,64
11995,59
11996,50
11997,73
11998,69
11999,65
12000,72
12001,18
12002,42
12003,47
12004,64
12005,65
12006,62
12007,75
12008,41
12009,37
12010,70
12011,64
12012,65
12013,58
12014,66
12015,58
12016,33
12017,54
12018,40
12019,69
12020,63
12021,49
12022,72
12023,67
12024,64
12025,71
12026,69
12027,77
12028,81
12029,67
12030,50
12031,19
12032,70
12033,70
12034,67
12035,54
12036,54
12037,15
12038,58
12039,68
12040,38
12041,77
12042,58
12043,34
12044,47
12045,54
12046,67
12047,62
12048,60
12049,66
12050,56
12051,68
12052,35
12053,24
12054,58
12055,56
12056,42
12057,63
12058,44
12059,42
12060,25
12061,69
12062,54
12063,32
12064,56
12065,17
12066,27
12067,16
12068,15
12069,49
12070,65
12071,63
12072,70
12073,42
12074,46
12075,24
12076,69
12077,56
12078,64
12079,18
12080,55
12081,64
12082,79
12083,70
12084,60
12085,57
12086,58
12087,58
12088,25
12089,63
12090,39
12091,54
12092,35
12093,62
12094,74
12095,36
12096,62
12097,53
12098,41
12099,48
12100,37
12101,77
12102,58
12103,56
12104,65
12105,73
12106,70
12107,67
12108,55
12109,36
12110,83
12111,66
12112,77
12113,46
12114,21
12115,43
12116,69
12117,66
12118,72
12119,71
12120,68
12121,67
12122,20
12123,76
12124,65
12125,69
12126,82
12127,63
12128,78
12129,80
12130,24
12131,64
12132,62
12133,63
12134,30
12135,20
12136,55
12137,45
12138,45
12139,56
12140,64
12141,53
12142,60
12143,59
12144,66
12145,85
12146,52
12147,30
12148,47
12149,81
12150,69
12151,72
12152,61
12153,49
12154,58
12155,45
12156,70
12157,49
12158,62
12159,70
12160,60
12161,44
12162,55
12163,52
12164,52
12165,23
12166,59
12167,76
12168,63
12169,39
12170,85
12171,46
12172,62
12173,66
12174,63
12175,40
12176,71
12177,61
12178,62
12179,32
12180,55
12181,66
12182,67
12183,49
12184,28
12185,58
12186,39
12187,52
12188,58
12189,58
12190,39
12191,30
12192,38
12193,67
12194,55
12195,20
12196,58
12197,61
12198,23
12199,74
12200,66
12201,65
12202,65
12203,85
12204,43
12205,19
12206,62
12207,45
12208,60
12209,70
12210,35
12211,65
12212,56
12213,62
12214,68
12215,64
12216,66
12217,22
12218,62
12219,66
12220,20
12221,35
12222,32
12223,55
12224,65
12225,56
12226,62
12227,59
12228,50
12229,27
12230,38
12231,77
12232,50
12233,37
12234,59
12235,32
12236,52
12237,35
12238,31
12239,71
12240,71
12241,21
12242,59
12243,60
12244,48
12245,38
12246,28
12247,51
12248,68
12249,66
12250,67
12251,63
12252,40
12253,73
12254,17
12255,84
12256,34
12257,58
12258,41
12259,54
12260,90
12261,73
12262,60
12263,32
12264,64
12265,38
12266,26
12267,28
12268,64
12269,84
12270,25
12271,64
12272,64
12273,34
12274,62
12275,38
12276,63
12277,66
12278,50
12279,71
12280,42
12281,38
12282,22
12283,64
12284,21
12285,61
12286,65
12287,44
12288,53
12289,61
12290,77
12291,77
12292,55
12293,41
12294,67
12295,33
12296,64
12297,42
12298,60
12299,51
12300,72
12301,64
12302,68
12303,70
12304,44
12305,61
12306,29
12307,80
12308,79
12309,62
12310,36
12311,51
12312,52
12313,33
12314,62
12315,79
12316,69
12317,50
12318,63
12319,68
12320,51
12321,63
12322,43
12323,51
12324,60
12325,54
12326,60
12327,66
12328,49
12329,49
12330,49
12331,50
12332,51
12333,63
12334,60
12335,44
12336,69
12337,22
12338,68
12339,60
12340,19
12341,78
12342,78
12343,66
12344,40
12345,61
12346,42
12347,81
12348,61
12349,73
12350,49
12351,66
12352,32
12353,27
12354,63
12355,83
12356,40
12357,42
12358,82
12359,60
12360,78
12361,62
12362,33
12363,30
12364,32
12365,54
12366,30
12367,62
12368,53
12369,60
12370,64
12371,59
12372,23
12373,52
12374,36
12375,64
12376,49
12377,83
12378,57
12379,60
12380,51
12381,43
12382,43
12383,63
12384,17
12385,63
12386,64
12387,33
12388,65
12389,23
12390,58
12391,33
12392,61
12393,61
12394,32
12395,67
12396,80
12397,72
12398,49
12399,51
12400,55
12401,67
12402,61
12403,38
12404,28
12405,59
12406,68
12407,71
12408,85
12409,35
12410,78
12411,63
12412,55
12413,64
12414,49
12415,75
12416,67
12417,29
12418,64
12419,55
12420,60
12421,77
12422,23
12423,44
12424,57
12425,66
12426,32
12427,66
12428,34
12429,54
12430,21
12431,67
12432,52
12433,40
12434,42
12435,38
12436,60
12437,20
12438,53
12439,64
12440,21
12441,33
12442,72
12443,67
12444,67
12445,67
12446,63
12447,22
12448,54
12449,62
12450,50
12451,57
12452,21
12453,27
12454,64
12455,58
12456,41
12457,45
12458,38
12459,56
12460,63
12461,15
12462,60
12463,57
12464,68
12465,60
12466,61
12467,45
12468,69
12469,55
12470,24
12471,61
12472,38
12473,71
12474,61
12475,54
12476,68
12477,44
12478,84
12479,61
12480,33
12481,18
12482,44
12483,60
12484,52
12485,64
12486,25
12487,54
12488,60
12489,31
12490,70
12491,40
12492,68
12493,62
12494,81
12495,81
12496,35
12497,38
12498,69
12499,45
12500,59
12501,68
12502,47
12503,61
12504,72
12505,62
12506,38
12507,64
12508,57
12509,54
12510,52
12511,49
12512,58
12513,74
12514,22
12515,47
12516,31
12517,18
12518,65
12519,70
12520,54
12521,60
12522,43
12523,79
12524,63
12525,55
12526,62
12527,77
12528,40
12529,50
12530,36
12531,61
12532,65
12533,30
12534,64
12535,54
12536,53
12537,31
12538,69
12539,60
12540,54
12541,66
12542,49
12543,48
12544,59
12545,57
12546,57
12547,68
12548,60
12549,66
12550,51
12551,71
12552,74
12553,52
12554,40
12555,57
12556,64
12557,21
12558,66
12559,46
12560,83
12561,65
12562,63
12563,68
12564,48
12565,61
12566,54
12567,71
12568,66
12569,57
12570,65
12571,68
12572,64
12573,52
12574,41
12575,54
12576,53
12577,60
12578,60
12579,62
12580,70
12581,69
12582,33
12583,24
12584,17
12585,30
12586,79
12587,63
12588,37
12589,19
12590,64
12591,55
12592,32
12593,35
12594,29
12595,63
12596,58
12597,58
12598,41
12599,38
12600,58
12601,62
12602,77
12603,49
12604,49
12605,28
12606,18
12607,64
12608,63
12609,56
12610,59
12611,50
12612,26
12613,58
12614,59
12615,23
12616,70
12617,48
12618,75
12619,18
12620,63
12621,49
12622,70
12623,49
12624,57
12625,53
12626,22
12627,59
12628,70
12629,41
12630,49
12631,90
12632,30
12633,24
12634,53
12635,43
12636,71
12637,33
12638,65
12639,70
12640,33
12641,60
12642,34
12643,85
12644,62
12645,57
12646,24
12647,60
12648,60
12649,55
12650,56
12651,41
12652,67
12653,60
12654,68
12655,62
12656,65
12657,63
12658,32
12659,69
12660,60
12661,68
12662,36
12663,13
12664,17
12665,71
12666,11
12667,67
12668,20
12669,78
12670,59
12671,42
12672,68
12673,61
12674,53
12675,65
12676,62
12677,28
12678,59
12679,68
12680,23
12681,74
12682,50
12683,43
12684,35
12685,77
12686,61
12687,37
12688,63
12689,56
12690,63
12691,28
12692,30
12693,51
12694,74
12695,39
12696,58
12697,54
12698,49
12699,49
12700,67
12701,60
12702,67
12703,31
12704,58
12705,74
12706,68
12707,28
12708,60
12709,43
12710,63
12711,61
12712,48
12713,59
12714,83
12715,55
12716,70
12717,42
12718,56
12719,46
12720,59
12721,73
12722,67
12723,45
12724,49
12725,60
12726,62
12727,60
12728,60
12729,68
12730,51
12731,44
12732,41
12733,60
12734,41
12735,58
12736,29
12737,54
12738,24
12739,16
12740,67
12741,39
12742,46
12743,62
12744,53
12745,55
12746,63
12747,50
12748,57
12749,68
12750,68
12751,25
12752,65
12753,59
12754,81
12755,17
12756,48
12757,46
12758,70
12759,16
12760,65
12761,68
12762,58
12763,68
12764,73
12765,61
12766,56
12767,34
12768,68
12769,54
12770,45
12771,67
12772,40
12773,52
12774,75
12775,68
12776,54
12777,56
12778,42
12779,54
12780,64
12781,73
12782,59
12783,74
12784,71
12785,82
12786,62
12787,41
12788,65
12789,68
12790,76
12791,42
12792,84
12793,62
12794,40
12795,71
12796,51
12797,27
12798,66
12799,56
12800,45
12801,45
12802,28
12803,53
12804,60
12805,54
12806,46
12807,66
12808,75
12809,59
12810,35
12811,64
12812,66
12813,22
12814,62
12815,68
12816,72
12817,33
12818,63
12819,52
12820,50
12821,39
12822,31
12823,56
12824,52
12825,21
12826,60
12827,59
12828,55
12829,19
12830,54
12831,47
12832,48
12833,68
12834,35
12835,50
12836,61
12837,32
12838,53
12839,49
12840,72
12841,68
12842,30
12843,65
12844,64
12845,57
12846,49
12847,28
12848,51
12849,60
12850,59
12851,77
12852,77
12853,39
12854,49
12855,32
12856,77
12857,57
12858,46
12859,62
12860,59
12861,67
12862,32
12863,65
12864,27
12865,45
12866,49
12867,64
12868,57
12869,55
12870,86
12871,59
12872,43
12873,25
12874,21
12875,30
12876,47
12877,38
12878,75
12879,49
12880,35
12881,20
12882,41
12883,54
12884,59
12885,71
12886,47
12887,60
12888,61
12889,52
12890,27
12891,48
12892,51
12893,73
12894,31
12895,59
12896,55
12897,48
12898,66
12899,64
12900,51
12901,63
12902,36
12903,36
12904,75
12905,43
12906,64
12907,33
12908,72
12909,70
12910,64
12911,60
12912,54
12913,64
12914,56
12915,81
12916,20
12917,31
12918,52
12919,48
12920,16
12921,50
12922,59
12923,65
12924,26
12925,57
12926,50
12927,69
12928,60
12929,52
12930,59
12931,65
12932,64
12933,56
12934,66
12935,42
12936,17
12937,36
12938,56
12939,46
12940,41
12941,69
12942,60
12943,65
12944,61
12945,62
12946,70
12947,49
12948,60
12949,62
12950,55
12951,58
12952,60
12953,17
12954,17
12955,27
12956,63
12957,68
12958,20
12959,38
12960,34
12961,71
12962,22
12963,37
12964,54
12965,62
12966,57
12967,57
12968,40
12969,24
12970,65
12971,83
12972,72
12973,64
12974,62
12975,62
12976,27
12977,70
12978,19
12979,59
12980,61
12981,73
12982,71
12983,32
12984,39
12985,14
12986,80
12987,48
12988,40
12989,73
12990,33
12991,82
12992,67
12993,69
12994,43
12995,13
12996,71
12997,71
12998,39
12999,65
13000,53
13001,37
13002,66
13003,63
13004,48
13005,48
13006,27
13007,25
13008,38
13009,49
13010,32
13011,45
13012,54
13013,63
13014,38
13015,58
13016,33
13017,82
13018,66
13019,64
13020,64
13021,59
13022,51
13023,65
13024,73
13025,47
13026,62
13027,56
13028,66
13029,59
13030,28
13031,38
13032,19
13033,64
13034,17
13035,75
13036,53
13037,24
13038,38
13039,65
13040,59
13041,53
13042,80
13043,38
13044,53
13045,66
13046,23
13047,64
13048,35
13049,56
13050,36
13051,58
13052,67
13053,66
13054,71
13055,71
13056,71
13057,79
13058,60
13059,42
13060,49
13061,70
13062,48
13063,41
13064,35
13065,48
13066,56
13067,47
13068,62
13069,70
13070,70
13071,29
13072,63
13073,57
13074,61
13075,62
13076,53
13077,56
13078,60
13079,42
13080,69
13081,31
13082,40
13083,39
13084,65
13085,70
13086,62
13087,62
13088,62
13089,65
13090,42
13091,58
13092,60
13093,52
13094,53
13095,43
13096,63
13097,68
13098,28
13099,21
13100,32
13101,65
13102,31
13103,58
13104,45
13105,81
13106,33
13107,33
13108,45
13109,49
13110,60
13111,24
13112,34
13113,50
13114,60
13115,28
13116,48
13117,21
13118,36
13119,53
13120,73
13121,49
13122,41
13123,62
13124,22
13125,54
13126,65
13127,36
13128,61
13129,59
13130,58
13131,39
13132,60
13133,56
13134,56
13135,73
13136,65
13137,38
13138,61
13139,66
13140,71
13141,65
13142,68
13143,70
13144,62
13145,33
13146,62
13147,57
13148,60
13149,45
13150,60
13151,20
13152,46
13153,41
13154,29
13155,75
13156,75
13157,59
13158,59
13159,50
13160,19
13161,59
13162,39
13163,48
13164,61
13165,50
13166,50
13167,49
13168,53
13169,67
13170,32
13171,54
13172,71
13173,35
13174,64
13175,30
13176,62
13177,45
13178,49
13179,37
13180,70
13181,77
13182,75
13183,73
13184,66
13185,53
13186,36
13187,20
13188,62
13189,55
13190,40
13191,64
13192,67
13193,20
13194,57
13195,33
13196,33
13197,64
13198,61
13199,35
13200,43
13201,45
13202,33
13203,58
13204,30
13205,71
13206,36
13207,53
13208,48
13209,48
13210,65
13211,61
13212,70
13213,21
13214,73
13215,54
13216,62
13217,56
13218,24
13219,52
13220,46
13221,50
13222,60
13223,68
13224,62
13225,64
13226,39
13227,55
13228,30
13229,63
13230,42
13231,63
13232,49
13233,66
13234,32
13235,72
13236,18
13237,39
13238,71
13239,51
13240,56
13241,41
13242,69
13243,50
13244,50
13245,23
13246,64
13247,50
13248,38
13249,21
13250,58
13251,41
13252,58
13253,61
13254,81
13255,46
13256,60
13257,22
13258,64
13259,63
13260,63
13261,33
13262,56
13263,56
13264,51
13265,36
13266,18
13267,37
13268,60
13269,54
13270,19
13271,50
13272,68
13273,58
13274,54
13275,56
13276,50
13277,68
13278,64
13279,63
13280,58
13281,52
13282,51
13283,46
13284,70
13285,57
13286,55
13287,51
13288,46
13289,31
13290,23
13291,53
13292,21
13293,65
13294,60
13295,54
13296,50
13297,59
13298,65
13299,54
13300,54
13301,33
13302,57
13303,65
13304,57
13305,32
13306,70
13307,57
13308,81
13309,56
13310,53
13311,53
13312,36
13313,46
13314,52
13315,65
13316,40
13317,34
13318,63
13319,44
13320,48
13321,85
13322,61
13323,64
13324,58
13325,60
13326,42
13327,34
13328,78
13329,58
13330,44
13331,55
13332,40
13333,65
13334,31
13335,59
13336,58
13337,55
13338,59
13339,65
13340,81
13341,66
13342,52
13343,54
13344,54
13345,48
13346,61
13347,41
13348,42
13349,51
13350,63
13351,62
13352,57
13353,56
13354,64
13355,30
13356,28
13357,56
13358,63
13359,53
13360,30
13361,37
13362,37
13363,55
13364,57
13365,60
13366,35
13367,64
13368,25
13369,19
13370,71
13371,67
13372,45
13373,34
13374,46
13375,66
13376,55
13377,74
13378,59
13379,62
13380,59
13381,56
13382,68
13383,70
13384,81
13385,54
13386,29
13387,63
13388,33
13389,72
13390,52
13391,35
13392,35
13393,66
13394,57
13395,48
13396,65
13397,39
13398,37
13399,65
13400,56
13401,22
13402,38
13403,38
13404,44
13405,36
13406,64
13407,63
13408,48
13409,63
13410,60
13411,48
13412,22
13413,22
13414,50
13415,62
13416,64
13417,22
13418,56
13419,53
13420,45
13421,30
13422,66
13423,71
13424,62
13425,59
13426,66
13427,60
13428,47
13429,48
13430,26
13431,63
13432,37
13433,63
13434,51
13435,42
13436,33
13437,23
13438,50
13439,46
13440,25
13441,20
13442,58
13443,47
13444,17
13445,54
13446,64
13447,57
13448,73
13449,32
13450,64
13451,55
13452,47
13453,65
13454,61
13455,50
13456,60
13457,45
13458,60
13459,58
13460,24
13461,48
13462,56
13463,44
13464,44
13465,35
13466,53
13467,45
13468,66
13469,36
13470,26
13471,63
13472,62
13473,54
13474,20
13475,39
13476,57
13477,55
13478,49
13479,57
13480,61
13481,46
13482,58
13483,37
13484,34
13485,30
13486,68
13487,54
13488,54
13489,48
13490,53
13491,47
13492,32
13493,59
13494,48
13495,35
13496,48
13497,37
13498,66
13499,67
13500,76
13501,36
13502,76
13503,64
13504,65
13505,57
13506,44
13507,33
13508,66
13509,34
13510,33
13511,32
13512,49
13513,63
13514,55
13515,55
13516,60
13517,57
13518,62
13519,48
13520,73
13521,68
13522,41
13523,39
13524,57
13525,34
13526,54
13527,54
13528,46
13529,44
13530,60
13531,75
13532,20
13533,66
13534,71
13535,79
13536,42
13537,67
13538,46
13539,57
13540,64
13541,39
13542,53
13543,66
13544,80
13545,27
13546,62
13547,40
13548,58
13549,32
13550,31
13551,45
13552,32
13553,20
13554,39
13555,45
13556,27
13557,40
13558,69
13559,58
13560,49
13561,32
13562,68
13563,49
13564,55
13565,69
13566,69
13567,85
13568,21
13569,24
13570,28
13571,25
13572,62
13573,57
13574,28
13575,54
13576,65
13577,23
13578,71
13579,54
13580,35
13581,63
13582,59
13583,55
13584,63
13585,64
13586,54
13587,44
13588,29
13589,40
13590,68
13591,25
13592,60
13593,70
13594,41
13595,31
13596,38
13597,69
13598,80
13599,30
13600,54
13601,55
13602,60
13603,72
13604,56
13605,22
13606,65
13607,89
13608,68
13609,47
13610,39
13611,58
13612,31
13613,60
13614,43
13615,63
13616,52
13617,52
13618,28
13619,49
13620,30
13621,48
13622,66
13623,36
13624,68
13625,72
13626,56
13627,49
13628,64
13629,66
13630,58
13631,70
13632,49
13633,77
13634,62
13635,25
13636,52
13637,59
13638,26
13639,61
13640,25
13641,64
13642,64
13643,66
13644,36
13645,54
13646,72
13647,62
13648,58
13649,42
13650,56
13651,49
13652,45
13653,51
13654,60
13655,24
13656,66
13657,49
13658,74
13659,46
13660,15
13661,53
13662,19
13663,66
13664,55
13665,35
13666,60
13667,31
13668,31
13669,41
13670,65
13671,65
13672,45
13673,73
13674,52
13675,53
13676,61
13677,42
13678,23
13679,28
13680,66
13681,62
13682,66
13683,74
13684,40
13685,44
13686,46
13687,61
13688,46
13689,45
13690,28
13691,55
13692,49
13693,63
13694,54
13695,62
13696,31
13697,43
13698,61
13699,23
13700,19
13701,55
13702,62
13703,50
13704,36
13705,66
13706,43
13707,41
13708,38
13709,44
13710,67
13711,41
13712,22
13713,32
13714,63
13715,58
13716,32
13717,33
13718,58
13719,58
13720,21
13721,37
13722,56
13723,34
13724,11
13725,64
13726,30
13727,43
13728,78
13729,46
13730,44
13731,70
13732,22
13733,30
13734,70
13735,66
13736,73
13737,64
13738,69
13739,57
13740,67
13741,20
13742,40
13743,55
13744,60
13745,38
13746,32
13747,57
13748,59
13749,73
13750,65
13751,43
13752,56
13753,46
13754,65
13755,32
13756,54
13757,26
13758,30
13759,74
13760,40
13761,36
13762,55
13763,29
13764,66
13765,68
13766,50
13767,55
13768,53
13769,66
13770,66
13771,53
13772,51
13773,63
13774,53
13775,32
13776,61
13777,62
13778,22
13779,25
13780,66
13781,27
13782,58
13783,57
13784,52
13785,48
13786,38
13787,57
13788,49
13789,48
13790,72
13791,38
13792,50
13793,63
13794,51
13795,53
13796,65
13797,62
13798,54
13799,38
13800,62
13801,47
13802,55
13803,60
13804,59
13805,47
13806,59
13807,58
13808,53
13809,58
13810,71
13811,60
13812,66
13813,50
13814,33
13815,49
13816,65
13817,38
13818,34
13819,65
13820,22
13821,22
13822,69
13823,69
13824,53
13825,42
13826,45
13827,56
13828,63
13829,53
13830,36
13831,44
13832,64
13833,38
13834,65
13835,28
13836,54
13837,22
13838,50
13839,54
13840,33
13841,57
13842,62
13843,63
13844,41
13845,62
13846,54
13847,63
13848,58
13849,57
13850,40
13851,16
13852,56
13853,54
13854,25
13855,56
13856,36
13857,56
13858,52
13859,72
13860,55
13861,18
13862,31
13863,67
13864,38
13865,78
13866,60
13867,72
13868,55
13869,44
13870,48
13871,56
13872,56
13873,26
13874,62
13875,46
13876,43
13877,66
13878,47
13879,58
13880,57
13881,35
13882,47
13883,63
13884,70
13885,57
13886,27
13887,65
13888,43
13889,55
13890,24
13891,34
13892,60
13893,39
13894,73
13895,26
13896,56
13897,48
13898,56
13899,49
13900,78
13901,68
13902,64
13903,63
13904,56
13905,60
13906,60
13907,44
13908,21
13909,53
13910,51
13911,67
13912,69
13913,56
13914,56
13915,22
13916,55
13917,62
13918,13
13919,59
13920,61
13921,79
13922,56
13923,56
13924,45
13925,51
13926,43
13927,57
13928,53
13929,59
13930,22
13931,62
13932,56
13933,18
13934,66
13935,37
13936,44
13937,32
13938,26
13939,58
13940,26
13941,33
13942,37
13943,76
13944,40
13945,63
13946,64
13947,45
13948,54
13949,14
13950,63
13951,54
13952,73
13953,29
13954,24
13955,17
13956,45
13957,46
13958,55
13959,61
13960,64
13961,49
13962,66
13963,62
13964,52
13965,72
13966,80
13967,60
13968,25
13969,58
13970,53
13971,53
13972,71
13973,61
13974,61
13975,58
13976,58
13977,14
13978,24
13979,61
13980,57
13981,44
13982,22
13983,59
13984,42
13985,50
13986,68
13987,67
13988,55
13989,58
13990,58
13991,53
13992,63
13993,65
13994,36
13995,53
13996,54
13997,60
13998,31
13999,63
14000,45
14001,48
14002,37
14003,62
14004,63
14005,41
14006,58
14007,57
14008,25
14009,68
14010,39
14011,36
14012,52
14013,57
14014,62
14015,66
14016,60
14017,77
14018,40
14019,60
14020,45
14021,40
14022,58
14023,57
14024,35
14025,35
14026,66
14027,69
14028,69
14029,79
14030,40
14031,59
14032,48
14033,82
14034,24
14035,38
14036,18
14037,25
14038,65
14039,66
14040,47
14041,23
14042,80
14043,34
14044,41
14045,58
14046,62
14047,67
14048,38
14049,61
14050,40
14051,82
14052,31
14053,61
14054,20
14055,64
14056,48
14057,30
14058,53
14059,40
14060,37
14061,45
14062,71
14063,58
14064,35
14065,62
14066,27
14067,41
14068,64
14069,65
14070,64
14071,62
14072,48
14073,35
14074,32
14075,18
14076,18
14077,66
14078,62
14079,61
14080,76
14081,73
14082,60
14083,43
14084,48
14085,55
14086,44
14087,65
14088,66
14089,19
14090,68
14091,46
14092,65
14093,13
14094,34
14095,44
14096,67
14097,40
14098,31
14099,38
14100,19
14101,56
14102,59
14103,53
14104,61
14105,49
14106,25
14107,64
14108,50
14109,60
14110,53
14111,50
14112,37
14113,52
14114,67
14115,60
14116,46
14117,59
14118,53
14119,47
14120,63
14121,55
14122,38
14123,17
14124,59
14125,32
14126,54
14127,54
14128,63
14129,47
14130,28
14131,43
14132,33
14133,60
14134,58
14135,57
14136,57
14137,50
14138,41
14139,66
14140,72
14141,66
14142,57
14143,59
14144,43
14145,32
14146,48
14147,48
14148,41
14149,32
14150,55
14151,33
14152,69
14153,19
14154,29
14155,52
14156,82
14157,15
14158,63
14159,65
14160,54
14161,52
14162,45
14163,57
14164,50
14165,39
14166,19
14167,70
14168,71
14169,65
14170,38
14171,56
14172,40
14173,63
14174,49
14175,53
14176,65
14177,78
14178,78
14179,55
14180,61
14181,51
14182,62
14183,55
14184,82
14185,32
14186,18
14187,57
14188,48
