,Agility
11395,65
11396,68
11397,72
11398,79
11399,69
11400,44
11401,59
11402,39
11403,38
11404,82
11405,79
11406,54
11407,64
11408,75
11409,75
11410,38
11411,52
11412,75
11413,77
11414,80
11415,57
11416,64
11417,71
11418,90
11419,70
11420,66
11421,56
11422,72
11423,45
11424,45
11425,72
11426,71
11427,48
11428,75
11429,58
11430,73
11431,71
11432,68
11433,77
11434,78
11435,57
11436,69
11437,66
11438,48
11439,68
11440,71
11441,66
11442,84
11443,64
11444,70
11445,60
11446,52
11447,74
11448,68
11449,75
11450,35
11451,56
11452,60
11453,85
11454,77
11455,74
11456,80
11457,71
11458,91
11459,44
11460,64
11461,79
11462,58
11463,82
11464,57
11465,63
11466,48
11467,86
11468,66
11469,52
11470,68
11471,83
11472,61
11473,30
11474,70
11475,70
11476,64
11477,51
11478,80
11479,42
11480,37
11481,73
11482,53
11483,54
11484,35
11485,71
11486,68
11487,68
11488,80
11489,63
11490,67
11491,66
11492,32
11493,80
11494,33
11495,38
11496,68
11497,69
11498,61
11499,70
11500,67
11501,62
11502,74
11503,73
11504,64
11505,73
11506,73
11507,83
11508,63
11509,53
11510,76
11511,86
11512,60
11513,50
11514,35
11515,77
11516,71
11517,67
11518,61
11519,76
11520,64
11521,61
11522,76
11523,68
11524,74
11525,58
11526,58
11527,46
11528,69
11529,44
11530,85
11531,76
11532,41
11533,83
11534,70
11535,80
11536,35
11537,60
11538,63
11539,80
11540,32
11541,74
11542,44
11543,44
11544,52
11545,70
11546,42
11547,83
11548,55
11549,77
11550,45
11551,55
11552,45
11553,51
11554,70
11555,55
11556,60
11557,60
11558,65
11559,38
11560,54
11561,79
11562,66
11563,75
11564,43
11565,39
11566,75
11567,39
11568,71
11569,55
11570,70
11571,72
11572,47
11573,81
11574,71
11575,64
11576,72
11577,72
11578,72
11579,42
11580,23
11581,53
11582,63
11583,40
11584,59
11585,66
11586,66
11587,32
11588,73
11589,74
11590,56
11591,30
11592,72
11593,67
11594,77
11595,68
11596,42
11597,59
11598,65
11599,73
11600,75
11601,63
11602,69
11603,37
11604,59
11605,58
11606,67
11607,74
11608,60
11609,69
11610,63
11611,79
11612,76
11613,68
11614,63
11615,40
11616,70
11617,71
11618,67
11619,66
11620,46
11621,34
11622,68
11623,74
11624,77
11625,67
11626,35
11627,27
11628,27
11629,33
11630,72
11631,77
11632,61
11633,63
11634,43
11635,76
11636,71
11637,66
11638,68
11639,67
11640,72
11641,65
11642,65
11643,54
11644,68
11645,71
11646,39
11647,63
11648,80
11649,70
11650,53
11651,69
11652,50
11653,68
11654,53
11655,62
11656,62
11657,93
11658,68
11659,72
11660,87
11661,45
11662,72
11663,66
11664,41
11665,55
11666,81
11667,74
11668,80
11669,71
11670,91
11671,54
11672,71
11673,31
11674,78
11675,68
11676,27
11677,59
11678,49
11679,49
11680,37
11681,62
11682,65
11683,68
11684,73
11685,82
11686,64
11687,48
11688,35
11689,66
11690,64
11691,64
11692,72
11693,75
11694,70
11695,62
11696,53
11697,59
11698,58
11699,48
11700,65
11701,64
11702,39
11703,68
11704,56
11705,72
11706,60
11707,82
11708,90
11709,39
11710,65
11711,74
11712,68
11713,24
11714,69
11715,67
11716,62
11717,31
11718,78
11719,66
11720,37
11721,86
11722,42
11723,77
11724,36
11725,71
11726,68
11727,58
11728,66
11729,56
11730,56
11731,41
11732,72
11733,71
11734,50
11735,66
11736,60
11737,68
11738,64
11739,70
11740,62
11741,54
11742,43
11743,62
11744,73
11745,84
11746,66
11747,59
11748,76
11749,41
11750,48
11751,29
11752,48
11753,47
11754,82
11755,76
11756,53
11757,56
11758,64
11759,68
11760,44
11761,59
11762,65
11763,76
11764,70
11765,58
11766,86
11767,61
11768,59
11769,51
11770,66
11771,74
11772,66
11773,70
11774,61
11775,75
11776,75
11777,69
11778,48
11779,40
11780,34
11781,34
11782,65
11783,60
11784,32
11785,77
11786,34
11787,30
11788,63
11789,60
11790,71
11791,41
11792,69
11793,44
11794,70
11795,69
11796,58
11797,61
11798,70
11799,81
11800,61
11801,50
11802,46
11803,76
11804,64
11805,49
11806,68
11807,71
11808,71
11809,83
11810,53
11811,43
11812,73
11813,75
11814,69
11815,58
11816,54
11817,70
11818,62
11819,65
11820,61
11821,62
11822,39
11823,60
11824,74
11825,58
11826,54
11827,62
11828,70
11829,76
11830,57
11831,65
11832,65
11833,55
11834,46
11835,33
11836,63
11837,34
11838,69
11839,66
11840,67
11841,31
11842,68
11843,70
11844,62
11845,69
11846,60
11847,32
11848,87
11849,57
11850,59
11851,66
11852,67
11853,63
11854,71
11855,74
11856,33
11857,44
11858,67
11859,57
11860,63
11861,79
11862,74
11863,64
11864,62
11865,75
11866,74
11867,82
11868,57
11869,73
11870,57
11871,55
11872,87
11873,60
11874,64
11875,66
11876,75
11877,32
11878,82
11879,39
11880,77
11881,59
11882,46
11883,46
11884,62
11885,29
11886,65
11887,52
11888,86
11889,63
11890,71
11891,59
11892,62
11893,31
11894,38
11895,53
11896,38
11897,29
11898,65
11899,65
11900,33
11901,34
11902,67
11903,69
11904,54
11905,69
11906,55
11907,61
11908,71
11909,84
11910,62
11911,25
11912,36
11913,73
11914,79
11915,65
11916,61
11917,73
11918,58
11919,52
11920,40
11921,71
11922,72
11923,65
11924,78
11925,79
11926,84
11927,31
11928,57
11929,94
11930,68
11931,68
11932,56
11933,64
11934,64
11935,84
11936,28
11937,59
11938,74
11939,85
11940,58
11941,46
11942,59
11943,52
11944,66
11945,65
11946,69
11947,64
11948,68
11949,26
11950,76
11951,39
11952,60
11953,28
11954,69
11955,71
11956,63
11957,36
11958,85
11959,65
11960,82
11961,54
11962,64
11963,64
11964,77
11965,70
11966,82
11967,72
11968,63
11969,66
11970,74
11971,45
11972,33
11973,79
11974,49
11975,82
11976,42
11977,65
11978,72
11979,54
11980,66
11981,32
11982,35
11983,56
11984,65
11985,65
11986,69
11987,72
11988,65
11989,53
11990,51
11991,73
11992,61
11993,65
11994,53
11995,75
11996,73
11997,57
11998,55
11999,71
12000,71
12001,30
12002,69
12003,70
12004,80
12005,67
12006,67
12007,63
12008,57
12009,76
12010,75
12011,73
12012,39
12013,55
12014,75
12015,84
12016,67
12017,64
12018,74
12019,67
12020,58
12021,86
12022,94
12023,64
12024,64
12025,55
12026,49
12027,47
12028,61
12029,64
12030,75
12031,39
12032,68
12033,47
12034,74
12035,65
12036,65
12037,21
12038,68
12039,57
12040,48
12041,59
12042,60
12043,78
12044,77
12045,44
12046,31
12047,69
12048,54
12049,58
12050,74
12051,45
12052,76
12053,39
12054,75
12055,49
12056,76
12057,40
12058,61
12059,86
12060,35
12061,74
12062,79
12063,82
12064,79
12065,23
12066,87
12067,57
12068,48
12069,57
12070,72
12071,60
12072,56
12073,78
12074,67
12075,40
12076,64
12077,66
12078,66
12079,38
12080,70
12081,39
12082,69
12083,85
12084,66
12085,56
12086,72
12087,72
12088,54
12089,35
12090,78
12091,76
12092,28
12093,51
12094,68
12095,75
12096,63
12097,57
12098,60
12099,76
12100,77
12101,73
12102,57
12103,71
12104,68
12105,57
12106,55
12107,69
12108,72
12109,66
12110,64
12111,71
12112,83
12113,70
12114,70
12115,76
12116,60
12117,65
12118,74
12119,48
12120,58
12121,60
12122,43
12123,45
12124,59
12125,71
12126,66
12127,70
12128,74
12129,55
12130,40
12131,62
12132,68
12133,74
12134,40
12135,31
12136,56
12137,72
12138,72
12139,62
12140,60
12141,82
12142,91
12143,64
12144,46
12145,67
12146,81
12147,35
12148,70
12149,59
12150,80
12151,65
12152,61
12153,72
12154,69
12155,77
12156,67
12157,76
12158,79
12159,64
12160,75
12161,60
12162,68
12163,60
12164,57
12165,29
12166,72
12167,68
12168,82
12169,79
12170,73
12171,69
12172,52
12173,75
12174,72
12175,70
12176,46
12177,79
12178,69
12179,77
12180,84
12181,62
12182,61
12183,49
12184,74
12185,81
12186,64
12187,77
12188,74
12189,74
12190,46
12191,82
12192,73
12193,44
12194,64
12195,39
12196,58
12197,66
12198,34
12199,30
12200,76
12201,54
12202,66
12203,29
12204,73
12205,35
12206,55
12207,65
12208,60
12209,32
12210,62
12211,55
12212,58
12213,66
12214,34
12215,62
12216,64
12217,91
12218,61
12219,61
12220,50
12221,52
12222,44
12223,52
12224,38
12225,60
12226,90
12227,44
12228,63
12229,46
12230,80
12231,66
12232,74
12233,48
12234,43
12235,62
12236,70
12237,67
12238,70
12239,64
12240,64
12241,36
12242,63
12243,60
12244,65
12245,68
12246,27
12247,62
12248,70
12249,41
12250,66
12251,60
12252,65
12253,67
12254,56
12255,66
12256,82
12257,74
12258,62
12259,62
12260,77
12261,60
12262,48
12263,80
12264,71
12265,62
12266,48
12267,29
12268,71
12269,77
12270,31
12271,75
12272,76
12273,82
12274,55
12275,70
12276,74
12277,71
12278,58
12279,32
12280,57
12281,77
12282,34
12283,34
12284,34
12285,61
12286,62
12287,72
12288,66
12289,77
12290,54
12291,54
12292,70
12293,34
12294,60
12295,81
12296,79
12297,68
12298,58
12299,67
12300,60
12301,53
12302,45
12303,81
12304,70
12305,55
12306,51
12307,75
12308,90
12309,56
12310,71
12311,58
12312,62
12313,66
12314,57
12315,34
12316,61
12317,51
12318,64
12319,91
12320,69
12321,64
12322,72
12323,37
12324,62
12325,61
12326,48
12327,69
12328,69
12329,65
12330,70
12331,57
12332,64
12333,63
12334,51
12335,78
12336,44
12337,36
12338,77
12339,51
12340,45
12341,71
12342,71
12343,48
12344,78
12345,66
12346,66
12347,37
12348,61
12349,67
12350,82
12351,44
12352,86
12353,26
12354,65
12355,64
12356,69
12357,73
12358,64
12359,54
12360,59
12361,40
12362,52
12363,62
12364,81
12365,50
12366,87
12367,82
12368,61
12369,64
12370,73
12371,35
12372,55
12373,68
12374,70
12375,59
12376,74
12377,30
12378,70
12379,57
12380,60
12381,63
12382,72
12383,62
12384,34
12385,50
12386,39
12387,40
12388,53
12389,39
12390,44
12391,83
12392,42
12393,42
12394,75
12395,68
12396,76
12397,66
12398,65
12399,43
12400,63
12401,51
12402,65
12403,61
12404,82
12405,75
12406,51
12407,65
12408,51
12409,65
12410,64
12411,44
12412,70
12413,77
12414,64
12415,74
12416,67
12417,78
12418,63
12419,61
12420,58
12421,67
12422,35
12423,69
12424,74
12425,79
12426,47
12427,78
12428,74
12429,49
12430,37
12431,74
12432,76
12433,73
12434,70
12435,68
12436,65
12437,30
12438,62
12439,60
12440,86
12441,59
12442,51
12443,68
12444,68
12445,72
12446,61
12447,42
12448,63
12449,71
12450,70
12451,61
12452,72
12453,78
12454,56
12455,71
12456,56
12457,68
12458,60
12459,51
12460,55
12461,35
12462,49
12463,70
12464,56
12465,61
12466,80
12467,75
12468,60
12469,62
12470,34
12471,59
12472,78
12473,73
12474,57
12475,66
12476,48
12477,92
12478,75
12479,75
12480,68
12481,30
12482,54
12483,67
12484,63
12485,70
12486,35
12487,73
12488,37
12489,30
12490,64
12491,81
12492,66
12493,76
12494,50
12495,50
12496,73
12497,56
12498,63
12499,62
12500,75
12501,55
12502,81
12503,61
12504,66
12505,49
12506,62
12507,85
12508,61
12509,91
12510,55
12511,69
12512,51
12513,56
12514,23
12515,79
12516,59
12517,37
12518,46
12519,68
12520,60
12521,69
12522,73
12523,66
12524,63
12525,61
12526,58
12527,57
12528,53
12529,60
12530,82
12531,79
12532,72
12533,69
12534,34
12535,60
12536,66
12537,81
12538,58
12539,57
12540,59
12541,33
12542,59
12543,59
12544,51
12545,54
12546,54
12547,54
12548,70
12549,70
12550,63
12551,75
12552,51
12553,65
12554,64
12555,42
12556,73
12557,51
12558,59
12559,61
12560,73
12561,48
12562,60
12563,63
12564,71
12565,63
12566,42
12567,67
12568,62
12569,70
12570,55
12571,73
12572,55
12573,79
12574,80
12575,41
12576,70
12577,65
12578,64
12579,64
12580,65
12581,69
12582,73
12583,38
12584,51
12585,56
12586,50
12587,64
12588,63
12589,37
12590,47
12591,60
12592,53
12593,38
12594,65
12595,68
12596,71
12597,71
12598,63
12599,77
12600,60
12601,53
12602,64
12603,73
12604,80
12605,67
12606,38
12607,65
12608,49
12609,76
12610,73
12611,63
12612,25
12613,72
12614,63
12615,34
12616,41
12617,48
12618,62
12619,27
12620,66
12621,79
12622,61
12623,64
12624,37
12625,78
12626,58
12627,45
12628,71
12629,70
12630,71
12631,68
12632,77
12633,65
12634,44
12635,74
12636,49
12637,40
12638,65
12639,73
12640,56
12641,73
12642,77
12643,45
12644,64
12645,59
12646,33
12647,75
12648,75
12649,68
12650,36
12651,79
12652,64
12653,74
12654,46
12655,64
12656,77
12657,62
12658,55
12659,31
12660,61
12661,42
12662,61
12663,38
12664,39
12665,59
12666,26
12667,72
12668,34
12669,60
12670,74
12671,82
12672,66
12673,68
12674,53
12675,66
12676,49
12677,70
12678,72
12679,64
12680,38
12681,66
12682,59
12683,72
12684,84
12685,33
12686,62
12687,82
12688,63
12689,55
12690,70
12691,65
12692,71
12693,65
12694,82
12695,75
12696,36
12697,65
12698,51
12699,51
12700,69
12701,76
12702,61
12703,67
12704,80
12705,76
12706,67
12707,62
12708,69
12709,33
12710,32
12711,57
12712,70
12713,46
12714,68
12715,69
12716,63
12717,26
12718,62
12719,77
12720,78
12721,36
12722,53
12723,87
12724,74
12725,72
12726,63
12727,85
12728,57
12729,73
12730,60
12731,67
12732,62
12733,55
12734,65
12735,80
12736,66
12737,56
12738,48
12739,42
12740,64
12741,56
12742,79
12743,90
12744,45
12745,87
12746,74
12747,52
12748,58
12749,66
12750,66
12751,33
12752,75
12753,56
12754,73
12755,37
12756,84
12757,55
12758,60
12759,36
12760,76
12761,73
12762,42
12763,64
12764,66
12765,67
12766,70
12767,58
12768,52
12769,69
12770,56
12771,81
12772,74
12773,73
12774,39
12775,68
12776,78
12777,59
12778,39
12779,68
12780,71
12781,66
12782,70
12783,48
12784,76
12785,78
12786,65
12787,65
12788,81
12789,67
12790,30
12791,64
12792,55
12793,53
12794,57
12795,56
12796,62
12797,75
12798,62
12799,62
12800,61
12801,61
12802,62
12803,64
12804,71
12805,52
12806,63
12807,74
12808,76
12809,76
12810,60
12811,69
12812,56
12813,24
12814,60
12815,76
12816,72
12817,75
12818,59
12819,58
12820,51
12821,74
12822,57
12823,66
12824,57
12825,35
12826,69
12827,64
12828,64
12829,42
12830,76
12831,70
12832,67
12833,67
12834,91
12835,57
12836,61
12837,71
12838,77
12839,80
12840,29
12841,40
12842,60
12843,74
12844,43
12845,76
12846,60
12847,62
12848,78
12849,63
12850,67
12851,67
12852,67
12853,63
12854,69
12855,76
12856,69
12857,61
12858,46
12859,81
12860,74
12861,59
12862,54
12863,57
12864,84
12865,72
12866,59
12867,69
12868,65
12869,70
12870,62
12871,64
12872,69
12873,75
12874,26
12875,62
12876,79
12877,43
12878,67
12879,59
12880,71
12881,26
12882,52
12883,58
12884,55
12885,70
12886,69
12887,70
12888,90
12889,64
12890,51
12891,82
12892,68
12893,71
12894,74
12895,74
12896,75
12897,82
12898,67
12899,73
12900,90
12901,63
12902,61
12903,61
12904,47
12905,80
12906,47
12907,81
12908,61
12909,47
12910,72
12911,59
12912,60
12913,72
12914,66
12915,71
12916,30
12917,67
12918,68
12919,76
12920,33
12921,69
12922,49
12923,55
12924,58
12925,73
12926,74
12927,42
12928,56
12929,73
12930,51
12931,62
12932,66
12933,58
12934,67
12935,92
12936,55
12937,81
12938,66
12939,70
12940,53
12941,66
12942,70
12943,52
12944,71
12945,59
12946,63
12947,68
12948,82
12949,71
12950,81
12951,74
12952,42
12953,24
12954,24
12955,72
12956,71
12957,61
12958,63
12959,74
12960,93
12961,33
12962,34
12963,84
12964,56
12965,52
12966,63
12967,77
12968,62
12969,34
12970,60
12971,64
12972,66
12973,56
12974,63
12975,77
12976,39
12977,71
12978,39
12979,73
12980,69
12981,76
12982,60
12983,80
12984,68
12985,24
12986,35
12987,56
12988,72
12989,45
12990,73
12991,65
12992,62
12993,63
12994,73
12995,60
12996,68
12997,56
12998,79
12999,75
13000,58
13001,38
13002,72
13003,51
13004,64
13005,64
13006,36
13007,34
13008,72
13009,62
13010,78
13011,71
13012,60
13013,33
13014,56
13015,51
13016,63
13017,70
13018,58
13019,74
13020,59
13021,72
13022,66
13023,64
13024,80
13025,70
13026,73
13027,68
13028,62
13029,80
13030,42
13031,92
13032,38
13033,74
13034,45
13035,75
13036,65
13037,38
13038,70
13039,67
13040,59
13041,66
13042,77
13043,42
13044,77
13045,67
13046,31
13047,68
13048,61
13049,52
13050,63
13051,42
13052,74
13053,43
13054,75
13055,44
13056,44
13057,65
13058,59
13059,79
13060,54
13061,72
13062,63
13063,59
13064,69
13065,70
13066,60
13067,69
13068,80
13069,67
13070,66
13071,73
13072,74
13073,57
13074,66
13075,54
13076,49
13077,59
13078,72
13079,65
13080,80
13081,56
13082,75
13083,59
13084,65
13085,71
13086,41
13087,65
13088,66
13089,66
13090,83
13091,75
13092,44
13093,62
13094,72
13095,72
13096,70
13097,66
13098,75
13099,49
13100,73
13101,31
13102,87
13103,66
13104,84
13105,57
13106,64
13107,64
13108,58
13109,62
13110,80
13111,45
13112,66
13113,69
13114,67
13115,70
13116,58
13117,27
13118,82
13119,41
13120,67
13121,73
13122,81
13123,74
13124,80
13125,68
13126,64
13127,77
13128,65
13129,58
13130,73
13131,59
13132,60
13133,61
13134,68
13135,61
13136,59
13137,73
13138,75
13139,48
13140,72
13141,39
13142,75
13143,73
13144,36
13145,70
13146,70
13147,77
13148,59
13149,65
13150,56
13151,22
13152,68
13153,56
13154,70
13155,30
13156,64
13157,65
13158,65
13159,70
13160,47
13161,61
13162,81
13163,70
13164,60
13165,88
13166,66
13167,62
13168,72
13169,67
13170,74
13171,74
13172,59
13173,31
13174,71
13175,56
13176,63
13177,74
13178,77
13179,83
13180,71
13181,55
13182,83
13183,76
13184,65
13185,64
13186,62
13187,26
13188,33
13189,73
13190,64
13191,63
13192,70
13193,34
13194,58
13195,63
13196,68
13197,70
13198,63
13199,58
13200,63
13201,61
13202,82
13203,71
13204,56
13205,58
13206,64
13207,54
13208,69
13209,69
13210,54
13211,57
13212,63
13213,27
13214,53
13215,66
13216,76
13217,74
13218,25
13219,67
13220,50
13221,72
13222,72
13223,58
13224,59
13225,80
13226,73
13227,62
13228,50
13229,64
13230,68
13231,58
13232,68
13233,71
13234,27
13235,48
13236,46
13237,63
13238,59
13239,38
13240,59
13241,64
13242,50
13243,72
13244,81
13245,43
13246,62
13247,63
13248,57
13249,36
13250,65
13251,70
13252,68
13253,54
13254,78
13255,82
13256,60
13257,25
13258,56
13259,64
13260,64
13261,37
13262,67
13263,55
13264,65
13265,59
13266,30
13267,58
13268,43
13269,63
13270,38
13271,66
13272,74
13273,66
13274,68
13275,49
13276,66
13277,51
13278,50
13279,53
13280,61
13281,69
13282,58
13283,71
13284,60
13285,66
13286,54
13287,78
13288,70
13289,70
13290,55
13291,62
13292,39
13293,66
13294,62
13295,62
13296,55
13297,81
13298,71
13299,29
13300,59
13301,59
13302,68
13303,47
13304,56
13305,76
13306,61
13307,65
13308,64
13309,77
13310,83
13311,83
13312,79
13313,57
13314,78
13315,66
13316,61
13317,73
13318,71
13319,63
13320,59
13321,58
13322,66
13323,64
13324,82
13325,66
13326,65
13327,59
13328,71
13329,49
13330,64
13331,76
13332,88
13333,53
13334,57
13335,60
13336,53
13337,63
13338,72
13339,61
13340,48
13341,42
13342,63
13343,51
13344,83
13345,61
13346,39
13347,76
13348,87
13349,63
13350,62
13351,73
13352,79
13353,54
13354,68
13355,77
13356,70
13357,52
13358,61
13359,71
13360,69
13361,72
13362,72
13363,78
13364,41
13365,46
13366,61
13367,52
13368,35
13369,48
13370,59
13371,62
13372,76
13373,77
13374,71
13375,83
13376,61
13377,51
13378,55
13379,33
13380,85
13381,66
13382,55
13383,41
13384,69
13385,76
13386,69
13387,62
13388,65
13389,78
13390,73
13391,70
13392,33
13393,64
13394,64
13395,68
13396,43
13397,75
13398,67
13399,53
13400,64
13401,43
13402,69
13403,76
13404,68
13405,54
13406,54
13407,58
13408,60
13409,68
13410,59
13411,82
13412,35
13413,35
13414,78
13415,63
13416,65
13417,25
13418,57
13419,68
13420,70
13421,53
13422,65
13423,89
13424,60
13425,76
13426,69
13427,47
13428,82
13429,65
13430,30
13431,54
13432,64
13433,62
13434,57
13435,66
13436,53
13437,31
13438,64
13439,82
13440,26
13441,33
13442,67
13443,75
13444,39
13445,63
13446,66
13447,79
13448,71
13449,63
13450,40
13451,73
13452,53
13453,57
13454,67
13455,33
13456,55
13457,82
13458,56
13459,60
13460,35
13461,65
13462,73
13463,83
13464,83
13465,61
13466,50
13467,51
13468,71
13469,69
13470,70
13471,64
13472,57
13473,60
13474,40
13475,84
13476,71
13477,75
13478,68
13479,64
13480,53
13481,59
13482,47
13483,52
13484,52
13485,71
13486,45
13487,67
13488,71
13489,69
13490,55
13491,78
13492,81
13493,56
13494,54
13495,37
13496,61
13497,55
13498,34
13499,59
13500,58
13501,66
13502,64
13503,77
13504,56
13505,44
13506,67
13507,71
13508,57
13509,53
13510,66
13511,68
13512,93
13513,69
13514,54
13515,54
13516,58
13517,71
13518,63
13519,59
13520,76
13521,58
13522,84
13523,51
13524,63
13525,71
13526,76
13527,64
13528,76
13529,64
13530,75
13531,34
13532,35
13533,57
13534,61
13535,65
13536,75
13537,70
13538,73
13539,67
13540,70
13541,80
13542,72
13543,56
13544,50
13545,67
13546,52
13547,86
13548,58
13549,69
13550,34
13551,64
13552,63
13553,37
13554,49
13555,73
13556,37
13557,81
13558,79
13559,44
13560,83
13561,58
13562,67
13563,76
13564,53
13565,56
13566,56
13567,64
13568,22
13569,32
13570,30
13571,24
13572,52
13573,66
13574,64
13575,80
13576,56
13577,39
13578,69
13579,71
13580,54
13581,81
13582,65
13583,58
13584,59
13585,52
13586,48
13587,71
13588,66
13589,79
13590,55
13591,37
13592,75
13593,72
13594,52
13595,51
13596,57
13597,59
13598,42
13599,65
13600,70
13601,45
13602,63
13603,49
13604,83
13605,89
13606,56
13607,62
13608,71
13609,74
13610,81
13611,62
13612,40
13613,72
13614,60
13615,55
13616,57
13617,57
13618,27
13619,86
13620,58
13621,38
13622,45
13623,68
13624,62
13625,64
13626,69
13627,71
13628,71
13629,64
13630,46
13631,61
13632,76
13633,62
13634,40
13635,36
13636,62
13637,67
13638,36
13639,68
13640,28
13641,52
13642,34
13643,62
13644,69
13645,79
13646,63
13647,70
13648,59
13649,90
13650,71
13651,69
13652,68
13653,41
13654,60
13655,75
13656,71
13657,52
13658,69
13659,59
13660,41
13661,56
13662,33
13663,38
13664,73
13665,75
13666,58
13667,39
13668,39
13669,78
13670,57
13671,51
13672,82
13673,43
13674,64
13675,73
13676,70
13677,78
13678,44
13679,61
13680,69
13681,74
13682,38
13683,34
13684,59
13685,75
13686,73
13687,57
13688,57
13689,74
13690,73
13691,71
13692,70
13693,58
13694,74
13695,68
13696,35
13697,75
13698,71
13699,37
13700,49
13701,46
13702,69
13703,60
13704,64
13705,55
13706,66
13707,74
13708,56
13709,83
13710,65
13711,72
13712,22
13713,59
13714,63
13715,71
13716,55
13717,77
13718,79
13719,79
13720,44
13721,77
13722,67
13723,57
13724,42
13725,83
13726,78
13727,65
13728,62
13729,74
13730,50
13731,71
13732,56
13733,52
13734,64
13735,41
13736,56
13737,74
13738,38
13739,62
13740,37
13741,35
13742,69
13743,87
13744,58
13745,75
13746,90
13747,64
13748,75
13749,62
13750,85
13751,67
13752,65
13753,69
13754,53
13755,63
13756,62
13757,57
13758,58
13759,66
13760,68
13761,91
13762,72
13763,71
13764,56
13765,64
13766,59
13767,75
13768,52
13769,71
13770,71
13771,58
13772,80
13773,64
13774,44
13775,56
13776,60
13777,64
13778,26
13779,29
13780,50
13781,73
13782,65
13783,48
13784,60
13785,64
13786,77
13787,50
13788,63
13789,83
13790,80
13791,67
13792,64
13793,72
13794,48
13795,72
13796,68
13797,74
13798,74
13799,55
13800,53
13801,73
13802,65
13803,61
13804,66
13805,73
13806,50
13807,60
13808,77
13809,57
13810,55
13811,79
13812,51
13813,78
13814,67
13815,74
13816,63
13817,58
13818,84
13819,59
13820,57
13821,57
13822,59
13823,64
13824,78
13825,74
13826,50
13827,53
13828,60
13829,48
13830,79
13831,82
13832,60
13833,69
13834,71
13835,65
13836,72
13837,52
13838,75
13839,83
13840,44
13841,68
13842,67
13843,56
13844,70
13845,59
13846,66
13847,59
13848,55
13849,76
13850,73
13851,63
13852,62
13853,67
13854,30
13855,58
13856,42
13857,65
13858,69
13859,47
13860,44
13861,38
13862,74
13863,66
13864,85
13865,56
13866,58
13867,54
13868,69
13869,71
13870,73
13871,66
13872,66
13873,40
13874,73
13875,66
13876,73
13877,42
13878,63
13879,60
13880,73
13881,45
13882,77
13883,62
13884,65
13885,54
13886,66
13887,55
13888,74
13889,58
13890,41
13891,67
13892,62
13893,82
13894,58
13895,51
13896,68
13897,90
13898,73
13899,62
13900,65
13901,33
13902,53
13903,74
13904,56
13905,50
13906,64
13907,76
13908,52
13909,65
13910,57
13911,71
13912,63
13913,68
13914,69
13915,33
13916,53
13917,65
13918,32
13919,59
13920,64
13921,86
13922,63
13923,63
13924,71
13925,61
13926,64
13927,66
13928,46
13929,68
13930,32
13931,73
13932,77
13933,32
13934,61
13935,73
13936,73
13937,76
13938,32
13939,53
13940,59
13941,61
13942,59
13943,58
13944,77
13945,63
13946,68
13947,55
13948,53
13949,35
13950,66
13951,46
13952,45
13953,39
13954,37
13955,54
13956,69
13957,42
13958,63
13959,48
13960,55
13961,85
13962,81
13963,65
13964,62
13965,60
13966,66
13967,71
13968,30
13969,63
13970,72
13971,74
13972,61
13973,77
13974,77
13975,67
13976,58
13977,57
13978,31
13979,64
13980,55
13981,45
13982,35
13983,62
13984,50
13985,65
13986,58
13987,60
13988,72
13989,50
13990,67
13991,44
13992,66
13993,64
13994,69
13995,57
13996,65
13997,66
13998,65
13999,68
14000,75
14001,49
14002,63
14003,62
14004,60
14005,66
14006,84
14007,38
14008,74
14009,73
14010,67
14011,61
14012,69
14013,63
14014,57
14015,54
14016,59
14017,65
14018,60
14019,60
14020,70
14021,77
14022,70
14023,67
14024,54
14025,54
14026,59
14027,53
14028,81
14029,73
14030,36
14031,64
14032,72
14033,66
14034,38
14035,76
14036,58
14037,30
14038,49
14039,66
14040,66
14041,33
14042,61
14043,68
14044,43
14045,52
14046,48
14047,65
14048,73
14049,79
14050,55
14051,62
14052,69
14053,65
14054,33
14055,63
14056,60
14057,77
14058,62
14059,73
14060,68
14061,77
14062,57
14063,50
14064,69
14065,55
14066,64
14067,64
14068,57
14069,58
14070,77
14071,86
14072,67
14073,57
14074,77
14075,33
14076,33
14077,62
14078,72
14079,78
14080,64
14081,63
14082,59
14083,66
14084,67
14085,66
14086,62
14087,71
14088,58
14089,50
14090,46
14091,57
14092,54
14093,69
14094,62
14095,63
14096,63
14097,79
14098,32
14099,78
14100,27
14101,58
14102,56
14103,72
14104,58
14105,69
14106,31
14107,59
14108,80
14109,63
14110,71
14111,53
14112,56
14113,58
14114,48
14115,68
14116,69
14117,53
14118,72
14119,69
14120,69
14121,69
14122,72
14123,33
14124,53
14125,63
14126,78
14127,78
14128,64
14129,79
14130,57
14131,62
14132,78
14133,60
14134,73
14135,69
14136,51
14137,41
14138,63
14139,57
14140,63
14141,74
14142,63
14143,59
14144,75
14145,79
14146,70
14147,75
14148,68
14149,60
14150,45
14151,60
14152,70
14153,65
14154,70
14155,71
14156,41
14157,39
14158,50
14159,69
14160,59
14161,68
14162,53
14163,47
14164,38
14165,63
14166,33
14167,79
14168,65
14169,75
14170,62
14171,57
14172,65
14173,49
14174,55
14175,47
14176,37
14177,33
14178,33
14179,59
14180,67
14181,67
14182,32
14183,40
14184,75
14185,74
14186,45
14187,59
14188,77
14189,77
14190,54
14191,34
14192,48
14193,37
